id,name,is_Male,is_Female
2022,Adam Sandler,1,0
37686,Joel Courtney,1,0
462,Julia Roberts,0,1
9919,Kate Hudson,0,1
187017,Jonah Hill,1,0
628,Brad Pitt,1,0
10201,Jim Carrey,1,0
302699,Dwayne Johnson,1,0
9441,Julia Roberts,0,1
274167,Will Ferrell,1,0
224141,Meryl Streep,0,1
388,Denzel Washington,1,0
2112,Mel Gibson,1,0
10329,Laura Linney,0,1
74465,Matt Damon,1,0
13811,Nicolas Cage,1,0
6877,Matthew McConaughey,1,0
10320,Naomi Watts,0,1
50646,Steve Carell,1,0
8920,Bill Murray,1,0
13673,Tim Allen,1,0
60308,Brad Pitt,1,0
6950,Dustin Hoffman,1,0
225574,Liam Neeson,1,0
13836,Dwayne Johnson,1,0
752,Natalie Portman,0,1
6038,Jackie Chan,1,0
9975,Will Ferrell,1,0
11451,Lindsay Lohan,0,1
12103,Michael Douglas,1,0
60304,Jeremy Renner,1,0
2251,Richard Gere,1,0
46529,Alex Pettyfer,1,0
231,George Clooney,1,0
300671,James Badge Dale,1,0
228326,Diego Luna,1,0
9754,Harrison Ford,1,0
66,Clint Eastwood,1,0
4421,Demi Moore,0,1
2649,Michael Douglas,1,0
588,Radha Mitchell,0,1
10393,Keanu Reeves,1,0
71552,Jason Biggs,1,0
9631,Samuel L. Jackson,1,0
216282,Richard Armitage,1,0
306,Eddie Murphy,1,0
928,Zach Galligan,1,0
205587,Robert Duvall,1,0
6623,George Clooney,1,0
1577,Milla Jovovich,0,1
9801,Renée Zellweger,0,1
2116,Denzel Washington,1,0
9624,Steven Seagal,1,0
14199,Taylor Lautner,1,0
1907,Leonardo DiCaprio,1,0
4599,Kate Hudson,0,1
22832,Rain,1,0
10390,Kevin Costner,1,0
9879,Demi Moore,0,1
38579,Owen Wilson,1,0
44603,Matt Damon,1,0
11892,Sandra Bullock,0,1
9691,Sylvester Stallone,1,0
1248,Gaspard Ulliel,1,0
12220,Bruce Willis,1,0
72710,Saoirse Ronan,0,1
10782,John Travolta,1,0
9573,Clint Eastwood,1,0
4959,Clive Owen,1,0
10061,Kurt Russell,1,0
10386,Eli Marienthal,1,0
421,Bill Murray,1,0
316152,Matthew McConaughey,1,0
11615,Kevin Spacey,1,0
13498,Tommy Lee Jones,1,0
241554,Liam Neeson,1,0
2252,Naomi Watts,0,1
11968,Paul Walker,1,0
10047,Milla Jovovich,0,1
38319,Danny McBride,1,0
69668,Daniel Craig,1,0
9770,John Travolta,1,0
11212,Joe Mantegna,1,0
10533,Demi Moore,0,1
38363,Naomi Watts,0,1
9923,Keira Knightley,0,1
11863,David Caruso,1,0
18501,Gerard Butler,1,0
109491,Alden Ehrenreich,1,0
9275,Robin Williams,1,0
329833,Ben Stiller,1,0
12634,Owen Wilson,1,0
10416,Garry Shandling,1,0
47327,Nicolas Cage,1,0
15268,Kristin Kreuk,0,1
10796,Jet Li,1,0
9548,Andrew Dice Clay,0,0
18947,Tom Sturridge,1,0
1900,Michael Douglas,1,0
89,Harrison Ford,1,0
96724,Keira Knightley,0,1
198184,Sharlto Copley,1,0
9481,Denzel Washington,1,0
4547,Jodie Foster,0,1
53953,Lochlyn Munro,1,0
6415,George Clooney,1,0
181283,Tom Hardy,1,0
9896,Cuba Gooding Jr.,1,0
167,Jeff Bridges,1,0
11232,Meg Ryan,0,1
1636,Elizabeth Hurley,0,1
2148,Richard Gere,1,0
5176,Russell Crowe,1,0
260346,Liam Neeson,1,0
1389,George Clooney,1,0
9894,Jim Carrey,1,0
7504,Aamir Khan,1,0
8592,Warren Beatty,1,0
913,Pierce Brosnan,1,0
11091,Drew Barrymore,0,1
1368,Sylvester Stallone,1,0
593,Donatas Banionis,1,0
5393,George Carlin,1,0
9095,Julia Roberts,0,1
8874,Julia Roberts,0,1
11467,Julia Roberts,0,1
320,Al Pacino,1,0
199,Patrick Stewart,1,0
20533,Josh Brolin,1,0
10684,Denzel Washington,1,0
1624,Jim Carrey,1,0
325789,Bryan Cranston,1,0
113464,Laurence Olivier,1,0
888,John Goodman,1,0
82675,Liam Neeson,1,0
4256,Pamela Anderson,0,1
1493,Sandra Bullock,0,1
88751,Brendan Fraser,1,0
11130,Anne Hathaway,0,1
9944,Julia Roberts,0,1
10731,Susan Sarandon,0,1
7350,Jack Nicholson,1,0
9869,Harrison Ford,1,0
4379,Jennifer Lopez,0,1
146233,Hugh Jackman,1,0
2034,Denzel Washington,1,0
926,Tim Allen,1,0
4248,Anna Faris,0,1
64328,Amy Adams,0,1
36647,Wesley Snipes,1,0
7214,Samuel L. Jackson,1,0
1537,Ben Affleck,1,0
9360,Jennifer Lopez,0,1
6282,Piper Perabo,0,1
508,Keira Knightley,0,1
9487,Kevin Spacey,1,0
768,Johnny Depp,1,0
2636,Sylvester Stallone,1,0
10478,Kevin Costner,1,0
27983,Lucille Ball,0,1
9981,Will Ferrell,1,0
7453,Martin Freeman,1,0
15045,Kenan Thompson,1,0
7737,Milla Jovovich,0,1
232672,Drew Barrymore,0,1
17379,Queen Latifah,0,1
8987,Meryl Streep,0,1
11359,Hal Scardino,1,0
82525,Blake Lively,0,1
9759,Chris Evans,1,0
9486,Rowan Atkinson,1,0
9906,Julia Roberts,0,1
841,Kyle MacLachlan,1,0
4688,Evan Rachel Wood,0,1
4148,Leonardo DiCaprio,1,0
2207,Bruce Willis,1,0
9381,Vin Diesel,1,0
9625,Steven Seagal,1,0
9304,Michael Keaton,1,0
20856,Carter Jenkins,1,0
5955,Jack Nicholson,1,0
9899,Matthew Broderick,1,0
9826,Billy Zane,1,0
21355,Matt Damon,1,0
10858,Anthony Hopkins,1,0
11439,Ewan McGregor,1,0
9457,Treat Williams,1,0
12412,Derek Luke,1,0
1494,Chow Yun-fat,1,0
13184,Nicolas Cage,1,0
2185,Tim Allen,1,0
6639,Javier Bardem,1,0
38153,Charlie Sheen,1,0
58233,Rowan Atkinson,1,0
116977,Charlie Sheen,1,0
68734,Ben Affleck,1,0
5503,Harrison Ford,1,0
27573,Gerard Butler,1,0
819,Robert De Niro,1,0
1369,Sylvester Stallone,1,0
9623,Demi Moore,0,1
10895,Mel Blanc,1,0
10935,Kris Kristofferson,1,0
834,Kate Beckinsale,0,1
228066,James McAvoy,1,0
711,Sean Connery,1,0
10468,Sandra Bullock,0,1
10027,Jet Li,1,0
11812,Cameron Diaz,0,1
37233,Tom Cruise,1,0
37950,Zac Efron,1,0
27582,Jason Statham,1,0
64688,Channing Tatum,1,0
509,Julia Roberts,0,1
7443,Mel Gibson,1,0
5966,Ben Stiller,1,0
11066,Eddie Murphy,1,0
136795,Sandra Bullock,0,1
8095,Elizabeth Taylor,0,1
87826,Salma Hayek,0,1
11560,Ashley Judd,0,1
25189,Barbra Streisand,0,0
2637,Richard Gere,1,0
18480,Sacha Baron Cohen,1,0
709,Timothy Dalton,1,0
49730,Amanda Seyfried,0,1
2749,Robert De Niro,1,0
9607,Bob Hoskins,1,0
1830,Nicolas Cage,1,0
79,Jet Li,1,0
54054,Katherine Heigl,0,1
228967,James Franco,1,0
46528,Kate Bosworth,0,1
27936,Dany Boon,1,0
65,Eminem,1,0
280391,Jamel Debbouze,1,0
9476,Heath Ledger,1,0
10610,Jackie Chan,1,0
745,Bruce Willis,1,0
49527,Sam Worthington,1,0
73937,Owen Wilson,1,0
1885,Ralph Macchio,1,0
168672,Christian Bale,1,0
18240,Sandra Bullock,0,1
10398,Tommy Lee Jones,1,0
165,Michael J. Fox,1,0
240832,Scarlett Johansson,0,1
216015,Dakota Johnson,0,1
12279,Antonio Banderas,1,0
1645,Matthew McConaughey,1,0
11007,Steve Martin,1,0
193756,Mark Wahlberg,1,0
11287,Tom Hanks,1,0
259693,Patrick Wilson,1,0
37799,Jesse Eisenberg,1,0
10184,Ben Affleck,1,0
4257,Anna Faris,0,1
4234,David Arquette,1,0
196,Michael J. Fox,1,0
257091,Will Ferrell,1,0
6114,Gary Oldman,1,0
24803,Meryl Streep,0,1
109410,Chadwick Boseman,1,0
1213,Matt Damon,1,0
100042,Jim Carrey,1,0
9036,Paul Walker,1,0
257211,Robert De Niro,1,0
323675,Kevin Hart,1,0
9361,Daniel Day-Lewis,1,0
1677,Jamie Foxx,1,0
187,Jessica Alba,0,1
7461,Dennis Quaid,1,0
16538,Paul Rudd,1,0
9889,Gwyneth Paltrow,0,1
820,Kevin Costner,1,0
11565,Martin Lawrence,1,0
6073,Brad Pitt,1,0
16996,Zac Efron,1,0
193610,Cameron Diaz,0,1
19912,Bobby Campo,1,0
296098,Tom Hanks,1,0
8007,Owen Wilson,1,0
32823,Jonah Hill,1,0
4380,Richard Gere,1,0
11551,Gregory Smith,1,0
10336,Michael Jai White,1,0
11362,Jim Caviezel,1,0
50348,Matthew McConaughey,1,0
48138,Liam Neeson,1,0
1124,Hugh Jackman,1,0
227159,Jason Bateman,1,0
68179,Brendan Fraser,1,0
1579,Rudy Youngblood,1,0
708,Timothy Dalton,1,0
34851,Topher Grace,1,0
9930,Robert Redford,1,0
1586,Johnny Depp,1,0
2044,Keanu Reeves,1,0
9913,Kate Hudson,0,1
71864,Jennifer Garner,0,1
10761,Patrick Dempsey,1,0
209451,Christopher Walken,1,0
11975,Matt Damon,1,0
4970,Halle Berry,0,1
11831,Morgan Freeman,1,0
9096,Sean Connery,1,0
440,Steven Pasquale,1,0
11011,Macaulay Culkin,1,0
10641,Richard Gere,1,0
11172,Drew Barrymore,0,1
39513,Seth Rogen,1,0
82687,Seth Rogen,1,0
41446,David Arquette,1,0
8224,Nicolas Cage,1,0
10537,Val Kilmer,1,0
225886,Cameron Diaz,0,1
10385,Meg Ryan,0,1
55779,Emma Bell,0,1
10154,Hugh Grant,1,0
10647,Kevin Spacey,1,0
11431,Drew Barrymore,0,1
8457,Owen Wilson,1,0
188161,Seth MacFarlane,1,0
8850,Alec Baldwin,1,0
64685,Thomas Horn,1,0
38357,Rachel McAdams,0,1
10060,50 Cent,1,0
11398,Wesley Snipes,1,0
1833,Anthony Rapp,1,0
10391,Kim Basinger,0,1
8970,Steve Martin,1,0
9306,Marlon Brando,1,0
11370,Catherine Deneuve,0,1
12184,Natalie Portman,0,1
1921,Keanu Reeves,1,0
1683,Hilary Swank,0,1
203,Harvey Keitel,1,0
11858,Danny DeVito,1,0
62835,Zoe Saldana,0,1
18937,Jessalyn Gilsig,0,1
13536,Robert De Niro,1,0
15556,Val Kilmer,1,0
10718,Martin Henderson,1,0
11062,Al Pacino,1,0
10802,Elizabeth Berkley,0,1
1887,Kirsten Dunst,0,1
6071,David Caruso,1,0
10461,Sylvester Stallone,1,0
80278,Naomi Watts,0,1
12704,Warren Beatty,1,0
10315,George Clooney,1,0
16643,Angelina Jolie,0,1
2687,Chevy Chase,1,0
194,Audrey Tautou,0,1
11025,Ashley Olsen,0,1
8849,Jude Law,1,0
78698,Drew Barrymore,0,1
30943,Michelle Pfeiffer,0,1
9544,Stephen Dorff,1,0
24418,John C. Reilly,1,0
7288,Ben Stiller,1,0
14655,Samuel L. Jackson,1,0
24575,M. Emmet Walsh,1,0
10366,Jean-Claude Van Damme,1,0
19898,Ben Foster,1,0
4965,Gary Sinise,1,0
15074,Devon Sawa,1,0
56715,Jean Reno,1,0
1272,Cillian Murphy,1,0
72358,Eddie Murphy,1,0
20542,Freddie Prinze Jr.,1,0
266396,Sean Penn,1,0
9978,Alex Pettyfer,1,0
8271,Shia LaBeouf,1,0
10428,Jonny Lee Miller,1,0
5353,Richard Gere,1,0
11934,Tim Robbins,1,0
14392,Jet Li,1,0
19495,Kuno Becker,1,0
110415,Chris Evans,1,0
77459,Vanessa Paradis,0,1
26486,Matthew Broderick,1,0
9495,Brandon Lee,1,0
256040,Prabhas,1,0
24420,Eric Bana,1,0
1257,Diane Keaton,0,1
62214,Charlie Tahan,1,0
16320,Nathan Fillion,1,0
8842,Meg Ryan,0,1
9531,Christopher Reeve,1,0
64807,Robert De Niro,1,0
12289,Chang Chen,1,0
11529,Reese Witherspoon,0,1
20943,Katherine Heigl,0,1
9099,Steve Martin,1,0
9488,Antonio Banderas,1,0
193,Patrick Stewart,1,0
44865,Tony Leung Chiu-Wai,1,0
55787,Robert Pattinson,1,0
257932,Carrie-Anne Moss,0,1
10400,Denzel Washington,1,0
1957,Jennifer Lopez,0,1
10833,Sigourney Weaver,0,1
256961,Kevin James,1,0
5852,Jennifer Lopez,0,1
12312,Tim Allen,1,0
622,Johnny Depp,1,0
11306,Hugh Grant,1,0
12508,Mark Wahlberg,1,0
25793,Gabourey Sidibe,0,1
10534,Jeff Bridges,1,0
1091,Kurt Russell,1,0
87421,Vin Diesel,1,0
10871,Dennis Quaid,1,0
13503,James Van Der Beek,1,0
13600,Saoirse Ronan,0,1
68722,Joaquin Phoenix,1,0
14324,Ryan Cartwright,1,0
14325,Rob Brown,1,0
299687,Chloë Grace Moretz,0,1
312221,Michael B. Jordan,1,0
23168,Ben Affleck,1,0
76494,Cameron Diaz,0,1
4944,George Clooney,1,0
10488,Abigail Breslin,0,1
96721,Daniel Brühl,1,0
334,Julianne Moore,0,1
23742,Bruce Willis,1,0
259694,Dakota Johnson,0,1
62837,Morgan Freeman,1,0
8966,Kristen Stewart,0,1
8470,Denzel Washington,1,0
11001,Martin Lawrence,1,0
138832,Jason Sudeikis,1,0
16911,Vasily Stepanov,0,0
2163,Kurt Russell,1,0
36670,Sean Connery,1,0
23048,John Cusack,1,0
227735,Morgan Freeman,1,0
2155,Ben Affleck,1,0
8409,Vin Diesel,1,0
222936,Bradley Cooper,1,0
31908,Alec Baldwin,1,0
10219,Ethan Hawke,1,0
48171,Anthony Hopkins,1,0
782,Ethan Hawke,1,0
75531,Bette Midler,0,0
11802,Andy Samberg,1,0
9776,Chris Rock,1,0
18785,Bradley Cooper,1,0
365222,Donnie Yen,1,0
817,Mike Myers,1,0
268,Jack Nicholson,1,0
45054,Charlie Cox,1,0
943,Mel Gibson,1,0
22881,Sandra Bullock,0,1
10054,Alexa PenaVega,0,1
51540,Jennifer Aniston,0,1
44264,Jeff Bridges,1,0
350,Meryl Streep,0,1
152,William Shatner,1,0
109431,Jason Bateman,1,0
1598,Robert De Niro,1,0
8065,Jim Sturgess,1,0
271718,Amy Schumer,0,1
11638,Bernie Mac,1,0
409,Ralph Fiennes,1,0
2118,Kevin Spacey,1,0
11459,Michael Angarano,1,0
10806,Kevin Kline,1,0
9348,Natasha Henstridge,0,1
377,John Saxon,1,0
8843,Jennifer Lopez,0,1
9313,Leonardo DiCaprio,1,0
39486,Diane Lane,0,1
1273,Chris Evans,1,0
13920,Cuba Gooding Jr.,1,0
50544,Justin Timberlake,1,0
325133,Seth Rogen,1,0
140823,Emma Thompson,0,1
1883,Denzel Washington,1,0
89492,Paul Rudd,1,0
22949,Robin Williams,1,0
12437,Bill Nighy,1,0
2959,Robin Williams,1,0
9957,Jon Heder,1,0
11648,Diane Lane,0,1
9366,Johnny Depp,1,0
1576,Milla Jovovich,0,1
609,Craig T. Nelson,1,0
5516,Tom Hanks,1,0
13051,Mark Wahlberg,1,0
49530,Justin Timberlake,1,0
34806,Jennifer Lopez,0,1
49022,Kate Hudson,0,1
11469,Martin Lawrence,1,0
23479,Walter Matthau,1,0
11667,Jean-Claude Van Damme,1,0
423,Adrien Brody,1,0
2447,Keisha Castle-Hughes,0,0
10066,Elisha Cuthbert,0,1
2288,Julia Roberts,0,1
88794,Leonardo DiCaprio,1,0
13515,Kiefer Sutherland,1,0
11979,Stuart Townsend,1,0
169,Kevin Peter Hall,1,0
8090,Diane Lane,0,1
11622,Brendan Fraser,1,0
3604,Sam J. Jones,1,0
9541,Ben Affleck,1,0
94348,Tyler Perry,1,0
8197,John Cusack,1,0
336004,Jeffrey Dean Morgan,1,0
35019,Emma Thompson,0,1
10410,Jack Nicholson,1,0
8836,David Duchovny,1,0
14442,Anne Hathaway,0,1
321741,Will Smith,1,0
59965,Taylor Lautner,1,0
14175,Ewan McGregor,1,0
11004,Michael Douglas,1,0
11918,Drake Bell,1,0
98357,Mark Wahlberg,1,0
10012,Portia de Rossi,0,1
49526,Joseph Gordon-Levitt,1,0
268920,Reese Witherspoon,0,1
9093,Heath Ledger,1,0
119283,Jason Statham,1,0
11823,Kirsten Dunst,0,1
35169,Brendan Fraser,1,0
118957,Sharni Vinson,0,1
849,Ken Marshall,1,0
4515,Robert Redford,1,0
18886,Danny Glover,1,0
6575,John C. Reilly,1,0
6440,Kevin Spacey,1,0
13496,Colin Farrell,1,0
18320,Emily Blunt,0,1
22787,Kate Beckinsale,0,1
8967,Brad Pitt,1,0
37498,Jean-Claude Van Damme,1,0
144336,Arnold Schwarzenegger,1,0
9616,Heath Ledger,1,0
13056,Ray Stevenson,1,0
14113,Tim Allen,1,0
285783,Joseph Gordon-Levitt,1,0
49478,Angus Macfadyen,1,0
9726,Russell Crowe,1,0
20763,Elijah Wood,1,0
9702,Damian Chapa,1,0
9311,Julia Ormond,0,1
9280,Rebecca Romijn,0,1
26843,Anthony Quinn,1,0
11876,Juliette Binoche,0,1
22267,Tobey Maguire,1,0
45958,Javier Bardem,1,0
1969,Penélope Cruz,0,1
310706,Laurence Fishburne,1,0
198663,Dylan O'Brien,1,0
239573,Vince Vaughn,1,0
10436,Daniel Day-Lewis,1,0
1381,Hugh Jackman,1,0
2162,Cuba Gooding Jr.,1,0
127493,Nicolas Cage,1,0
12429,Yuria Nara,0,0
228205,Scott Eastwood,1,0
2900,Johnny Depp,1,0
21311,Kim Basinger,0,1
77875,Gerard Butler,1,0
192136,Idris Elba,1,0
18254,Warren Beatty,1,0
881,Tom Cruise,1,0
10877,Steven Seagal,1,0
9600,Martin Lawrence,1,0
202575,Brianne Siddall,0,1
71469,Emile Hirsch,1,0
85446,Kathryn McCormick,0,1
326,Samuel L. Jackson,1,0
10685,James Spader,1,0
7220,Thomas Jane,1,0
9763,Kuno Becker,1,0
72387,Jason Statham,1,0
12596,John Cusack,1,0
1892,Mark Hamill,1,0
13460,Rhona Mitra,0,1
8055,Kate Winslet,0,1
50647,Paul Rudd,1,0
10719,Will Ferrell,1,0
9294,John Travolta,1,0
11888,Jim Belushi,1,0
9647,Bill Murray,1,0
9353,Jack Black,1,0
55721,Kristen Wiig,0,1
109414,James Franco,1,0
10307,Patricia Arquette,0,1
11978,Robert De Niro,1,0
22907,Chris Brown,1,0
87567,Robert De Niro,1,0
38322,Martin Lawrence,1,0
45612,Jake Gyllenhaal,1,0
7305,Ethan Hawke,1,0
3594,Jim Carrey,1,0
157841,Kyle Catlett,1,0
11519,Dan Aykroyd,1,0
12920,Kurt Russell,1,0
59,Viggo Mortensen,1,0
9335,Jason Statham,1,0
12106,Sharon Stone,0,1
11141,Pierce Brosnan,1,0
8649,Nicolas Cage,1,0
31867,Jude Law,1,0
10253,Jason Behr,1,0
3587,Whoopi Goldberg,0,1
124459,Steve Carell,1,0
24662,Scott Bakula,1,0
32274,Hank Azaria,1,0
182,George Clooney,1,0
5494,James Purefoy,1,0
28,Martin Sheen,1,0
38073,Drew Barrymore,0,1
2054,Richard Dreyfuss,1,0
302156,Kevin Costner,1,0
606,Meryl Streep,0,1
87502,Denzel Washington,1,0
698,Roger Moore,1,0
120467,Ralph Fiennes,1,0
11313,Anthony Hopkins,1,0
6488,Jeff Daniels,1,0
10559,Dennis Quaid,1,0
296099,Ed Helms,1,0
8012,John Travolta,1,0
1574,Catherine Zeta-Jones,0,1
9032,Adam Sandler,1,0
2770,Jason Biggs,1,0
862,Tom Hanks,1,0
1637,Keanu Reeves,1,0
72570,Rachel McAdams,0,1
27569,Harrison Ford,1,0
10637,Denzel Washington,1,0
1669,Alec Baldwin,1,0
132363,Forest Whitaker,1,0
9472,Vince Vaughn,1,0
2907,Raúl Juliá,1,0
9273,Jim Carrey,1,0
9880,Anne Hathaway,0,1
2925,Goldie Hawn,0,1
807,Brad Pitt,1,0
17654,Sharlto Copley,1,0
11836,Tom Kenny,1,0
322,Sean Penn,1,0
70,Clint Eastwood,1,0
9535,Robert De Niro,1,0
11036,Rachel McAdams,0,1
6557,Katherine Heigl,0,1
18126,Miley Cyrus,0,1
16340,E.G. Daily,0,1
10333,Nick Nolte,1,0
4476,Brad Pitt,1,0
22947,George Clooney,1,0
2755,Jack Nicholson,1,0
82654,Nicholas Hoult,1,0
59967,Joseph Gordon-Levitt,1,0
16300,Chris Rock,1,0
9598,Christine Cavanaugh,0,1
82696,Meryl Streep,0,1
9870,Jason Segel,1,0
8292,Mark Wahlberg,1,0
8780,Tina Fey,0,1
9715,Sandra Bullock,0,1
10521,Anne Hathaway,0,1
10762,Seth Green,1,0
10096,Jennifer Garner,0,1
59436,Owen Wilson,1,0
227783,Will Arnett,1,0
4133,Johnny Depp,1,0
10207,Kevin Costner,1,0
172,William Shatner,1,0
21972,Shad Moss,0,0
36593,Leslie Nielsen,1,0
707,Roger Moore,1,0
533,Peter Sallis,1,0
6023,Hilary Swank,0,1
6439,Frankie Muniz,1,0
4347,Keira Knightley,0,1
37056,Amanda Seyfried,0,1
4105,Michael Douglas,1,0
76489,Sean Hayes,1,0
3933,Johnny Depp,1,0
9918,Josh Lucas,0,1
273481,Emily Blunt,0,1
307081,Jake Gyllenhaal,1,0
16871,Alison Lohman,0,1
293863,Blake Lively,0,1
13156,Michael Caine,1,0
41233,Rick Malambri,1,0
9266,Kate Bosworth,0,1
1262,Will Ferrell,1,0
4513,Josh Hartnett,1,0
22970,Kristen Connolly,0,1
7278,Sean Maguire,1,0
9013,Robert De Niro,1,0
865,Arnold Schwarzenegger,1,0
10776,Rick Moranis,1,0
50456,Saoirse Ronan,0,1
9823,Robin Shou,0,0
59861,Tom Hanks,1,0
133805,Chloë Grace Moretz,0,1
12763,Antonio Banderas,1,0
9766,Dwayne Johnson,1,0
14034,Martin Lawrence,1,0
12244,Christopher Plummer,1,0
109421,Jude Law,1,0
11137,Julia Stiles,0,1
51162,Jim Cummings,1,0
10152,Mimi Rogers,0,1
9452,Warren Beatty,1,0
239566,Chadwick Boseman,1,0
53113,Meryl Streep,0,1
9271,Denzel Washington,1,0
4474,Uma Thurman,0,1
184346,Eric Bana,1,0
48340,Ioan Gruffudd,1,0
14846,Brittany Murphy,0,1
72207,Jason Segel,1,0
16232,Bernie Mac,1,0
43539,Russell Crowe,1,0
9920,Milla Jovovich,0,1
8978,Ethan Hawke,1,0
11702,Chow Yun-fat,1,0
18550,Laurence Fishburne,1,0
8869,David Arquette,1,0
43347,Jake Gyllenhaal,1,0
3489,Al Pacino,1,0
9701,Charlize Theron,0,1
2122,Bruce Willis,1,0
37707,Adrien Brody,1,0
10658,Lea Thompson,0,1
13150,Edward Norton,1,0
9042,Cole Hauser,1,0
17813,Luke Wilson,1,0
11208,Josh Hartnett,1,0
58151,Anton Yelchin,1,0
11400,Colin Farrell,1,0
10350,Freddie Prinze Jr.,1,0
28902,Annette Bening,0,1
14164,Chow Yun-fat,1,0
76640,Arnold Schwarzenegger,1,0
11058,Greg Kinnear,1,0
14844,Mandy Moore,0,1
57089,Hayden Panettiere,0,1
1947,Robert Redford,1,0
8054,Christopher Plummer,1,0
46829,Paul Giamatti,1,0
146238,Ben Affleck,1,0
9989,Ryan Phillippe,1,0
9665,Matthew Broderick,1,0
311,Robert De Niro,1,0
102362,Colin Farrell,1,0
11162,Al Pacino,1,0
6016,Nick Nolte,1,0
17186,Steve Howey,1,0
13967,Ewan McGregor,1,0
2008,Cecilia Cheung,0,0
9053,Jaime Pressly,0,1
4512,Brad Pitt,1,0
76349,Jackie Chan,1,0
31203,Maxime Godart,0,0
265208,Jason Statham,1,0
45610,Gerard Butler,1,0
50135,Christoph Maria Herbst,1,0
1874,Joseph Fiennes,1,0
271331,Tim Roth,1,0
215211,Nicole Kidman,0,1
367961,Maksim Chukharyov,0,0
10955,John Malkovich,1,0
223702,Seth Rogen,1,0
254470,Anna Kendrick,0,1
69,Joaquin Phoenix,1,0
4967,Ben Stiller,1,0
9449,John Goodman,1,0
11499,Michael Sheen,1,0
4912,Sam Rockwell,1,0
12771,Matthew Perry,1,0
323676,Melissa McCarthy,0,1
12506,Denzel Washington,1,0
24071,Loren Dean,1,0
11249,Brad Dourif,1,0
9667,Adrien Brody,1,0
812,Scott Weinger,1,0
277216,O'Shea Jackson Jr.,0,0
87,Harrison Ford,1,0
14444,Whoopi Goldberg,0,1
2043,Morgan Freeman,1,0
315664,Meryl Streep,0,1
1428,Antonio Banderas,1,0
562,Bruce Willis,1,0
15373,Seann William Scott,1,0
318846,Christian Bale,1,0
26320,Demetri Martin,1,0
14292,Kurt Russell,1,0
924,Sarah Polley,0,1
2018,Jennifer Lopez,0,1
192577,Shun Oguri,1,0
9428,Gene Hackman,1,0
2832,John Cusack,1,0
137093,Robert De Niro,1,0
699,Roger Moore,1,0
9778,John Cusack,1,0
8831,Jean-Claude Van Damme,1,0
9398,Ben Stiller,1,0
112949,Julianne Hough,0,1
10439,Bette Midler,0,0
3638,Catherine Zeta-Jones,0,1
23483,Aaron Taylor-Johnson,1,0
62206,Jesse Eisenberg,1,0
10577,Gerard Butler,1,0
218778,Steve Carell,1,0
4348,Keira Knightley,0,1
78,Harrison Ford,1,0
11780,Liam Neeson,1,0
192102,Kevin Costner,1,0
2001,Joaquin Phoenix,1,0
10383,Winona Ryder,0,1
11516,Philippe Labro,0,0
10025,Lindsay Lohan,0,1
15198,Russell Crowe,1,0
23172,Amber Valletta,0,1
17834,Martin Short,1,0
10016,Natasha Henstridge,0,1
10317,Sandra Bullock,0,1
58431,Lily James,0,1
9746,Tenzin Thuthob Tsarong,0,0
13092,Kelan Pannell,0,0
59859,Aaron Taylor-Johnson,1,0
13495,Viggo Mortensen,1,0
254473,Paul Walker,1,0
700,Roger Moore,1,0
4964,Seth Rogen,1,0
10024,Cameron Diaz,0,1
13490,Martin Lawrence,1,0
15927,Judy Davis,0,1
1259,Judi Dench,0,1
5125,Omar Metwally,1,0
174,William Shatner,1,0
9583,Sandra Bullock,0,1
9437,Morgan Freeman,1,0
525,Dan Aykroyd,1,0
10188,Alexis Bledel,0,1
63574,Queen Latifah,0,1
245,Hugh Grant,1,0
9825,Bill Pullman,1,0
186,Josh Hartnett,1,0
9549,Fred Ward,1,0
61891,Jamie Campbell Bower,1,0
34584,Barret Oliver,1,0
2666,Rufus Sewell,1,0
12783,Keira Knightley,0,1
13155,Fairuza Balk,0,1
42807,Matthew McConaughey,1,0
28355,Renée Zellweger,0,1
8080,Carrie-Anne Moss,0,1
5126,John Cusack,1,0
56288,Jessica Alba,0,1
303858,George Clooney,1,0
1613,Samuel L. Jackson,1,0
31582,Robert De Niro,1,0
16617,LL Cool J,1,0
8944,Bruce Willis,1,0
41488,Michael Caine,1,0
37028,Joseph Kaiser,1,0
14560,Kevin James,1,0
10330,Jamie Lee Curtis,0,1
6957,Steve Carell,1,0
1934,Joseph Fiennes,1,0
169917,Liam Neeson,1,0
951,Arnold Schwarzenegger,1,0
10189,Seth Rogen,1,0
9454,Drew Barrymore,0,1
2055,Kevin Costner,1,0
1551,Kiefer Sutherland,1,0
5902,Dirk Bogarde,1,0
11460,Rachel McAdams,0,1
9358,Ali Larter,0,1
134,George Clooney,1,0
22894,Paul Bettany,1,0
134374,Mark Wahlberg,1,0
1901,Topher Grace,1,0
15028,Jesse Bradford,1,0
11509,Kevin Kline,1,0
7445,Tobey Maguire,1,0
17047,Frankie Muniz,1,0
62838,Robert De Niro,1,0
2057,Angelina Jolie,0,1
70436,John Cusack,1,0
16784,Ray Romano,1,0
8011,Christopher Lambert,1,0
31640,Jack Nicholson,1,0
9092,Sigourney Weaver,0,1
2779,Dan Aykroyd,1,0
316002,Jake Gyllenhaal,1,0
36355,Elijah Wood,1,0
238615,Ryan Reynolds,1,0
1985,Ralph Fiennes,1,0
615,Jim Caviezel,1,0
