id,company_count,country_count
10950,1,1
235260,2,1
277,5,4
8999,3,2
11323,5,1
10445,2,1
11453,3,1
146239,2,1
205588,6,2
10878,3,1
82650,1,1
10279,2,1
2294,3,1
2176,1,1
270487,3,1
19366,4,2
204082,2,1
24100,1,3
1599,6,2
5550,1,1
30379,2,1
42586,2,1
17709,3,1
287948,1,3
7548,2,1
9075,17,3
11661,7,8
109513,4,1
12085,2,1
204922,6,3
38985,3,1
44113,2,1
21494,0,1
164457,5,1
4566,3,1
17795,3,1
1073,5,1
153158,9,2
81836,4,3
10724,1,1
9473,6,1
2196,6,1
1499,3,2
20857,4,2
82693,1,1
1646,3,2
44944,1,1
4108,4,2
8456,3,1
7341,2,1
19255,3,1
10187,1,1
31005,5,1
49517,6,3
44857,4,1
50780,4,2
16363,2,1
1946,8,3
85,2,1
772,2,1
840,3,1
9682,1,1
96,3,1
10678,2,1
274,2,1
8872,1,1
16290,1,2
579,1,1
14405,1,1
138843,3,1
11637,3,1
226486,2,1
1584,6,2
9312,2,1
12153,4,1
65057,3,1
8326,4,1
35690,1,1
76203,5,2
13497,1,1
35688,2,1
162,1,1
296096,3,1
103370,1,1
1051,3,1
376659,3,1
10073,3,2
16690,5,3
273895,5,2
14873,4,2
8968,4,1
9963,3,1
15655,1,1
21208,4,4
272878,4,1
9760,4,1
314365,5,2
13279,2,1
1975,3,1
33644,1,1
1649,2,1
9895,2,1
9570,1,1
27579,5,2
16052,2,1
40264,2,1
1164,4,4
239678,3,1
14359,2,1
3989,2,2
76617,2,1
1710,2,1
4258,1,1
20391,3,1
10139,1,1
335778,4,1
9645,5,2
55465,2,1
617,2,1
19904,1,1
48289,3,1
243,2,2
6933,4,3
17182,1,1
8848,5,3
38,3,1
38303,3,1
1266,4,1
107985,4,1
14043,3,1
19901,5,2
34016,2,1
59860,6,2
10069,4,1
9588,2,2
12819,3,2
9954,1,1
10115,3,2
25132,1,2
577,2,1
328387,3,1
12690,3,1
9945,6,1
539,3,1
13596,5,1
226857,3,1
13159,2,1
47941,0,1
526,2,1
22796,2,1
2355,5,1
5915,4,1
9842,1,1
61012,2,2
755,4,1
13682,1,1
9089,3,1
9470,1,2
18357,1,1
7979,10,2
470,3,1
15644,3,1
9582,2,1
10642,1,1
22074,2,1
2428,1,1
290751,8,3
13805,3,1
4597,4,1
9414,4,1
63492,3,1
81796,3,1
10710,6,1
15092,3,1
11382,1,1
15005,1,1
8198,3,1
6963,3,2
15070,2,1
12797,3,1
17134,5,1
41402,4,2
18885,3,2
4953,3,2
10773,0,1
146198,5,1
2639,1,1
10563,2,2
295964,3,1
5971,1,1
9716,1,1
11835,5,1
26171,3,1
31117,2,3
9074,1,1
14396,1,1
15673,1,1
42618,1,1
171274,3,1
24432,0,3
109417,1,1
13948,1,1
106747,7,1
10929,2,1
14220,3,1
46435,4,2
256962,2,2
48231,6,4
3509,4,1
82684,2,1
12142,5,3
23367,3,1
10740,5,4
241239,7,2
14582,4,1
14914,4,1
3902,9,1
77948,6,1
21755,3,1
4960,1,1
128,4,1
14652,0,1
40932,1,1
16608,7,2
334531,2,1
32316,1,1
7299,2,1
13405,5,3
19457,2,1
112937,0,1
314385,3,2
8953,3,1
29078,5,1
46503,1,1
10448,5,1
13688,1,1
10353,4,1
43935,3,1
11458,0,2
44638,2,1
241257,6,2
14538,2,3
13250,8,3
133931,7,1
280871,1,1
239897,0,1
184341,4,2
334074,4,2
199373,9,1
14202,10,3
6968,8,3
581,2,2
52449,2,1
12150,1,1
11247,4,2
4232,2,1
9378,4,2
694,3,2
105,3,1
11377,2,1
26367,1,1
385383,1,1
41210,3,1
12090,3,2
62630,3,2
16110,3,2
29427,4,1
129,1,1
244114,3,2
2669,1,2
203833,3,2
13523,3,1
25195,5,2
17277,2,1
50725,4,2
82631,3,1
73191,1,1
22479,3,1
340611,1,1
10065,4,1
2757,6,1
11683,4,3
244339,2,2
1878,5,1
23082,7,1
195589,3,1
854,2,1
2280,3,1
496,2,1
8835,2,1
157,1,1
8643,3,1
10402,3,1
218043,1,1
9043,1,1
21301,1,1
10147,3,2
816,3,2
302688,4,2
60307,2,1
106,6,1
279,1,1
8617,1,1
10625,3,1
10934,4,2
5279,1,3
10013,2,1
194662,5,1
160588,1,1
9829,4,3
10028,3,1
10535,1,1
790,3,1
43959,5,1
10364,2,1
16991,2,1
9610,1,1
1578,1,1
25643,6,3
11904,2,1
28665,3,1
44115,7,2
10569,1,1
10560,1,1
333348,3,1
20483,5,1
11457,1,1
321697,6,1
19840,5,2
22327,1,1
38665,1,1
2575,2,2
11644,1,1
146227,10,2
68924,3,2
253235,3,1
22102,2,1
18701,1,0
10068,5,1
848,2,1
36811,2,3
522,1,1
130150,3,1
12246,5,3
13809,4,1
27380,2,2
10549,2,2
33870,1,1
245703,3,1
10739,4,3
127560,6,2
37903,4,4
396152,0,0
10017,3,2
11468,2,1
193613,2,1
17436,1,2
43434,4,2
31166,7,5
69848,6,3
8408,3,2
332411,4,1
9389,4,3
9626,3,2
75638,11,2
8363,2,1
15670,2,1
290555,3,2
8328,3,1
10982,3,1
205,8,5
1620,6,2
175541,2,1
241254,4,1
31932,0,1
1933,7,4
679,3,2
11113,1,1
3597,3,1
193893,3,1
9675,3,1
9988,1,1
948,2,1
21765,2,1
146304,1,1
7516,5,3
41439,3,2
2752,3,3
9429,2,1
38117,3,1
9792,4,2
13778,2,1
228203,2,1
41382,2,1
13960,1,1
114150,1,1
26602,2,1
10223,1,1
16028,4,1
15639,1,1
16112,3,1
26390,5,1
27759,2,1
109428,3,1
23049,2,2
9310,2,1
11411,4,2
16988,16,3
7304,4,2
24747,4,1
58048,2,1
1491,6,2
2989,1,1
10629,2,3
255343,6,3
4723,9,3
10800,1,1
25763,1,1
79694,4,1
4032,2,1
18615,3,1
10673,1,1
4584,2,2
2977,3,2
10760,3,1
11093,3,1
207,2,1
8467,2,1
639,2,1
24226,1,1
9285,2,1
14709,2,1
74643,7,2
13788,4,1
83666,5,1
10781,5,1
318850,1,1
13908,3,1
1417,3,3
39180,5,2
16161,2,1
49950,2,1
10956,2,1
9594,1,1
4638,5,1
13972,1,1
5038,6,2
13491,17,1
10571,1,1
10994,5,2
19994,2,1
25166,2,1
30890,1,1
23169,1,1
17403,3,1
12120,2,1
9800,2,1
1090,2,1
18475,1,1
40160,3,1
18074,3,1
9689,1,1
9781,5,1
8009,2,2
3877,4,1
8854,3,1
152599,2,1
18840,3,5
68727,4,2
12657,1,1
8265,9,1
12410,0,2
34647,2,4
73935,2,1
28178,6,2
185567,7,2
264656,3,2
35696,2,1
16351,3,2
38717,0,1
18777,4,1
2110,5,2
9035,1,2
90,2,1
771,2,1
12154,2,1
9576,5,1
744,1,1
146,8,4
14,2,1
45269,8,1
9493,1,1
22556,1,1
873,3,1
33196,3,1
205596,2,1
10765,1,1
16769,1,1
33217,3,2
132232,3,2
11153,1,1
208134,3,1
1165,8,4
4011,2,1
17202,1,1
9587,1,1
65086,8,3
10053,2,1
11870,1,1
11778,2,2
586,3,1
18736,2,1
134411,5,2
287903,2,1
9276,2,1
15765,1,1
2142,3,1
11397,3,1
77016,7,1
11478,4,2
266856,1,1
13411,3,1
10564,2,1
947,1,1
24150,3,1
228970,3,1
18405,3,1
6961,3,1
11442,1,1
2493,3,1
14047,3,1
64690,6,1
11132,1,2
17127,1,1
1562,6,2
232679,2,1
17880,1,1
14736,1,1
9434,3,1
23706,5,1
11531,2,1
9100,1,1
116,1,5
38843,2,1
1245,2,2
4995,3,1
10413,1,1
14012,3,2
9793,3,1
12212,3,2
13768,1,1
8975,3,1
342521,1,1
45272,3,1
9424,5,2
97367,3,1
254904,3,2
18681,1,3
12162,6,1
11495,2,1
64689,5,1
157849,8,3
13166,4,1
15511,3,1
37003,2,1
12211,2,1
13816,3,1
51828,2,2
22798,7,1
7501,1,1
10743,3,3
37718,1,1
15237,3,2
9686,1,1
17644,2,1
97430,2,2
12257,3,1
13539,2,1
68,1,1
14024,4,1
115,3,2
7874,1,1
4911,6,3
1988,3,4
16222,1,1
9557,2,2
9026,1,3
57943,0,0
18276,3,1
8321,5,2
72359,2,1
10186,1,1
25704,4,1
133694,6,2
19265,4,2
36047,1,1
8053,2,2
2290,4,3
5236,2,1
6552,3,1
1018,5,2
10075,5,4
38031,1,2
42188,3,2
112430,0,0
6687,9,4
13853,6,1
31306,2,1
8461,4,6
331592,2,2
47692,3,2
19,2,1
10045,3,1
400,1,1
253450,6,4
9104,3,3
11190,1,1
16353,1,1
23759,6,2
24206,5,2
10185,4,1
75033,0,0
74536,1,1
31668,0,2
13501,3,3
15208,8,4
172391,1,1
262543,2,1
9288,4,3
370980,1,1
20083,1,1
40880,1,1
137,1,1
264999,2,1
454,2,1
53457,9,1
288980,1,1
33,2,1
1951,21,7
12405,4,3
10998,1,1
114,2,1
9396,1,2
319910,1,1
2604,2,1
864,1,1
14435,1,1
1931,1,1
691,3,2
9877,4,3
62008,0,1
12227,3,1
13824,1,1
71688,8,2
15173,1,1
8291,1,1
13950,1,1
12158,1,1
11586,1,1
10008,7,2
2830,1,1
12403,5,1
34563,4,1
14557,2,1
10368,4,2
10280,2,1
12637,2,1
34152,2,1
14434,1,2
11470,3,1
10741,3,1
24940,1,1
82679,4,1
2013,8,2
1440,3,1
18041,4,1
28029,4,2
1123,3,4
14033,0,1
87729,2,1
16899,7,2
41317,3,1
245700,7,1
37842,10,2
9045,6,3
44092,6,3
16005,0,1
44754,4,1
23988,1,2
43949,1,1
142,4,2
9603,1,1
10712,1,1
243938,3,1
10876,5,3
86838,4,1
25208,3,1
613,7,3
1913,11,3
97370,10,3
801,2,1
70829,0,0
54518,3,1
44214,4,1
240,2,1
9816,2,1
10131,1,1
339984,2,1
8859,2,1
11967,2,1
239563,4,1
222899,3,1
4951,3,1
10985,3,1
9644,1,1
332567,3,1
1954,5,2
15489,2,1
15250,1,1
22345,3,1
9448,1,1
38223,3,1
11186,1,1
136835,1,1
5876,2,1
264660,4,1
492,3,1
25462,1,1
238603,2,1
10691,2,1
1251,4,2
5172,1,1
58680,3,1
264644,8,2
14577,2,2
11592,2,1
16406,1,3
19052,0,1
3682,4,1
9683,1,1
2084,3,2
107811,4,1
2266,3,1
13074,4,1
144340,1,1
48217,3,2
28211,3,3
47502,2,1
9950,1,2
84892,2,1
24227,3,1
9672,4,1
44853,8,3
157544,4,1
59678,3,1
79777,1,1
158011,6,1
407887,1,1
17043,7,2
8952,1,1
62204,2,3
13435,2,1
17187,1,1
319,4,1
59457,1,3
9504,3,1
37414,2,1
6217,2,1
26688,2,1
43867,2,1
6615,3,1
14574,3,2
16,26,12
39780,3,3
21612,1,1
36691,3,1
23631,4,1
45324,7,1
12144,6,2
11658,1,1
56601,5,1
9552,2,1
578,2,1
2105,4,1
126319,6,3
10136,1,1
67660,1,1
10611,1,1
154,1,1
3049,2,1
860,2,1
9281,1,1
75674,2,1
9762,4,1
3179,3,1
184,1,1
13335,1,1
76726,4,1
10269,3,2
36819,1,1
17130,2,1
57214,2,1
11202,1,1
9357,2,1
13812,3,1
9030,2,1
19084,4,1
8386,3,1
10437,2,1
1360,4,3
101267,4,1
222935,3,1
10220,2,1
284296,3,1
31915,1,1
11601,1,1
205220,6,1
11354,1,1
16241,2,2
14191,2,2
286565,1,1
26710,0,1
129670,2,1
9059,2,1
34549,2,1
57157,3,1
1948,4,1
28353,2,1
46889,2,1
38093,3,1
14976,1,1
11027,3,2
3635,3,2
387,5,1
6020,1,1
122906,2,1
9550,1,2
60599,8,1
227719,4,1
14299,1,1
19419,2,0
12088,3,2
14799,1,1
9466,2,1
7510,1,1
31246,1,1
61752,2,1
10944,2,2
10362,3,2
14778,4,2
1255,4,1
45226,0,1
10212,5,3
8669,1,1
179144,14,1
16857,3,1
86825,3,1
844,4,5
8060,3,2
15907,4,1
38448,6,2
327,6,3
9260,5,2
61337,3,2
13079,1,1
89325,2,1
4170,1,2
41508,0,4
12479,1,1
44555,2,1
10133,2,1
21345,5,2
173931,0,0
61984,13,1
50601,4,1
26466,7,2
345003,0,1
236751,3,1
107,3,2
357837,0,1
8913,1,1
13889,4,1
18530,4,4
358451,3,2
927,2,1
11,2,1
291870,6,1
907,1,2
206563,3,2
11887,1,1
45317,1,1
12094,1,1
10377,3,1
249164,2,1
256092,2,2
9942,2,1
10748,3,1
1817,1,1
10229,4,1
687,3,2
796,3,1
22804,2,4
10156,2,1
12837,4,1
17708,2,1
13937,2,1
28932,2,1
31909,1,1
167073,4,2
3175,3,2
14369,4,1
16888,1,1
121826,2,1
10646,2,1
12149,3,3
304357,2,2
11184,6,2
766,4,1
20009,2,2
1587,1,1
30973,3,2
11109,9,2
9027,2,3
63020,1,1
86829,3,3
11065,4,1
13888,1,1
42345,2,1
13994,1,1
1590,2,2
62728,3,1
11917,2,1
45138,2,1
80271,4,1
4657,7,1
14395,2,1
24137,2,2
190847,5,2
11056,4,2
62,2,2
601,2,1
13067,3,1
25379,3,1
88641,1,1
58051,0,1
14877,3,1
96399,1,1
304410,7,1
489,3,2
373314,2,1
214,3,1
10890,1,1
1588,1,1
316727,4,2
10314,3,1
663,2,1
11804,9,3
16781,1,1
11873,2,1
9289,2,1
10414,1,1
1970,5,2
9614,3,1
8922,5,2
1648,1,1
17917,3,1
74534,2,3
19405,2,1
9355,1,1
10999,3,1
321258,5,3
44040,4,1
10426,1,1
280092,1,2
13938,3,1
10163,2,3
12182,4,1
1832,2,1
9034,1,1
15301,1,1
10135,3,1
26352,2,1
20616,5,1
9794,1,1
15037,1,1
227,2,1
294272,2,1
11336,3,1
283445,7,1
88036,4,1
10984,3,1
22824,7,1
9526,5,1
39349,4,1
15983,1,1
14544,1,1
11545,1,1
42684,5,1
268238,3,2
8359,7,1
15648,1,1
41823,2,1
11891,2,2
9362,2,1
9902,7,2
14729,1,1
9455,2,1
103731,2,1
10090,7,1
164558,2,1
19905,3,1
17710,5,1
75900,5,1
9515,1,2
27322,2,1
328425,5,1
14120,2,1
10050,1,1
1542,2,1
10490,3,1
87093,4,2
10029,4,1
9893,0,1
11507,2,1
37931,1,1
3472,4,1
87818,5,1
13160,3,1
88005,4,1
52067,1,1
73,3,1
134597,2,1
24034,2,1
14283,2,3
404,9,1
13201,1,2
209403,2,1
7942,3,1
73247,1,1
253331,1,1
34043,3,1
9952,1,1
256924,2,1
82532,1,1
41110,1,1
134371,2,1
2088,3,2
10388,1,1
1640,7,2
25520,11,4
27342,1,1
13689,1,2
67911,2,1
24664,2,1
329440,3,1
47890,2,2
252512,2,1
55720,5,1
9613,8,2
29076,2,1
29339,3,2
68812,2,1
32740,0,0
14195,3,2
73567,4,1
41479,2,1
15394,6,2
10071,3,1
1989,4,3
91076,5,3
12779,3,2
13191,0,1
11770,2,2
12703,3,3
64559,5,2
222649,3,1
115872,0,4
101173,11,3
25350,4,3
10034,2,2
20178,2,1
5072,6,3
18191,1,1
31007,5,1
11546,1,1
41894,0,0
184374,3,1
268171,6,1
78149,2,1
24663,0,0
39037,2,1
22805,1,1
39055,1,1
245846,1,1
25186,2,1
15017,0,1
12245,2,3
49787,5,1
16358,4,3
7006,2,2
66767,4,1
17622,12,2
283671,3,2
18516,4,3
217708,2,2
42057,3,1
17577,3,1
14608,2,3
34417,1,1
15067,4,1
78383,2,1
43090,8,1
16614,3,1
9700,1,1
10471,1,1
250066,3,2
667,1,1
208869,1,1
86837,3,3
10306,1,1
106845,3,1
11576,2,1
219,1,1
11827,1,1
22820,0,1
31174,2,2
244316,3,2
37737,1,1
62215,19,4
66125,6,1
132316,1,1
348,2,2
30497,2,1
27586,3,1
14811,3,1
660,2,4
68684,1,1
40794,1,1
9400,1,1
16162,2,1
10585,1,1
2359,1,1
238636,5,2
10472,1,1
11282,1,1
6521,2,3
14181,1,1
1621,2,1
9656,1,2
16428,2,1
10705,3,1
8272,5,1
24621,1,1
1619,0,1
9685,1,1
14425,1,1
14624,2,1
10179,2,1
15568,2,1
14057,1,1
12621,0,1
1808,7,1
293670,2,1
67675,3,1
27329,2,1
29514,0,2
250349,4,1
12454,2,2
39806,3,1
15699,1,1
8883,25,7
17926,3,1
291081,4,1
41248,8,1
25968,5,1
9671,2,1
52010,3,1
11588,4,3
43418,5,1
71157,4,1
13483,3,1
333355,2,2
327833,5,3
1547,1,1
25196,3,1
16323,1,1
175528,1,1
8069,3,1
71805,3,3
9451,3,1
16727,2,2
272693,3,1
10696,5,1
150202,1,1
19644,1,1
29963,7,3
26022,3,2
152747,6,1
62676,0,0
20360,0,0
1116,16,8
185008,1,1
11620,1,1
14353,2,1
11818,1,1
680,3,1
11176,2,1
242582,2,1
11217,3,1
15121,3,1
2619,1,1
773,3,1
235,4,1
170,2,1
14114,0,1
10734,2,1
37964,0,0
28121,2,1
40807,2,1
10885,4,1
225565,1,1
16471,0,0
385736,3,1
11971,2,2
668,3,2
11596,1,1
14429,3,1
13751,5,1
9490,1,1
14536,5,2
1359,3,2
9962,3,3
15049,2,1
22821,2,1
42819,1,1
209263,1,1
37735,2,1
59930,1,1
10873,1,1
51588,2,1
23570,2,1
19489,0,1
14629,1,1
8293,2,1
291270,1,1
44009,2,1
1958,6,2
13154,2,1
26618,3,2
43923,1,1
46138,7,1
45791,7,2
26306,1,1
110683,4,1
26963,2,3
198277,4,1
7870,1,1
13072,1,1
153397,3,1
30141,4,1
17044,3,2
10288,3,1
12183,0,2
44147,7,2
12192,3,1
36597,0,0
13197,1,1
10913,3,3
251321,3,3
149,8,1
10425,2,2
49081,0,1
256687,3,1
220488,1,1
1544,9,3
374461,3,1
302,6,2
182873,1,1
21512,3,2
389425,2,1
403,2,1
29461,2,1
33542,2,1
283708,17,1
9388,2,1
1691,3,1
24684,1,2
2610,4,1
11308,3,3
11022,3,2
34341,0,1
15365,1,1
36046,0,0
12569,1,1
24356,2,2
55903,0,0
2577,1,1
103903,0,1
73873,1,2
312113,1,2
14165,1,1
2011,14,2
45650,2,1
7735,1,1
301365,4,3
25941,3,1
29064,1,0
7326,2,1
326284,4,1
681,3,2
238,2,1
535,1,1
19913,3,1
713,4,3
77930,2,1
10727,5,2
253,3,1
17908,2,1
8390,4,4
57119,5,1
3291,7,4
398,7,2
8068,2,1
10803,1,1
682,3,2
10117,2,1
9392,3,1
24977,1,1
79316,3,1
2074,1,1
1696,4,2
308639,3,1
22314,1,1
2662,2,1
77156,0,1
12573,5,3
44718,3,1
11342,1,1
241771,5,1
34653,3,1
11051,2,2
14578,2,1
57825,0,2
9555,4,1
15581,3,1
13006,4,1
16651,1,1
4251,1,1
12400,1,1
39053,1,1
104896,0,0
14112,3,1
12271,3,1
71859,2,2
226354,4,2
48620,0,1
33676,2,2
37080,2,2
25388,2,1
11687,3,1
39210,4,1
30128,0,0
31535,1,1
44835,8,1
192134,4,1
1956,3,2
24985,1,2
306745,3,1
47088,4,2
110402,3,1
27004,2,1
15013,4,3
8374,3,2
277519,1,2
78381,1,1
164372,1,1
294512,2,1
8879,2,1
13001,2,2
9571,3,1
13649,1,1
325373,0,0
334527,3,1
2211,0,1
13919,3,2
14576,3,1
82505,3,1
46738,3,2
38970,4,1
41009,3,2
7347,8,1
250546,4,1
38415,0,0
650,1,1
16620,2,1
25113,1,1
11033,2,1
34723,1,1
9430,1,1
8998,1,1
10514,1,1
10496,1,1
1591,4,1
76025,6,1
4836,2,1
14631,0,1
87499,1,2
18923,2,1
26665,1,3
28089,1,1
62255,3,2
5708,5,4
218,5,2
338,3,1
21641,5,1
10925,3,1
2293,3,1
621,2,1
792,2,2
1777,2,1
642,3,1
433,1,1
16619,2,1
1725,3,1
11977,2,1
20322,0,1
16158,1,1
629,2,1
10160,1,1
11452,2,1
12163,4,1
32275,2,1
13785,1,1
1103,4,1
36739,2,1
14144,2,1
10622,1,2
13370,1,1
11191,2,1
10215,4,2
25066,2,1
1523,8,3
11361,1,1
92591,5,1
57612,2,2
12509,2,1
15256,1,1
83686,2,1
80304,3,1
28053,5,1
67913,7,1
13991,1,1
1443,1,1
8545,1,1
19556,1,1
231576,3,1
16172,3,1
13403,2,1
15797,2,1
347764,1,2
13537,3,2
20794,1,1
31064,2,1
576,1,1
13990,2,1
11583,2,1
18602,1,2
27549,2,1
59728,2,1
10930,0,1
32395,5,1
58882,1,1
7547,3,1
35944,0,2
42222,1,1
13827,0,1
44260,0,0
9282,3,2
38940,3,2
35689,1,1
97614,5,2
37206,2,2
58626,1,1
183894,0,0
837,4,1
1555,1,1
244783,1,1
16564,5,2
168027,2,1
3482,3,2
135595,0,2
8982,3,2
89861,0,2
455,4,4
57022,0,0
14351,3,1
147767,0,0
10664,1,1
55567,0,0
9277,1,1
9443,5,1
16186,1,0
7863,4,1
138697,3,1
11901,2,1
1548,5,3
11889,3,2
33155,1,1
5528,5,3
321,1,1
4997,1,2
925,2,1
27451,2,1
73532,0,3
979,7,1
193722,2,1
7913,2,1
253253,0,1
51995,1,1
13173,1,1
22908,0,2
70670,4,2
84204,5,2
25248,3,1
230266,1,2
16633,1,1
63006,0,0
91586,2,1
215,5,1
333371,3,1
9012,4,1
345911,3,1
72571,4,1
242512,9,2
10072,2,1
211954,4,1
82990,4,1
29912,1,1
11843,4,1
11284,1,1
504,1,1
173,1,1
227348,3,1
1955,1,2
152532,4,1
243940,3,1
77,4,1
157547,5,1
2295,2,1
71,6,2
147773,3,1
16096,0,1
24266,1,1
16508,1,1
2895,1,1
15660,1,1
59968,4,1
323677,4,2
19848,1,1
256274,3,1
235271,2,1
45153,0,0
284293,4,1
24973,1,1
21610,3,1
10283,3,1
8346,5,2
122081,8,2
10987,1,1
1391,3,1
747,8,3
14745,2,1
26748,3,1
11357,1,1
24913,3,2
13776,1,1
14854,3,1
50357,3,2
13090,3,1
192141,3,1
16441,2,1
29996,1,1
351819,1,1
14834,0,1
22649,1,1
378200,2,1
20455,2,2
13193,0,1
11042,9,2
10786,2,2
12484,4,1
17339,1,1
11959,2,1
9900,2,1
14662,1,1
335,3,3
15745,1,1
17431,4,1
21014,0,1
78394,2,2
10217,2,1
46332,6,1
13996,2,1
3028,0,1
1024,4,1
343795,2,1
45658,2,1
16148,3,1
4553,5,2
36351,4,1
245916,2,1
27585,1,1
1415,1,2
313922,2,1
14474,3,1
199933,1,1
13685,2,1
8744,2,1
38428,0,1
8847,1,1
39269,1,1
46838,1,2
51384,0,0
56930,1,1
41730,2,1
18442,0,1
298312,2,1
11600,2,1
71547,1,2
57876,1,1
77495,3,1
13849,4,1
14849,1,1
12486,1,1
19615,0,0
244403,3,1
292481,1,1
340816,1,1
78814,2,1
297596,2,2
299552,2,3
11935,2,2
113406,1,1
447027,1,1
290825,3,1
361159,2,1
12555,0,2
31175,2,1
12498,1,1
77949,5,1
1690,6,1
8435,6,1
64720,4,1
49365,1,1
11404,0,1
300706,1,1
16337,1,1
11577,1,1
77987,5,5
40185,0,1
68202,0,1
8981,6,1
10914,1,3
50848,4,1
166624,3,2
10822,4,3
10844,0,1
9336,2,1
5689,1,1
712,3,1
13342,2,1
10339,2,1
1429,2,1
9303,2,1
641,1,1
27686,1,1
65749,1,2
6106,1,2
252680,5,1
141,3,1
66607,0,0
17139,2,2
12079,3,1
39800,1,1
4550,7,1
62116,1,1
9991,1,2
13807,2,1
68818,15,4
12093,3,2
36419,3,1
281730,0,1
510,3,1
362105,1,1
10970,1,1
375290,3,1
17663,1,1
270938,1,1
116613,3,1
11826,4,2
29920,3,3
1088,1,1
26379,1,1
34069,7,1
10947,1,1
47452,3,2
3040,4,1
11386,6,3
10246,2,2
29426,5,2
10331,4,1
153,1,2
703,1,1
27191,1,1
1365,2,1
287424,7,2
451,2,1
165864,1,1
987,1,1
241251,4,1
40494,1,1
39781,8,1
8337,3,1
5925,2,1
8357,1,1
146203,2,1
85350,2,1
512,4,1
13408,1,1
47816,0,1
10744,2,1
11536,2,1
9782,3,1
18713,2,1
6537,8,2
184345,2,1
1809,1,2
2370,1,1
9809,1,1
5,2,1
11013,2,1
19153,0,1
10132,2,2
16448,4,1
15122,0,1
8141,7,1
1546,2,1
48572,3,1
14517,2,2
89708,1,1
27551,1,2
64678,3,1
309503,3,1
14293,1,1
15059,3,2
103328,2,1
157847,4,1
25719,5,1
48309,1,1
27723,2,2
20468,0,0
242575,4,2
44945,3,1
29122,4,1
125123,3,1
111190,9,2
133575,4,1
54580,11,3
52015,3,1
34941,3,1
227975,4,2
60422,1,1
81390,3,1
10981,0,1
225235,1,1
14902,1,1
121676,3,3
22301,1,1
20065,0,0
257087,1,1
46420,4,1
114635,1,1
158150,2,1
251979,1,1
874,2,1
10774,2,1
770,2,1
266102,5,4
29715,2,1
25209,1,1
37495,4,1
29262,0,1
34769,3,3
35032,1,1
5178,1,4
8618,3,1
3116,3,1
9427,3,1
813,1,1
352978,4,1
10634,1,1
9516,1,1
16288,2,1
23330,1,1
18900,2,1
27029,1,1
26268,1,1
573,1,1
310131,9,2
40505,2,1
11363,1,1
3033,3,2
25376,9,2
22007,2,1
765,2,1
10615,0,1
205321,3,1
89540,0,1
46146,3,1
38007,0,1
14256,2,1
540,4,1
370464,1,1
20055,1,1
224569,1,1
395766,0,0
39303,2,1
142061,4,1
370662,1,1
252360,0,2
256740,5,1
299145,1,1
241766,0,1
12535,2,1
1667,7,1
50839,4,1
86549,0,0
13973,6,1
244786,3,1
598,7,2
11129,1,2
75861,4,1
13551,3,1
103663,9,2
850,2,2
12586,5,2
11564,1,1
301748,2,1
108346,1,2
8841,2,1
805,2,1
11697,2,1
22051,5,1
436,3,3
55347,3,1
10070,3,1
8469,3,1
658,3,2
125490,3,1
1585,2,1
627,5,1
23618,1,1
41436,3,1
10162,3,3
1430,7,1
259943,1,1
10014,2,1
11257,3,1
158015,5,2
82507,5,1
20337,0,1
261,2,1
1685,2,1
20737,1,2
10991,8,1
10225,1,1
826,2,2
34086,2,1
5854,1,1
284,2,1
10285,2,1
5780,1,1
292,1,1
223485,5,2
29463,4,1
18065,3,1
22013,1,1
821,2,2
53862,1,1
3089,3,1
30139,0,1
132344,4,2
15582,1,1
15158,3,1
44634,0,1
30309,0,0
7509,4,1
10557,3,1
23531,1,1
28005,2,5
40247,3,1
252,2,1
24126,2,1
13982,2,2
16642,1,1
17734,0,1
18892,3,1
549,3,1
121986,3,2
868,4,1
10683,2,1
17995,1,1
246403,4,1
670,2,1
35691,1,1
49010,4,2
317930,0,0
11229,3,1
22488,0,1
24469,4,2
82533,1,1
50942,3,1
84174,2,1
34099,2,1
79940,3,1
342,1,1
281230,0,0
38033,2,1
100975,2,1
38541,7,3
39563,0,0
234212,4,2
27404,2,1
170480,0,0
71866,1,1
192210,3,2
180296,1,1
157058,2,1
70006,0,1
26039,2,1
79587,1,2
176077,2,1
260947,1,1
342502,1,1
191229,0,0
43213,2,1
44594,4,1
666,3,1
248,1,1
325173,4,1
55831,0,0
351043,1,1
43942,4,1
10226,2,1
66942,1,1
356483,1,1
10476,1,1
239,2,1
10281,1,1
630,1,1
3034,4,1
13025,1,1
21461,0,1
55306,2,1
17264,1,1
346081,0,1
16016,3,1
15875,1,1
5900,0,1
43306,1,1
11072,2,1
9730,2,1
209274,9,4
26371,2,1
14137,2,1
291,0,2
14139,4,1
33106,0,1
8875,4,1
872,1,1
72914,0,2
139038,4,1
126509,0,1
9591,3,1
10676,1,1
1687,2,1
24748,1,1
181330,1,1
468,1,1
401,5,1
76,1,3
50538,1,1
25636,1,2
19316,0,1
21074,3,2
84329,6,1
20,2,2
157386,4,1
13007,1,1
13518,0,1
116584,0,0
46849,6,1
40428,0,0
17334,4,3
1698,1,1
20764,1,2
45132,3,1
76706,0,1
254472,2,2
332285,3,1
49471,2,1
13569,1,2
7512,2,1
356216,3,1
11798,4,1
146631,2,1
43546,1,1
61038,1,1
78373,2,1
17820,1,1
74457,3,0
283384,4,2
