id,company_count,country_count
8054,12,3
46829,1,2
146238,5,1
9989,4,2
9665,2,1
311,2,2
102362,2,1
11162,1,4
6016,4,4
17186,1,1
13967,1,2
2008,0,3
9053,6,3
4512,6,3
76349,1,2
31203,10,2
265208,7,1
45610,11,1
50135,2,1
1874,1,2
271331,2,1
215211,10,5
367961,1,1
10955,3,3
223702,6,2
254470,3,1
69,5,2
4967,3,1
9449,2,2
11499,3,1
4912,3,1
12771,1,2
323676,1,1
12506,1,1
24071,1,1
11249,1,2
9667,7,2
812,1,1
277216,6,1
87,2,1
14444,2,1
2043,6,3
315664,3,2
1428,3,1
562,3,1
15373,6,1
318846,3,1
26320,1,1
14292,1,1
924,5,1
2018,6,1
192577,1,1
9428,1,1
2832,2,1
137093,5,1
699,2,2
9778,3,1
8831,6,2
9398,9,2
112949,2,1
10439,1,1
3638,5,2
23483,2,2
62206,1,3
10577,3,1
218778,3,1
4348,5,3
78,3,3
11780,2,2
192102,6,2
2001,3,1
10383,1,1
11516,14,5
10025,3,1
15198,1,2
23172,3,1
17834,2,1
10016,3,1
10317,2,1
58431,6,1
9746,1,1
13092,6,1
59859,2,2
13495,4,1
254473,4,2
700,1,2
4964,2,1
10024,3,1
13490,2,1
15927,4,2
1259,6,1
5125,3,1
174,1,1
9583,2,1
9437,2,1
525,1,1
10188,0,1
63574,4,1
245,1,2
9825,3,1
186,6,2
9549,2,1
61891,2,2
34584,6,2
2666,2,2
12783,6,1
13155,2,2
42807,2,1
28355,4,2
8080,4,3
5126,1,1
56288,1,1
303858,5,1
1613,9,2
31582,1,1
16617,10,4
8944,4,1
41488,9,3
37028,1,1
14560,4,1
10330,3,1
6957,2,1
1934,3,1
169917,8,1
951,2,1
10189,2,1
9454,1,1
2055,4,1
1551,2,1
5902,2,2
11460,3,1
9358,2,1
134,5,3
22894,1,1
134374,2,1
1901,1,1
15028,3,1
11509,1,1
7445,5,1
17047,5,1
62838,1,1
2057,1,2
70436,1,4
16784,4,2
8011,4,3
31640,4,2
9092,2,1
2779,2,2
316002,1,1
36355,3,1
238615,2,1
1985,7,4
615,2,1
788,2,1
380,2,1
13223,7,2
10523,3,1
8681,9,3
239571,1,1
619,3,1
424,2,1
50014,6,3
162903,5,2
11024,2,1
208763,2,3
6466,7,3
254024,6,3
12589,3,1
7191,2,1
1497,2,2
117,1,1
6977,4,1
168530,4,1
634,5,4
392,3,2
10327,3,1
88042,6,1
41630,3,1
11969,2,1
2085,2,1
794,2,2
9286,6,3
77877,4,1
1265,3,1
866,2,2
175555,1,1
75174,6,2
11096,4,1
8699,1,1
769,1,1
10923,5,2
11283,6,3
111,1,1
11676,1,1
746,6,4
77866,9,3
9416,1,1
7345,3,1
14317,3,1
20694,2,1
12277,1,1
9779,3,1
2140,6,2
12620,4,1
14177,1,1
198185,1,1
227156,4,1
10735,6,1
11351,4,1
10030,2,2
10623,2,1
590,3,1
9655,2,1
1268,2,3
11237,2,1
190955,16,2
5123,3,1
4518,3,1
11932,2,2
11165,1,2
6116,1,1
57431,3,1
21724,3,1
278,1,1
9290,3,2
11543,2,1
284536,4,1
152737,2,1
13374,3,2
8976,4,1
319888,4,3
9469,2,1
1909,2,1
22971,1,1
34813,5,1
46261,5,3
10431,6,2
8051,3,1
9352,3,1
10167,2,2
18147,0,0
17170,4,2
18975,3,5
15487,1,1
22825,5,1
11152,5,3
1831,2,1
43931,2,1
10591,4,1
10861,1,1
12770,3,1
276907,3,3
10074,1,1
65055,1,1
10397,2,2
200505,2,1
11954,3,1
60309,2,1
9787,2,2
293646,4,2
6978,2,1
133698,2,1
59440,4,1
1770,2,2
10655,2,1
8988,4,1
15992,3,2
17707,4,1
77883,2,2
40001,1,1
64639,1,1
9903,4,1
21338,2,1
20766,4,1
24264,3,0
19803,1,1
20309,3,1
9912,8,4
9067,1,1
27360,0,2
8338,13,3
168705,1,1
72113,11,4
9729,1,1
94352,1,1
22256,2,1
12404,3,1
152742,6,1
11699,7,1
49953,3,2
48034,3,1
39845,2,2
25353,1,1
36696,1,2
109091,9,2
38543,10,2
33157,3,2
290864,3,2
242166,4,2
859,3,2
83770,13,4
168,1,1
1246,4,1
4233,4,1
174751,5,1
184098,1,1
2069,6,2
1788,2,1
11635,2,1
177,1,1
3600,3,1
2621,2,1
10358,2,1
10480,3,2
10313,3,2
18828,1,1
3558,4,2
13476,1,1
10208,2,1
24961,2,1
20697,2,1
20761,1,1
70868,1,1
43593,6,1
6478,1,3
40688,1,0
26672,3,1
45881,0,3
41283,4,1
4935,5,1
19908,3,1
10663,1,1
1891,2,1
9737,2,1
37137,1,1
9532,3,1
10316,5,1
2787,1,1
12658,2,1
152601,2,2
10866,5,1
227707,12,3
21349,2,1
19150,1,1
70435,2,2
580,1,1
9819,3,1
13579,1,1
20024,1,2
2453,3,1
6973,5,1
11156,14,2
354110,3,1
22215,18,3
11632,2,2
30596,1,1
3021,3,1
957,2,1
256917,2,2
251,1,1
544,1,1
11395,2,1
14635,3,1
13680,3,1
688,3,1
11090,2,1
783,6,2
228194,7,3
1642,1,1
