budget,id,original_title,popularity,revenue,runtime,vote_average,vote_count,genre_1,genre_2,genre_3,director,release_year,Drama,Comedy,Adventure,Action,Crime,Fantasy,Romance,Thriller,main_lead,is_male,is_female,,,,prod_comp_count,release_year,count,decade1,custom category,,,year,decadewise,custom category,,,,country_release_count
1.20E+07,8386,How High,11.510281,31155435,93,6.3,218,Comedy,NA,NA,Jesse Dylan,2001,0,1,0,0,0,0,0,0,Method Man,1,0,,,,0.3,,,,,,,,,,,,,0.1
1.20E+07,11249,Seed of Chucky,12.653831,24829644,87,4.9,287,Drama,Horror,Comedy,Don Mancini,2004,1,0,0,0,0,0,0,0,Brad Dourif,1,0,,,,0.1,,,,,,,,,,,,,0.2
1.20E+07,14191,Aquamarine,16.931846,23006849,104,5.8,364,Fantasy,Romance,Family,Elizabeth Allen Rosenbaum,2006,0,0,0,0,0,1,0,0,Emma Roberts,0,1,,,,0.2,,,,,,,,,,,,,0.2
1.20E+07,57157,Young Adult,16.183746,22939027,94,5.6,364,Comedy,Drama,NA,Jason Reitman,2011,0,1,0,0,0,0,0,0,Charlize Theron,0,1,,,,0.3,,,,,,,,,,,,,0.1
1.20E+07,16727,The Namesake,3.604863,20138836,122,6.8,50,Drama,NA,NA,Mira Nair,2006,1,0,0,0,0,0,0,0,Kal Penn,1,0,,,,0.2,,,,,,,,,,,,,0.2
1.20E+07,844,2046,12.664787,19271312,129,6.9,206,Fantasy,Drama,Science Fiction,Wong Kar-wai,2004,0,0,0,0,0,1,0,0,Tony Leung Chiu-Wai,1,0,,,,0.4,,,,,,,,,,,,,0.5
1.20E+07,129670,Nebraska,29.223881,17654912,115,7.4,636,Drama,Adventure,NA,Alexander Payne,2013,1,0,0,0,0,0,0,0,Bruce Dern,0,1,,,,0.2,,,,,,,,,,,,,0.1
1.20E+07,34549,Max Keeble's Big Move,1.081822,17292381,86,5.4,33,Comedy,Family,Fantasy,Tim Hill,2001,0,1,0,0,0,0,0,0,Alex D. Linz,1,0,,,,0.2,,,,,,,,,,,,,0.1
1.20E+07,327,Brother,5.327714,15250000,114,6.8,107,Crime,Drama,Thriller,Takeshi Kitano,2000,0,0,0,0,1,0,0,0,Takeshi Kitano,1,0,,,,0.6,,,,,,,,,,,,,0.3
1.20E+07,106747,Machete Kills,29.072964,15008161,107,5.3,631,Action,Crime,Thriller,Robert Rodriguez,2013,0,0,0,1,0,0,0,0,Danny Trejo,1,0,,,,0.7,,,,,,,,,,,,,0.1
1.20E+07,86825,Stoker,27.322212,12077441,99,6.5,882,Drama,Horror,Thriller,Park Chan-wook,2013,1,0,0,0,0,0,0,0,Mia Wasikowska,0,1,,,,0.3,,,,,,,,,,,,,0.1
1.20E+07,6615,Lars and the Real Girl,15.817096,11293663,106,7.1,509,Comedy,Romance,Drama,Craig Gillespie,2007,0,1,0,0,0,0,0,0,Ryan Gosling,1,0,,,,0.3,,,,,,,,,,,,,0.1
1.20E+07,21345,å—äº¬!å—äº¬!,4.793348,10652498,132,7.6,55,Drama,History,War,Lu Chuan,2009,1,0,0,0,0,0,0,0,Liu Ye,1,0,,,,0.5,,,,,,,,,,,,,0.2
1.20E+07,10045,Banlieue 13,17.493735,9584131,84,6.5,565,Action,Thriller,Science Fiction,Pierre Morel,2004,0,0,0,1,0,0,0,0,David Belle,1,0,,,,0.3,,,,,,,,,,,,,0.1
1.20E+07,23759,Centurion,22.708647,6814789,97,5.9,386,Adventure,Action,Drama,Neil Marshall,2010,0,0,1,0,0,0,0,0,Michael Fassbender,1,0,,,,0.6,,,,,,,,,,,,,0.2
1.20E+07,7510,Running with Scissors,4.770195,6754898,116,5.8,78,Drama,Comedy,NA,Ryan Murphy,2006,1,0,0,0,0,0,0,0,Annette Bening,0,1,,,,0.1,,,,,,,,,,,,,0.1
1.20E+07,14799,For Your Consideration,4.330428,5542025,86,5.9,43,Comedy,Drama,NA,Christopher Guest,2006,0,1,0,0,0,0,0,0,Catherine O'Hara,0,0,,,,0.1,,,,,,,,,,,,,0.1
1.20E+07,31246,From Justin to Kelly,1.623338,4922166,90,3,23,Comedy,Romance,NA,Robert Iscove,2003,0,1,0,0,0,0,0,0,Kelly Clarkson,0,1,,,,0.1,,,,,,,,,,,,,0.1
1.20E+07,10362,Two Lovers,8.290636,3148182,110,6.6,154,Drama,Romance,NA,James Gray,2008,1,0,0,0,0,0,0,0,Joaquin Phoenix,1,0,,,,0.3,,,,,,,,,,,,,0.2
1.20E+07,38448,Ondine,5.841285,1644755,111,6.5,84,Drama,Romance,NA,Neil Jordan,2009,1,0,0,0,0,0,0,0,Colin Farrell,1,0,,,,0.6,,,,,,,,,,,,,0.2
1.20E+07,97614,Deadfall,10.19041,66351,95,5.6,224,Crime,Drama,Thriller,Stefan Ruzowitzky,2012,0,0,0,0,1,0,0,0,Eric Bana,1,0,,,,0.5,,,,,,,,,,,,,0.2
11500000,291870,Dirty Grandpa,56.805781,94073028,102,5.7,1406,Comedy,NA,NA,Dan Mazer,2016,0,1,0,0,0,0,0,0,Zac Efron,1,0,,,,0.6,,,,,,,,,,,,,0.1
1.10E+07,249164,If I Stay,31.162838,78874843,106,7.3,1368,Drama,NA,NA,R.J. Cutler,2014,1,0,0,0,0,0,0,0,ChloÃ« Grace Moretz,0,1,,,,0.2,,,,,,,,,,,,,0.1
1.10E+07,12094,Jackass Number Two,11.227087,72778712,95,6.4,298,Action,Comedy,Documentary,Jeff Tremaine,2006,0,0,0,1,0,0,0,0,Johnny Knoxville,1,0,,,,0.1,,,,,,,,,,,,,0.1
1.10E+07,167073,Brooklyn,39.337949,62076141,111,7.2,1213,Drama,Romance,NA,John Crowley,2015,1,0,0,0,0,0,0,0,Saoirse Ronan,0,1,,,,0.4,,,,,,,,,,,,,0.2
1.10E+07,304357,Woman in Gold,21.204929,61619773,120,7.3,440,Drama,NA,NA,Simon Curtis,2015,1,0,0,0,0,0,0,0,Helen Mirren,0,1,,,,0.2,,,,,,,,,,,,,0.2
1.10E+07,10471,Next Friday,9.337388,59827328,98,6.4,135,Comedy,NA,NA,Steve Carr,2000,0,1,0,0,0,0,0,0,Ice Cube,1,0,,,,0.1,,,,,,,,,,,,,0.1
1.10E+07,121826,Quartet,7.722021,59520298,98,6.3,139,Drama,Comedy,Romance,Dustin Hoffman,2012,1,0,0,0,0,0,0,0,Maggie Smith,0,1,,,,0.2,,,,,,,,,,,,,0.1
1.10E+07,8265,Bienvenue chez les ch'tis,18.923181,53191886,106,6.8,615,Comedy,NA,NA,NA,2008,0,1,0,0,0,0,0,0,Kad Merad,1,0,,,,0.9,,,,,,,,,,,,,0.1
1.10E+07,10229,A Walk to Remember,33.283554,41227069,101,7.5,1018,Drama,Romance,NA,Adam Shankman,2002,1,0,0,0,0,0,0,0,Mandy Moore,0,1,,,,0.4,,,,,,,,,,,,,0.1
1.10E+07,12837,The Secret Life of Bees,7.645979,38105395,114,7.4,158,Adventure,NA,NA,Gina Prince-Bythewood,2008,0,0,1,0,0,0,0,0,Dakota Fanning,0,1,,,,0.4,,,,,,,,,,,,,0.1
1.10E+07,86829,Inside Llewyn Davis,36.319205,32935319,105,7.2,834,Drama,Music,NA,NA,2013,1,0,0,0,0,0,0,0,Oscar Isaac,1,0,,,,0.3,,,,,,,,,,,,,0.3
1.10E+07,17708,Corky Romano,3.495758,23978402,86,4.1,54,Action,Comedy,Crime,Rob Pritts,2001,0,0,0,1,0,0,0,0,Chris Kattan,1,0,,,,0.2,,,,,,,,,,,,,0.1
1.10E+07,10646,Tomcats,7.063053,23430766,95,4.9,74,Comedy,Romance,NA,Gregory Poirier,2001,0,1,0,0,0,0,0,0,Jerry O'Connell,1,0,,,,0.2,,,,,,,,,,,,,0.1
1.10E+07,14434,I Think I Love My Wife,4.536745,13196245,90,5,55,Comedy,Romance,NA,Chris Rock,2007,0,1,0,0,0,0,0,0,Chris Rock,1,0,,,,0.1,,,,,,,,,,,,,0.2
1.10E+07,12149,Frailty,16.003958,13110448,100,7,334,Drama,Thriller,Crime,Bill Paxton,2001,1,0,0,0,0,0,0,0,Bill Paxton,1,0,,,,0.3,,,,,,,,,,,,,0.3
10284523,2610,Shopgirl,4.820166,11588205,104,5.7,75,Comedy,Drama,Romance,Anand Tucker,2005,0,1,0,0,0,0,0,0,Steve Martin,1,0,,,,0.4,,,,,,,,,,,,,0.1
1.00E+07,7942,Run Fatboy Run,14.905357,3.30E+07,100,6.2,238,Comedy,Romance,NA,David Schwimmer,2007,0,1,0,0,0,0,0,0,Simon Pegg,1,0,,,,0.3,,,,,,,,,,,,,0.1
1.00E+07,194,Le fabuleux destin d'AmÃ©lie Poulain,73.720244,173921954,122,7.8,3310,Comedy,Romance,NA,Jean-Pierre Jeunet,2001,0,1,0,0,0,0,0,0,Audrey Tautou,0,1,,,,0.9,,,,,,,,,,,,,0.2
1.00E+07,74534,The Best Exotic Marigold Hotel,21.258991,136836156,124,6.9,459,Drama,Comedy,NA,John Madden,2011,1,0,0,0,0,0,0,0,Bill Nighy,1,0,,,,0.2,,,,,,,,,,,,,0.3
1.00E+07,316727,The Purge: Election Year,53.727146,118587880,105,6.1,1306,Action,Horror,Thriller,James DeMonaco,2016,0,0,0,1,0,0,0,0,Elizabeth Mitchell,0,1,,,,0.4,,,,,,,,,,,,,0.2
1.00E+07,280092,Insidious: Chapter 3,45.946524,104303851,97,6.2,983,Drama,Horror,Thriller,Leigh Whannell,2015,1,0,0,0,0,0,0,0,Dermot Mulroney,1,0,,,,0.1,,,,,,,,,,,,,0.2
1.00E+07,11804,White Noise,14.447723,91196419,101,5.6,261,Drama,Horror,Thriller,Geoffrey Sax,2005,1,0,0,0,0,0,0,0,Michael Keaton,1,0,,,,0.9,,,,,,,,,,,,,0.3
1.00E+07,268238,The Second Best Exotic Marigold Hotel,17.592299,85978266,122,6.3,272,Drama,Comedy,NA,John Madden,2015,1,0,0,0,0,0,0,0,Dev Patel,1,0,,,,0.3,,,,,,,,,,,,,0.2
1.00E+07,107,Snatch,53.595686,83557872,103,7.7,2912,Thriller,Crime,NA,Guy Ritchie,2000,0,0,0,0,0,0,0,1,Jason Statham,1,0,,,,0.3,,,,,,,,,,,,,0.2
1.00E+07,25793,Precious,18.664624,47536959,110,6.9,417,Drama,NA,NA,Lee Daniels,2009,1,0,0,0,0,0,0,0,Gabourey Sidibe,0,1,,,,0.1,,,,,,,,,,,,,0.1
1.00E+07,87093,Big Eyes,28.570174,28883511,105,6.8,1196,Drama,NA,NA,Tim Burton,2014,1,0,0,0,0,0,0,0,Amy Adams,0,1,,,,0.4,,,,,,,,,,,,,0.2
1.00E+07,1989,My Blueberry Nights,10.733761,21786738,111,6,190,Drama,Romance,NA,Wong Kar-wai,2007,1,0,0,0,0,0,0,0,Norah Jones,0,0,,,,0.4,,,,,,,,,,,,,0.3
1.00E+07,103731,Mud,17.663353,21587700,130,7,1068,Drama,NA,NA,Jeff Nichols,2013,1,0,0,0,0,0,0,0,Matthew McConaughey,1,0,,,,0.2,,,,,,,,,,,,,0.1
1.00E+07,10090,Reno 911!: Miami,4.207456,20342161,84,5.6,72,Action,Adventure,Comedy,Ben Garant,2007,0,0,0,1,0,0,0,0,Lennie Loftin,1,0,,,,0.7,,,,,,,,,,,,,0.1
1.00E+07,53457,Elle s'appelait Sarah,10.072199,17511906,111,7.2,196,Drama,War,NA,Gilles Paquet-Brenner,2010,1,0,0,0,0,0,0,0,Kristin Scott Thomas,0,1,,,,0.9,,,,,,,,,,,,,0.1
1.00E+07,13067,In the Land of Women,12.792446,17500000,97,5.8,160,Romance,Comedy,Drama,Jon Kasdan,2007,0,0,0,0,0,0,1,0,Meg Ryan,0,1,,,,0.3,,,,,,,,,,,,,0.1
1.00E+07,9515,The Matador,5.647538,17297244,96,6.2,136,Action,Comedy,Crime,Richard Shepard,2005,0,0,0,1,0,0,0,0,Pierce Brosnan,1,0,,,,0.1,,,,,,,,,,,,,0.2
1.00E+07,59968,Our Idiot Brother,15.688439,17273593,90,5.9,365,Comedy,Drama,NA,Jesse Peretz,2011,0,1,0,0,0,0,0,0,Paul Rudd,1,0,,,,0.4,,,,,,,,,,,,,0.1
1.00E+07,256924,Danny Collins,16.318608,10835752,107,6.6,183,Comedy,Drama,Music,Dan Fogelman,2015,0,1,0,0,0,0,0,0,Al Pacino,1,0,,,,0.2,,,,,,,,,,,,,0.1
1.00E+07,88005,Seeking a Friend for the End of the World,30.863082,9636289,101,6.3,700,Comedy,Drama,Romance,Lorene Scafaria,2012,0,1,0,0,0,0,0,0,Steve Carell,1,0,,,,0.4,,,,,,,,,,,,,0.1
1.00E+07,252512,While We're Young,19.263477,7587485,97,5.8,383,Comedy,Drama,Mystery,Noah Baumbach,2015,0,1,0,0,0,0,0,0,Ben Stiller,1,0,,,,0.2,,,,,,,,,,,,,0.1
1.00E+07,9952,Rescue Dawn,17.078656,7177143,126,6.9,336,Adventure,Drama,War,Werner Herzog,2006,0,0,1,0,0,0,0,0,Christian Bale,1,0,,,,0.1,,,,,,,,,,,,,0.1
1.00E+07,41479,The Joneses,14.979375,7022728,96,6.1,210,Comedy,Drama,NA,Derrick Borte,2009,0,1,0,0,0,0,0,0,David Duchovny,1,0,,,,0.2,,,,,,,,,,,,,0.1
1.00E+07,37931,MacGruber,14.038512,6110000,90,5.1,179,Action,Adventure,Comedy,Jorma Taccone,2010,0,0,0,1,0,0,0,0,Will Forte,1,0,,,,0.1,,,,,,,,,,,,,0.1
1.00E+07,25520,The House of Mirth,3.007816,5164404,140,6.4,25,Drama,Romance,NA,Terence Davies,2000,1,0,0,0,0,0,0,0,Gillian Anderson,0,1,,,,1.1,,,,,,,,,,,,,0.4
1.00E+07,82532,"Jeff, Who Lives at Home",10.409155,4417580,83,6.1,217,Drama,Comedy,NA,NA,2011,1,0,0,0,0,0,0,0,Jason Segel,1,0,,,,0.1,,,,,,,,,,,,,0.1
1.00E+07,30973,The Visual Bible: The Gospel of John,3.208172,4069090,125,8.2,12,Drama,History,NA,Philip Saville,2003,1,0,0,0,0,0,0,0,Christopher Plummer,1,0,,,,0.3,,,,,,,,,,,,,0.2
1.00E+07,314385,By the Sea,11.267676,3727746,122,5.4,156,Drama,Romance,NA,Angelina Jolie,2015,1,0,0,0,0,0,0,0,Angelina Jolie,0,1,,,,0.3,,,,,,,,,,,,,0.2
1.00E+07,73567,Killer Joe,16.436178,3665069,102,6.5,425,Crime,Drama,Thriller,William Friedkin,2011,0,0,0,0,1,0,0,0,Matthew McConaughey,1,0,,,,0.4,,,,,,,,,,,,,0.1
1.00E+07,27586,The Runaways,17.611971,2995811,106,6.3,254,Drama,Music,NA,Floria Sigismondi,2010,1,0,0,0,0,0,0,0,Dakota Fanning,0,1,,,,0.3,,,,,,,,,,,,,0.1
1.00E+07,55720,A Better Life,4.123533,1759252,98,7,54,Drama,NA,NA,Chris Weitz,2011,1,0,0,0,0,0,0,0,DemiÃ¡n Bichir,1,0,,,,0.5,,,,,,,,,,,,,0.1
1.00E+07,29076,Gun Shy,3.988432,1631839,101,5.4,24,Action,Comedy,Romance,Eric Blakeney,2000,0,0,0,1,0,0,0,0,Sandra Bullock,0,1,,,,0.2,,,,,,,,,,,,,0.1
1.00E+07,12779,Swept Away,4.570043,598645,89,4.8,50,Comedy,Romance,NA,Guy Ritchie,2002,0,1,0,0,0,0,0,0,Madonna,0,1,,,,0.3,,,,,,,,,,,,,0.2
1.00E+07,79777,In the Land of Blood and Honey,4.267466,303877,127,5.8,45,Drama,Romance,War,Angelina Jolie,2011,1,0,0,0,0,0,0,0,Zana MarjanoviÄ‡,0,0,,,,0.1,,,,,,,,,,,,,0.1
1.00E+07,20178,World's Greatest Dad,9.805551,295750,99,6.5,177,Comedy,Romance,NA,Bobcat Goldthwait,2009,0,1,0,0,0,0,0,0,Robin Williams,1,0,,,,0.2,,,,,,,,,,,,,0.1
1.00E+07,245846,Strangerland,5.145655,17472,111,5.1,83,Drama,Thriller,NA,Kim Farrant,2015,1,0,0,0,0,0,0,0,Nicole Kidman,0,1,,,,0.1,,,,,,,,,,,,,0.1
1.00E+07,25186,Janky Promoters,1.728816,9069,85,7,5,Comedy,NA,NA,Marcus Raboy,2009,0,1,0,0,0,0,0,0,Ice Cube,1,0,,,,0.2,,,,,,,,,,,,,0.1
9600000,9700,The Lost City,3.588529,4386236,144,6,24,Drama,Romance,NA,Andy GarcÃ­a,2005,1,0,0,0,0,0,0,0,Andy GarcÃ­a,1,0,,,,0.1,,,,,,,,,,,,,0.1
9500000,16614,Adventureland,19.978021,17164377,107,6.4,737,Comedy,NA,NA,Greg Mottola,2009,0,1,0,0,0,0,0,0,Jesse Eisenberg,1,0,,,,0.3,,,,,,,,,,,,,0.1
9500000,209403,Bad Words,14.105392,7800000,88,6.4,334,Comedy,NA,NA,Jason Bateman,2013,0,1,0,0,0,0,0,0,Jason Bateman,1,0,,,,0.2,,,,,,,,,,,,,0.1
9500000,44945,Trust,21.230737,120000,104,6.6,307,Crime,Drama,Thriller,David Schwimmer,2010,0,0,0,0,1,0,0,0,Clive Owen,1,0,,,,0.3,,,,,,,,,,,,,0.1
9.00E+06,12182,Nick and Norah's Infinite Playlist,20.452449,32973937,89,6.4,379,Comedy,Music,Romance,Peter Sollett,2008,0,1,0,0,0,0,0,0,Michael Cera,1,0,,,,0.4,,,,,,,,,,,,,0.1
9.00E+06,11282,Harold & Kumar Go to White Castle,18.514292,23936908,88,6.6,693,Comedy,Adventure,NA,Danny Leiner,2004,0,1,0,0,0,0,0,0,John Cho,1,0,,,,0.1,,,,,,,,,,,,,0.1
9.00E+06,253331,Black or White,12.172131,21571189,121,6.5,115,Drama,NA,NA,Mike Binder,2014,1,0,0,0,0,0,0,0,Kevin Costner,1,0,,,,0.1,,,,,,,,,,,,,0.1
9.00E+06,152747,All Is Lost,28.540614,6108720,106,6.6,671,Action,Adventure,Drama,J.C. Chandor,2013,0,0,0,1,0,0,0,0,Robert Redford,1,0,,,,0.6,,,,,,,,,,,,,0.1
9.00E+06,9685,Igby Goes Down,2.062087,4777465,97,6.5,95,Comedy,Drama,NA,Burr Steers,2002,0,1,0,0,0,0,0,0,Kieran Culkin,0,0,,,,0.1,,,,,,,,,,,,,0.1
9.00E+06,15568,Gracie,2.365328,2955039,97,6,17,Drama,NA,NA,Davis Guggenheim,2007,1,0,0,0,0,0,0,0,Jesse Lee Soffer,1,0,,,,0.2,,,,,,,,,,,,,0.1
9.00E+06,17926,Undiscovered,2.009597,1046166,97,4.5,12,Comedy,Romance,NA,Meiert Avis,2005,0,1,0,0,0,0,0,0,Kip Pardue,1,0,,,,0.3,,,,,,,,,,,,,0.1
9.00E+06,39806,Princess Kaiulani,0.717811,771499,130,4.8,14,Drama,NA,NA,Marc Forby,2010,1,0,0,0,0,0,0,0,Q'orianka Kilcher,0,1,,,,0.3,,,,,,,,,,,,,0.1
9.00E+06,2196,Death at a Funeral,20.410354,46,90,6.9,497,Comedy,Drama,NA,Frank Oz,2007,0,1,0,0,0,0,0,0,Matthew Macfadyen,1,0,,,,0.6,,,,,,,,,,,,,0.1
8900000,86837,Amour,17.151293,19839492,127,7.5,400,Drama,Romance,NA,Michael Haneke,2012,1,0,0,0,0,0,0,0,Emmanuelle Riva,0,1,,,,0.3,,,,,,,,,,,,,0.3
8900000,336004,Heist,15.079993,4100000,93,5.6,318,Crime,Action,Thriller,Scott Mann,2015,0,0,0,0,1,0,0,0,Jeffrey Dean Morgan,1,0,,,,0.4,,,,,,,,,,,,,0.1
8500000,272693,The DUFF,40.28709,43528634,100,6.8,1322,Romance,Comedy,NA,Ari Sandel,2015,0,0,0,0,0,0,1,0,Mae Whitman,0,1,,,,0.3,,,,,,,,,,,,,0.1
8500000,242582,Nightcrawler,89.095538,38697217,117,7.6,3395,Crime,Drama,Thriller,Dan Gilroy,2014,0,0,0,0,1,0,0,0,Jake Gyllenhaal,1,0,,,,0.2,,,,,,,,,,,,,0.1
8500000,20616,Swimfan,4.844451,34411240,84,5,70,Drama,Thriller,NA,John Polson,2002,1,0,0,0,0,0,0,0,Jesse Bradford,1,0,,,,0.5,,,,,,,,,,,,,0.1
8500000,175528,Baggage Claim,11.436405,22456509,96,5.6,85,Comedy,NA,NA,David E. Talbert,2013,0,1,0,0,0,0,0,0,Paula Patton,0,1,,,,0.1,,,,,,,,,,,,,0.1
8500000,1619,The Way of the Gun,8.775844,19125401,119,6.4,100,Action,Crime,Drama,Christopher McQuarrie,2000,0,0,0,1,0,0,0,0,Benicio del Toro,1,0,,,,0,,,,,,,,,,,,,0.1
8500000,339408,The Birth of a Nation,9.452808,15861566,120,6.5,178,Drama,NA,NA,Nate Parker,2016,1,0,0,0,0,0,0,0,Nate Parker,1,0,,,,0.4,,,,,,,,,,,,,0.1
8500000,16353,Ong Bak 2,9.029489,8936663,98,6,152,Adventure,Action,Thriller,NA,2008,0,0,1,0,0,0,0,0,Tony Jaa,1,0,,,,0.1,,,,,,,,,,,,,0.1
8500000,11217,Club Dread,2.62082,5001655,104,5.1,107,Comedy,Horror,NA,Jay Chandrasekhar,2004,0,1,0,0,0,0,0,0,Kevin Heffernan,1,0,,,,0.3,,,,,,,,,,,,,0.1
8500000,29963,Bright Star,9.230073,4440055,119,6.8,107,Drama,Romance,NA,Jane Campion,2009,1,0,0,0,0,0,0,0,Abbie Cornish,0,1,,,,0.7,,,,,,,,,,,,,0.3
8.00E+06,773,Little Miss Sunshine,14.793177,100523181,102,7.5,1686,Comedy,Drama,NA,NA,2006,0,1,0,0,0,0,0,0,Greg Kinnear,1,0,,,,0.3,,,,,,,,,,,,,0.1
8.00E+06,37735,Easy A,45.395839,74952305,92,6.7,2210,Comedy,NA,NA,Will Gluck,2010,0,1,0,0,0,0,0,0,Emma Stone,0,1,,,,0.2,,,,,,,,,,,,,0.1
8.00E+06,198277,Begin Again,35.735689,63464861,104,7.3,1254,Comedy,Music,Romance,John Carney,2013,0,1,0,0,0,0,0,0,Mark Ruffalo,1,0,,,,0.4,,,,,,,,,,,,,0.1
8.00E+06,504,Monster,19.683187,60378584,110,7,485,Crime,Drama,NA,Patty Jenkins,2003,0,0,0,0,1,0,0,0,Charlize Theron,0,1,,,,0.1,,,,,,,,,,,,,0.1
8.00E+06,1088,Whale Rider,12.439495,41400000,101,7.1,111,Drama,Family,NA,Niki Caro,2003,1,0,0,0,0,0,0,0,Keisha Castle-Hughes,0,0,,,,0.1,,,,,,,,,,,,,0.1
8.00E+06,40807,50/50,33.372828,39187783,100,7,1261,Comedy,Drama,NA,Jonathan Levine,2011,0,1,0,0,0,0,0,0,Joseph Gordon-Levitt,1,0,,,,0.2,,,,,,,,,,,,,0.1
8.00E+06,14536,New in Town,13.987772,29010817,97,5.2,99,Comedy,NA,NA,Jonas Elmer,2009,0,1,0,0,0,0,0,0,RenÃ©e Zellweger,0,1,,,,0.5,,,,,,,,,,,,,0.2
8.00E+06,37964,Brown Sugar,3.501158,27362712,109,7,31,Comedy,Romance,NA,Rick Famuyiwa,2002,0,1,0,0,0,0,0,0,Sanaa Lathan,0,1,,,,0,,,,,,,,,,,,,0
8.00E+06,225565,That Awkward Moment,37.821106,26049082,94,6.1,1004,Comedy,Romance,NA,Tom Gormican,2014,0,1,0,0,0,0,0,0,Zac Efron,1,0,,,,0.1,,,,,,,,,,,,,0.1
8.00E+06,10476,Hustle & Flow,6.39503,23563727,116,6.9,99,Drama,NA,NA,Craig Brewer,2005,1,0,0,0,0,0,0,0,Terrence Howard,1,0,,,,0.1,,,,,,,,,,,,,0.1
8.00E+06,13751,Akeelah and the Bee,4.932893,18948425,112,6.7,81,Drama,NA,NA,Doug Atchison,2006,1,0,0,0,0,0,0,0,Keke Palmer,0,1,,,,0.5,,,,,,,,,,,,,0.1
8.00E+06,44009,Another Year,7.235794,18124262,129,7,97,Comedy,Drama,NA,Mike Leigh,2010,0,1,0,0,0,0,0,0,Jim Broadbent,1,0,,,,0.2,,,,,,,,,,,,,0.1
8.00E+06,9962,The Good Girl,9.799177,16856124,93,6.1,181,Drama,Comedy,Romance,Miguel Arteta,2002,1,0,0,0,0,0,0,0,Jennifer Aniston,0,1,,,,0.3,,,,,,,,,,,,,0.3
8.00E+06,15049,Bon Cop Bad Cop,5.069095,12671300,116,6.5,42,Action,Comedy,Crime,Erik Canuel,2006,0,0,0,1,0,0,0,0,Patrick Huard,1,0,,,,0.2,,,,,,,,,,,,,0.1
8.00E+06,12569,Extract,14.652342,10848783,92,5.7,192,Comedy,NA,NA,Mike Judge,2009,0,1,0,0,0,0,0,0,Jason Bateman,1,0,,,,0.1,,,,,,,,,,,,,0.1
8.00E+06,22821,The Boondock Saints II: All Saints Day,13.517017,10629321,118,5.9,261,Action,Thriller,Crime,Troy Duffy,2009,0,0,0,1,0,0,0,0,Sean Patrick Flanery,1,0,,,,0.2,,,,,,,,,,,,,0.1
8.00E+06,51588,Prom,11.837067,10130000,104,5.7,134,Comedy,NA,NA,Joe Nussbaum,2011,0,1,0,0,0,0,0,0,Aimee Teegarden,0,1,,,,0.2,,,,,,,,,,,,,0.1
8.00E+06,10873,Shadow of the Vampire,5.93923,8279017,92,6.6,148,Drama,Horror,NA,E. Elias Merhige,2000,1,0,0,0,0,0,0,0,John Malkovich,1,0,,,,0.1,,,,,,,,,,,,,0.1
8.00E+06,43923,It's Kind of a Funny Story,13.143045,6491240,101,6.9,672,Comedy,Drama,NA,NA,2010,0,1,0,0,0,0,0,0,Keir Gilchrist,1,0,,,,0.1,,,,,,,,,,,,,0.1
8.00E+06,73873,Albert Nobbs,7.802245,5634828,113,6.2,132,Drama,NA,NA,Rodrigo GarcÃ­a,2011,1,0,0,0,0,0,0,0,Glenn Close,0,1,,,,0.1,,,,,,,,,,,,,0.2
8.00E+06,44147,Wild Target,10.791954,3453043,98,6.4,215,Action,Comedy,NA,Jonathan Lynn,2010,0,0,0,1,0,0,0,0,Bill Nighy,1,0,,,,0.7,,,,,,,,,,,,,0.2
8.00E+06,11042,Les Invasions barbares,3.03091,3432342,99,6.7,77,Comedy,Crime,Drama,Denys Arcand,2003,0,1,0,0,0,0,0,0,RÃ©my Girard,1,0,,,,0.9,,,,,,,,,,,,,0.2
8.00E+06,49081,Maurice Richard,0.983484,2019009,124,6.1,17,Drama,NA,NA,Charles BinamÃ©,2005,1,0,0,0,0,0,0,0,Roy Dupuis,1,0,,,,0,,,,,,,,,,,,,0.1
8.00E+06,9662,Les triplettes de Belleville,13.944645,1477676,80,7.3,231,Adventure,Animation,Comedy,Sylvain Chomet,2003,0,0,1,0,0,0,0,0,BÃ©atrice Bonifassi,0,0,,,,0.3,,,,,,,,,,,,,0.4
8.00E+06,7870,Down in the Valley,7.433574,852872,112,5.9,63,Drama,Romance,NA,David Jacobson,2005,1,0,0,0,0,0,0,0,Edward Norton,1,0,,,,0.1,,,,,,,,,,,,,0.1
8.00E+06,13072,Brooklyn Rules,4.090382,458232,99,5.8,18,Drama,Action,Thriller,Michael Corrente,2007,1,0,0,0,0,0,0,0,Alec Baldwin,1,0,,,,0.1,,,,,,,,,,,,,0.1
8.00E+06,10288,Fido,5.244518,426224,91,6.6,135,Romance,Comedy,Drama,Andrew Currie,2006,0,0,0,0,0,0,1,0,Billy Connolly,0,0,,,,0.3,,,,,,,,,,,,,0.1
8.00E+06,13197,10th & Wolf,3.942464,143451,107,6.3,24,Action,Crime,Drama,Robert Moresco,2006,0,0,0,1,0,0,0,0,James Marsden,1,0,,,,0.1,,,,,,,,,,,,,0.1
8.00E+06,251321,Aloft,6.500835,53086,112,5.1,41,Drama,NA,NA,Claudia Llosa,2014,1,0,0,0,0,0,0,0,Jennifer Connelly,0,1,,,,0.3,,,,,,,,,,,,,0.3
