budget,id,original_title,popularity,revenue,runtime,vote_average,vote_count,genre_1,genre_2,genre_3,director,release_year,Drama,Comedy,Adventure,Action,Crime,Fantasy,Romance,Thriller,main_lead,is_male,is_female,,,,prod_comp_count,release_year,count,decade1,custom category,,,year,decadewise,custom category,,,,country_release_count
6.00E+07,1265,Bridge to Terabithia,40.646102,137587063,96,7,1113,Adventure,Drama,Family,GÃ¡bor CsupÃ³,2007,0,0,1,0,0,0,0,0,Josh Hutcherson,1,0,,,,0.3,,,,,,,,,,,,,0.1
6.00E+07,39538,Contagion,38.820858,137551594,106,6.2,1325,Drama,Thriller,Science Fiction,Steven Soderbergh,2011,1,0,0,0,0,0,0,0,Matt Damon,1,0,,,,0.5,,,,,,,,,,,,,0.2
6.00E+07,9641,Cheaper by the Dozen 2,18.831023,129181830,94,5.7,526,Comedy,NA,NA,Adam Shankman,2005,0,1,0,0,0,0,0,0,Steve Martin,1,0,,,,0.3,,,,,,,,,,,,,0.1
6.00E+07,22954,Invictus,23.85119,122233971,134,7,1125,Drama,History,NA,Clint Eastwood,2009,1,0,0,0,0,0,0,0,Morgan Freeman,1,0,,,,0.6,,,,,,,,,,,,,0.1
6.00E+07,11775,Intolerable Cruelty,22.620125,119940815,100,5.8,391,Crime,Comedy,Romance,Joel Coen,2003,0,0,0,0,1,0,0,0,George Clooney,1,0,,,,0.4,,,,,,,,,,,,,0.1
6.00E+07,82682,Gangster Squad,29.041198,105200903,113,6.2,1778,Crime,Drama,Action,Ruben Fleischer,2013,0,0,0,0,1,0,0,0,Josh Brolin,1,0,,,,0.4,,,,,,,,,,,,,0.1
6.00E+07,2043,Along Came a Spider,21.252797,105178561,104,6.1,400,Crime,Mystery,Thriller,Lee Tamahori,2001,0,0,0,0,1,0,0,0,Morgan Freeman,1,0,,,,0.6,,,,,,,,,,,,,0.3
6.00E+07,274479,Joy,29.876507,101134059,124,6.4,1581,Drama,Comedy,NA,David O. Russell,2015,1,0,0,0,0,0,0,0,Jennifer Lawrence,0,1,,,,0.4,,,,,,,,,,,,,0.1
6.00E+07,9620,Paycheck,29.018826,96269812,119,5.9,581,Action,Adventure,Mystery,John Woo,2003,0,0,0,1,0,0,0,0,Ben Affleck,1,0,,,,0.6,,,,,,,,,,,,,0.2
6.00E+07,10992,Cats & Dogs,18.735024,93375151,87,5,352,Comedy,Family,NA,Lawrence Guterman,2001,0,1,0,0,0,0,0,0,Jeff Goldblum,1,0,,,,0.6,,,,,,,,,,,,,0.1
6.00E+07,2642,Two Weeks Notice,24.153567,93354918,101,5.9,487,Romance,Comedy,NA,Marc Lawrence,2002,0,0,0,0,0,0,1,0,Sandra Bullock,0,1,,,,0.4,,,,,,,,,,,,,0.2
6.00E+07,123553,The Mortal Instruments: City of Bones,45.514031,90565421,130,6.2,1602,Action,Adventure,Drama,Harald Zwart,2013,0,0,0,1,0,0,0,0,Lily Collins,0,1,,,,0.4,,,,,,,,,,,,,0.1
6.00E+07,16995,State of Play,21.685719,87784194,127,6.7,484,Action,NA,NA,Kevin Macdonald,2009,0,0,0,1,0,0,0,0,Russell Crowe,1,0,,,,0.5,,,,,,,,,,,,,0.3
6.00E+07,38321,Priest,28.350927,78309131,87,5.4,692,Action,Science Fiction,Fantasy,Scott Stewart,2011,0,0,0,1,0,0,0,0,Paul Bettany,1,0,,,,0.5,,,,,,,,,,,,,0.1
6.00E+07,5820,The Sentinel,15.352807,77920346,108,5.8,225,Action,Thriller,Crime,Clark Johnson,2006,0,0,0,1,0,0,0,0,Michael Douglas,1,0,,,,0.8,,,,,,,,,,,,,0.1
6.00E+07,11128,Ladder 49,10.99991,74541707,115,6.2,207,Drama,Action,Thriller,Jay Russell,2004,1,0,0,0,0,0,0,0,Joaquin Phoenix,1,0,,,,0.5,,,,,,,,,,,,,0.1
6.00E+07,9341,The Core,29.211255,74208267,136,5.4,516,Action,Thriller,Adventure,Jon Amiel,2003,0,0,0,1,0,0,0,0,Aaron Eckhart,1,0,,,,0.6,,,,,,,,,,,,,0.3
6.00E+07,13389,Righteous Kill,18.380176,73174566,101,5.9,375,Action,Crime,Drama,Jon Avnet,2008,0,0,0,1,0,0,0,0,Robert De Niro,1,0,,,,0.5,,,,,,,,,,,,,0.1
6.00E+07,11679,xXx: State of the Union,36.689223,71073932,101,4.7,549,Action,Adventure,Crime,Lee Tamahori,2005,0,0,0,1,0,0,0,0,Ice Cube,1,0,,,,0.3,,,,,,,,,,,,,0.1
6.00E+07,17610,Year One,25.293538,62357900,97,4.6,524,Comedy,Adventure,NA,Harold Ramis,2009,0,1,0,0,0,0,0,0,Jack Black,1,0,,,,0.3,,,,,,,,,,,,,0.1
6.00E+07,10589,After the Sunset,14.113066,61347797,97,6,226,Action,Comedy,Crime,Brett Ratner,2004,0,0,0,1,0,0,0,0,Pierce Brosnan,1,0,,,,0.3,,,,,,,,,,,,,0.1
6.00E+07,109491,Beautiful Creatures,40.721373,60052138,124,5.6,984,Fantasy,Drama,Romance,Richard LaGravenese,2013,0,0,0,0,0,1,0,0,Alden Ehrenreich,1,0,,,,0.4,,,,,,,,,,,,,0.1
6.00E+07,2309,Inkheart,27.018886,57490374,106,6,592,Adventure,Family,Fantasy,Iain Softley,2008,0,0,1,0,0,0,0,0,Brendan Fraser,1,0,,,,0.2,,,,,,,,,,,,,0.3
6.00E+07,2749,15 Minutes,15.205371,56359980,120,5.7,191,Action,Crime,Thriller,John Herzfeld,2001,0,0,0,1,0,0,0,0,Robert De Niro,1,0,,,,0.4,,,,,,,,,,,,,0.2
6.00E+07,8814,Doom,29.261348,55987321,105,5,609,Adventure,Action,Horror,Andrzej Bartkowiak,2005,0,0,1,0,0,0,0,0,Dwayne Johnson,1,0,,,,0.7,,,,,,,,,,,,,0.4
6.00E+07,9932,Analyze That,21.08952,55003135,96,5.7,380,Comedy,Crime,NA,Harold Ramis,2002,0,1,0,0,0,0,0,0,Robert De Niro,1,0,,,,0.6,,,,,,,,,,,,,0.2
6.00E+07,10052,Dragonfly,8.927137,52322400,104,6.1,204,Drama,NA,NA,Tom Shadyac,2002,1,0,0,0,0,0,0,0,Kevin Costner,1,0,,,,0.6,,,,,,,,,,,,,0.2
6.00E+07,10199,The Tale of Despereaux,16.493576,50877145,93,5.8,258,Adventure,Animation,Family,NA,2008,0,0,1,0,0,0,0,0,Matthew Broderick,1,0,,,,0.1,,,,,,,,,,,,,0.2
6.00E+07,11260,Meet Dave,18.676291,50650079,90,5,371,Comedy,Science Fiction,Adventure,Brian Robbins,2008,0,1,0,0,0,0,0,0,Eddie Murphy,1,0,,,,0.6,,,,,,,,,,,,,0.1
6.00E+07,137094,Jack Ryan: Shadow Recruit,42.538258,50549107,105,5.9,1173,Action,Drama,Thriller,Kenneth Branagh,2014,0,0,0,1,0,0,0,0,Chris Pine,1,0,,,,0.6,,,,,,,,,,,,,0.2
6.00E+07,22538,Scott Pilgrim vs. the World,38.885195,47664559,112,7.2,2126,Action,Adventure,Comedy,Edgar Wright,2010,0,0,0,1,0,0,0,0,Michael Cera,1,0,,,,0.2,,,,,,,,,,,,,0.2
6.00E+07,786,Almost Famous,21.547446,47383689,122,7.4,797,Drama,Music,NA,Cameron Crowe,2000,1,0,0,0,0,0,0,0,Kate Hudson,0,1,,,,0.3,,,,,,,,,,,,,0.1
6.00E+07,6278,Reign of Fire,27.615108,43061982,101,6,669,Adventure,Action,Fantasy,Rob Bowman,2002,0,0,1,0,0,0,0,0,Christian Bale,1,0,,,,0.5,,,,,,,,,,,,,0.3
6.00E+07,8285,The Spirit,14.84856,39031337,103,4.7,320,Action,Comedy,Thriller,Frank Miller,2008,0,0,0,1,0,0,0,0,Gabriel Macht,1,0,,,,0.6,,,,,,,,,,,,,0.1
6.00E+07,17332,The Soloist,17.299333,31720158,109,6.6,234,Drama,NA,NA,Joe Wright,2009,1,0,0,0,0,0,0,0,Robert Downey Jr.,1,0,,,,0.6,,,,,,,,,,,,,0.1
6.00E+07,137321,Winter's Tale,22.736038,30800231,118,6,487,Drama,Fantasy,Mystery,Akiva Goldsman,2014,1,0,0,0,0,0,0,0,Colin Farrell,1,0,,,,0.3,,,,,,,,,,,,,0.1
6.00E+07,210860,Mortdecai,52.417529,30418560,106,5.4,1055,Comedy,Adventure,NA,David Koepp,2015,0,1,0,0,0,0,0,0,Johnny Depp,1,0,,,,0.4,,,,,,,,,,,,,0.1
6.00E+07,9664,Flyboys,13.155999,17800000,140,6.3,271,Action,Adventure,Drama,Tony Bill,2006,0,0,0,1,0,0,0,0,James Franco,1,0,,,,0.4,,,,,,,,,,,,,0.2
6.00E+07,8849,Alfie,15.219263,13395939,103,5.6,248,Comedy,NA,NA,Charles Shyer,2004,0,1,0,0,0,0,0,0,Jude Law,1,0,,,,0.2,,,,,,,,,,,,,0.2
5.80E+07,116741,The Internship,1.551497,4.40E+07,119,6.1,1658,Comedy,NA,NA,Shawn Levy,2013,0,1,0,0,0,0,0,0,Owen Wilson,1,0,,,,0.5,,,,,,,,,,,,,0.1
5.80E+07,293660,Deadpool,514.569956,783112979,108,7.4,10995,Action,Adventure,Comedy,Tim Miller,2016,0,0,0,1,0,0,0,0,Ryan Reynolds,1,0,,,,0.5,,,,,,,,,,,,,0.1
5.80E+07,257445,Goosebumps,45.351617,158162788,103,6.2,995,Adventure,Horror,Comedy,Rob Letterman,2015,0,0,1,0,0,0,0,0,Jack Black,1,0,,,,0.7,,,,,,,,,,,,,0.2
5.80E+07,9007,Just Like Heaven,13.43573,102854431,95,6.5,579,Comedy,Fantasy,Romance,Mark Waters,2005,0,1,0,0,0,0,0,0,Reese Witherspoon,0,1,,,,0.3,,,,,,,,,,,,,0.1
5.80E+07,24438,Did You Hear About the Morgans?,14.403696,85280250,103,5.1,276,Comedy,NA,NA,Marc Lawrence,2009,0,1,0,0,0,0,0,0,Hugh Grant,1,0,,,,0.4,,,,,,,,,,,,,0.1
5.80E+07,39514,RED,41.430245,71664962,111,6.6,2808,Action,Adventure,Comedy,Robert Schwentke,2010,0,0,0,1,0,0,0,0,Bruce Willis,1,0,,,,0.4,,,,,,,,,,,,,0.1
5.80E+07,72431,Red Tails,12.29603,50365377,125,5.9,178,Drama,Action,Adventure,Anthony Hemingway,2012,1,0,0,0,0,0,0,0,Bryan Cranston,1,0,,,,0.3,,,,,,,,,,,,,0.1
5.80E+07,4942,Leatherheads,7.739276,41299492,114,5.7,130,Comedy,Romance,Drama,George Clooney,2008,0,1,0,0,0,0,0,0,George Clooney,1,0,,,,0.4,,,,,,,,,,,,,0.2
5.70E+07,71676,Ghost Rider: Spirit of Vengeance,48.622278,149217355,95,4.7,1135,Action,Fantasy,Thriller,NA,2011,0,0,0,1,0,0,0,0,Nicolas Cage,1,0,,,,0.7,,,,,,,,,,,,,0.2
5.70E+07,6073,The Mexican,21.021809,147845033,123,5.8,441,Action,Comedy,Crime,Gore Verbinski,2001,0,0,0,1,0,0,0,0,Brad Pitt,1,0,,,,0.4,,,,,,,,,,,,,0.2
5.70E+07,1722,Captain Corelli's Mandolin,9.061866,62112895,131,5.5,145,Drama,History,Romance,John Madden,2001,1,0,0,0,0,0,0,0,Nicolas Cage,1,0,,,,0.2,,,,,,,,,,,,,0.3
5.70E+07,9621,Elizabethtown,22.894898,52034889,123,6.1,327,Comedy,Drama,Romance,Cameron Crowe,2005,0,1,0,0,0,0,0,0,Orlando Bloom,1,0,,,,0.4,,,,,,,,,,,,,0.1
5.70E+07,14623,Thunderbirds,9.27875,28283637,95,4.2,91,Action,Adventure,Comedy,Jonathan Frakes,2004,0,0,0,1,0,0,0,0,Brady Corbet,1,0,,,,0.3,,,,,,,,,,,,,0.2
5.60E+07,62838,New Year's Eve,21.219292,142044638,118,5.7,718,Comedy,Romance,NA,Garry Marshall,2011,0,1,0,0,0,0,0,0,Robert De Niro,1,0,,,,0.1,,,,,,,,,,,,,0.1
5.60E+07,10022,The Pacifier,35.4763,113006880,95,5.8,842,Action,Comedy,Drama,Adam Shankman,2005,0,0,0,1,0,0,0,0,Vin Diesel,1,0,,,,0.2,,,,,,,,,,,,,0.2
5.60E+07,11358,Walking Tall,23.438398,57223890,86,6,381,Adventure,Drama,Action,Kevin Bray,2004,0,0,1,0,0,0,0,0,Dwayne Johnson,1,0,,,,0.6,,,,,,,,,,,,,0.1
5.60E+07,98357,Broken City,29.490057,19701164,109,5.7,593,Thriller,Crime,Drama,Allen Hughes,2013,0,0,0,0,0,0,0,1,Mark Wahlberg,1,0,,,,0.9,,,,,,,,,,,,,0.1
5.60E+07,16072,Gods and Generals,4.362535,12923936,214,6.1,48,Drama,History,War,Ronald F. Maxwell,2003,1,0,0,0,0,0,0,0,Stephen Lang,1,0,,,,0.3,,,,,,,,,,,,,0.1
5.50E+07,109424,Captain Phillips,52.786917,9.50E+07,134,7.6,2454,Action,Drama,Thriller,Paul Greengrass,2013,0,0,0,1,0,0,0,0,Tom Hanks,1,0,,,,0.1,,,,,,,,,,,,,0.1
5.50E+07,1597,Meet the Parents,29.97224,330444045,108,6.6,1698,Comedy,Romance,NA,Jay Roach,2000,0,1,0,0,0,0,0,0,Ben Stiller,1,0,,,,0.4,,,,,,,,,,,,,0.1
5.50E+07,1402,The Pursuit of Happyness,80.581367,307077295,117,7.7,2525,Drama,NA,NA,Gabriele Muccino,2006,1,0,0,0,0,0,0,0,Will Smith,1,0,,,,0.4,,,,,,,,,,,,,0.1
5.50E+07,8273,American Wedding,36.194802,231449203,103,6,1129,Comedy,Romance,NA,Jesse Dylan,2003,0,1,0,0,0,0,0,0,Jason Biggs,1,0,,,,0.4,,,,,,,,,,,,,0.1
5.50E+07,9315,Flightplan,32.05145,223387299,98,6.1,772,Thriller,Drama,Mystery,Robert Schwentke,2005,0,0,0,0,0,0,0,1,Jodie Foster,0,1,,,,0.2,,,,,,,,,,,,,0.1
5.50E+07,253412,Everest,60.246978,203427584,121,6.7,1772,Adventure,Drama,NA,Baltasar KormÃ¡kur,2015,0,0,1,0,0,0,0,0,Jason Clarke,1,0,,,,0.6,,,,,,,,,,,,,0.3
5.50E+07,156022,The Equalizer,79.922059,192330738,132,7.1,2954,Thriller,Action,Crime,Antoine Fuqua,2014,0,0,0,0,0,0,0,1,Denzel Washington,1,0,,,,0.6,,,,,,,,,,,,,0.1
5.50E+07,58224,Mr. Popper's Penguins,32.835777,187361754,94,5.7,751,Comedy,Family,NA,Mark Waters,2011,0,1,0,0,0,0,0,0,Jim Carrey,1,0,,,,0.4,,,,,,,,,,,,,0.1
5.50E+07,11321,Seven Pounds,41.472404,168167691,123,7.5,2039,Drama,NA,NA,Gabriele Muccino,2008,1,0,0,0,0,0,0,0,Will Smith,1,0,,,,0.4,,,,,,,,,,,,,0.1
5.50E+07,7303,Maid in Manhattan,19.738215,154906693,105,5.6,485,Comedy,Drama,Romance,Wayne Wang,2002,0,1,0,0,0,0,0,0,Jennifer Lopez,0,1,,,,0.1,,,,,,,,,,,,,0.1
5.50E+07,35056,Date Night,38.06168,152263880,97,5.9,1122,Comedy,NA,NA,Shawn Levy,2010,0,1,0,0,0,0,0,0,Tina Fey,0,1,,,,0.3,,,,,,,,,,,,,0.1
5.50E+07,1729,The Forbidden Kingdom,17.097041,127906624,104,6.3,461,Action,Adventure,Fantasy,Rob Minkoff,2008,0,0,0,1,0,0,0,0,Jackie Chan,1,0,,,,0.4,,,,,,,,,,,,,0.2
5.50E+07,3580,Changeling,27.50916,113020255,141,7.3,1131,Crime,Drama,Mystery,Clint Eastwood,2008,0,0,0,0,1,0,0,0,Angelina Jolie,0,1,,,,0.3,,,,,,,,,,,,,0.1
5.50E+07,42297,Burlesque,22.863516,89519773,119,6.9,573,Drama,Romance,NA,Steve Antin,2010,1,0,0,0,0,0,0,0,Cher,0,1,,,,0.1,,,,,,,,,,,,,0.1
5.50E+07,4517,Elizabeth: The Golden Age,15.274137,74237563,114,6.6,303,Drama,History,Romance,Shekhar Kapur,2007,1,0,0,0,0,0,0,0,Cate Blanchett,0,1,,,,0.3,,,,,,,,,,,,,0.1
5.50E+07,2207,16 Blocks,32.31022,65664721,105,6.2,661,Action,Adventure,Crime,Richard Donner,2006,0,0,0,1,0,0,0,0,Bruce Willis,1,0,,,,0.8,,,,,,,,,,,,,0.2
5.50E+07,8584,Shanghai Noon,25.400935,56932305,110,6.2,735,Adventure,Action,Comedy,Tom Dey,2000,0,0,1,0,0,0,0,0,Jackie Chan,1,0,,,,0.3,,,,,,,,,,,,,0.2
5.50E+07,10632,The Hunted,8.634954,34234008,94,6,189,Drama,Action,Thriller,William Friedkin,2003,1,0,0,0,0,0,0,0,Tommy Lee Jones,1,0,,,,0.2,,,,,,,,,,,,,0.1
5.50E+07,1792,Stuck on You,8.802525,33828318,118,5.1,188,Comedy,NA,NA,NA,2003,0,1,0,0,0,0,0,0,Matt Damon,1,0,,,,0.2,,,,,,,,,,,,,0.1
5.50E+07,13600,City of Ember,23.465539,17869048,90,6.2,605,Adventure,Family,Fantasy,Gil Kenan,2008,0,0,1,0,0,0,0,0,Saoirse Ronan,0,1,,,,0.2,,,,,,,,,,,,,0.1
5.50E+07,70074,Bullet to the Head,22.503935,9489829,92,5.2,481,Action,Crime,Thriller,Walter Hill,2013,0,0,0,1,0,0,0,0,Sylvester Stallone,1,0,,,,0.8,,,,,,,,,,,,,0.2
5.50E+07,1717,All the King's Men,7.768223,9450897,125,5.7,95,Drama,Thriller,NA,Steven Zaillian,2006,1,0,0,0,0,0,0,0,Sean Penn,1,0,,,,0.5,,,,,,,,,,,,,0.1
5.50E+07,10375,D-Tox,12.669778,6416302,96,5.3,123,Action,Thriller,NA,Jim Gillespie,2002,0,0,0,1,0,0,0,0,Sylvester Stallone,1,0,,,,0.1,,,,,,,,,,,,,0.1
5.40E+07,36586,Blade II,67.169587,155010032,117,6.2,1528,Fantasy,Horror,Action,Guillermo del Toro,2002,0,0,0,0,0,1,0,0,Wesley Snipes,1,0,,,,0.8,,,,,,,,,,,,,0.2
5.40E+07,752,V for Vendetta,84.630969,132511035,132,7.7,4442,Action,Thriller,Fantasy,James McTeigue,2006,0,0,0,1,0,0,0,0,Natalie Portman,0,1,,,,0.8,,,,,,,,,,,,,0.3
5.40E+07,1819,"You, Me and Dupree",18.600367,130431368,108,5.4,407,Comedy,Romance,NA,NA,2006,0,1,0,0,0,0,0,0,Kate Hudson,0,1,,,,0.3,,,,,,,,,,,,,0.1
5.40E+07,8046,Gigli,9.053456,7266209,121,3.5,104,Drama,NA,NA,Martin Brest,2003,1,0,0,0,0,0,0,0,Ben Affleck,1,0,,,,0.3,,,,,,,,,,,,,0.1
5.30E+07,22803,Law Abiding Citizen,49.593978,126690726,109,7.2,1486,Drama,Crime,Thriller,F. Gary Gray,2009,1,0,0,0,0,0,0,0,Jamie Foxx,1,0,,,,0.3,,,,,,,,,,,,,0.1
5.30E+07,261023,Black Mass,46.049902,98837872,122,6.3,1242,Crime,Drama,NA,Scott Cooper,2015,0,0,0,0,1,0,0,0,Johnny Depp,1,0,,,,0.7,,,,,,,,,,,,,0.2
5.30E+07,4551,Be Cool,18.61472,95226116,118,5.4,292,Comedy,Crime,NA,F. Gary Gray,2005,0,1,0,0,0,0,0,0,John Travolta,1,0,,,,0.4,,,,,,,,,,,,,0.1
5.30E+07,4133,Blow,28.350529,83282296,124,7.4,1317,Crime,Drama,NA,Ted Demme,2001,0,0,0,0,1,0,0,0,Johnny Depp,1,0,,,,0.1,,,,,,,,,,,,,0.1
5.30E+07,5852,Angel Eyes,6.454634,29700000,102,5.6,88,Drama,Romance,Thriller,Luis Mandoki,2001,1,0,0,0,0,0,0,0,Jennifer Lopez,0,1,,,,0.5,,,,,,,,,,,,,0.1
52500000,824,Moulin Rouge!,57.374341,179213434,127,7.4,1300,Drama,Music,Romance,Baz Luhrmann,2001,1,0,0,0,0,0,0,0,Nicole Kidman,0,1,,,,0.2,,,,,,,,,,,,,0.2
5.20E+07,11631,Mamma Mia!,30.780599,609841637,108,6.4,1386,Comedy,Romance,NA,Phyllida Lloyd,2008,0,1,0,0,0,0,0,0,Meryl Streep,0,1,,,,0.5,,,,,,,,,,,,,0.3
5.20E+07,640,Catch Me If You Can,73.944049,352114312,141,7.7,3795,Drama,Crime,NA,Steven Spielberg,2002,1,0,0,0,0,0,0,0,Leonardo DiCaprio,1,0,,,,0.3,,,,,,,,,,,,,0.1
5.20E+07,462,Erin Brockovich,30.347332,256271286,131,7.1,716,Drama,NA,NA,Steven Soderbergh,2000,1,0,0,0,0,0,0,0,Julia Roberts,0,1,,,,0.1,,,,,,,,,,,,,0.1
5.20E+07,32856,Valentine's Day,25.41929,216485654,125,5.7,1013,Comedy,Romance,NA,Garry Marshall,2010,0,1,0,0,0,0,0,0,Jessica Alba,0,1,,,,0.3,,,,,,,,,,,,,0.1
5.20E+07,9767,The Break-Up,26.251217,204999686,106,5.6,832,Romance,Comedy,NA,Peyton Reed,2006,0,0,0,0,0,0,1,0,Vince Vaughn,1,0,,,,0.3,,,,,,,,,,,,,0.1
5.20E+07,49520,The Change-Up,32.015477,75450437,112,5.9,736,Comedy,NA,NA,David Dobkin,2011,0,1,0,0,0,0,0,0,Olivia Wilde,0,1,,,,0.4,,,,,,,,,,,,,0.1
5.20E+07,26389,From Paris with Love,27.916284,52826594,92,6.1,675,Action,Crime,Thriller,Pierre Morel,2010,0,0,0,1,0,0,0,0,John Travolta,1,0,,,,0.8,,,,,,,,,,,,,0.2
51500000,2252,Eastern Promises,35.481169,55112356,100,7.2,848,Thriller,Crime,Mystery,David Cronenberg,2007,0,0,0,0,0,0,0,1,Naomi Watts,0,1,,,,0.9,,,,,,,,,,,,,0.3
5.10E+07,2123,"Me, Myself & Irene",39.001682,149270999,116,6.1,927,Comedy,NA,NA,NA,2000,0,1,0,0,0,0,0,0,Jim Carrey,1,0,,,,0.2,,,,,,,,,,,,,0.1
50100000,256591,Focus,59.634029,153962963,105,6.7,2542,Romance,Comedy,Crime,NA,2015,0,0,0,0,0,0,1,0,Will Smith,1,0,,,,0.3,,,,,,,,,,,,,0.1
5.00E+07,231,Syriana,16.871194,9.40E+07,128,6.3,451,Drama,Thriller,NA,Stephen Gaghan,2005,1,0,0,0,0,0,0,0,George Clooney,1,0,,,,0.6,,,,,,,,,,,,,0.1
5.00E+07,18239,The Twilight Saga: New Moon,94.815867,709827462,130,5.6,2436,Adventure,Fantasy,Drama,Chris Weitz,2009,0,0,1,0,0,0,0,0,Kristen Stewart,0,1,,,,0.5,,,,,,,,,,,,,0.1
5.00E+07,72105,Ted,68.87691,549368315,106,6.3,4697,Comedy,Fantasy,NA,Seth MacFarlane,2012,0,1,0,0,0,0,0,0,Mark Wahlberg,1,0,,,,0.3,,,,,,,,,,,,,0.1
5.00E+07,37686,Super 8,37.069253,260095987,112,6.6,2435,Thriller,Science Fiction,Mystery,J.J. Abrams,2011,0,0,0,0,0,0,0,1,Joel Courtney,1,0,,,,0.4,,,,,,,,,,,,,0.1
5.00E+07,274167,Daddy's Home,38.616744,242786137,96,5.8,854,Comedy,NA,NA,Sean Anders,2015,0,1,0,0,0,0,0,0,Will Ferrell,1,0,,,,0.3,,,,,,,,,,,,,0.1
5.00E+07,71552,American Reunion,39.920035,234989584,113,6.1,1611,Comedy,NA,NA,NA,2012,0,1,0,0,0,0,0,0,Jason Biggs,1,0,,,,0.1,,,,,,,,,,,,,0.1
5.00E+07,60304,Hansel & Gretel: Witch Hunters,53.02787,224803475,88,5.7,3239,Fantasy,Horror,Action,Tommy Wirkola,2013,0,0,0,0,0,1,0,0,Jeremy Renner,1,0,,,,0.6,,,,,,,,,,,,,0.2
5.00E+07,225574,Non-Stop,83.295796,222809600,106,6.8,2268,Action,Thriller,Mystery,Jaume Collet-Serra,2014,0,0,0,1,0,0,0,0,Liam Neeson,1,0,,,,0.7,,,,,,,,,,,,,0.3
5.00E+07,302699,Central Intelligence,45.318703,216972543,107,6.2,1650,Action,Comedy,NA,Rawson Marshall Thurber,2016,0,0,0,1,0,0,0,0,Dwayne Johnson,1,0,,,,0.4,,,,,,,,,,,,,0.1
5.00E+07,224141,Into the Woods,65.90161,212902372,125,5.6,1652,Fantasy,Comedy,Music,Rob Marshall,2014,0,0,0,0,0,1,0,0,Meryl Streep,0,1,,,,0.3,,,,,,,,,,,,,0.1
5.00E+07,187017,22 Jump Street,52.380982,188441614,112,7,3319,Crime,Comedy,Action,NA,2014,0,0,0,0,1,0,0,0,Jonah Hill,1,0,,,,0.8,,,,,,,,,,,,,0.1
5.00E+07,9919,How to Lose a Guy in 10 Days,23.854701,177371441,116,6.3,850,Comedy,Romance,NA,Donald Petrie,2003,0,1,0,0,0,0,0,0,Kate Hudson,0,1,,,,0.1,,,,,,,,,,,,,0.2
5.00E+07,109443,Anchorman 2: The Legend Continues,38.125008,173649015,119,6,923,Comedy,NA,NA,Adam McKay,2013,0,1,0,0,0,0,0,0,Will Ferrell,1,0,,,,0.3,,,,,,,,,,,,,0.1
5.00E+07,2022,Mr. Deeds,18.121404,171269535,96,5.6,644,Comedy,Romance,NA,Steven Brill,2002,0,1,0,0,0,0,0,0,Adam Sandler,1,0,,,,0.4,,,,,,,,,,,,,0.1
5.00E+07,4380,Shall We Dance?,14.231899,170128460,107,5.9,297,Drama,Romance,Comedy,Peter Chelsom,2004,1,0,0,0,0,0,0,0,Richard Gere,1,0,,,,0.1,,,,,,,,,,,,,0.1
5.00E+07,10320,The Ring Two,32.233713,161451538,110,5.4,632,Drama,Horror,Thriller,Hideo Nakata,2005,1,0,0,0,0,0,0,0,Naomi Watts,0,1,,,,0.3,,,,,,,,,,,,,0.1
5.00E+07,216282,Into the Storm,20.566554,160602194,89,5.8,817,Action,Thriller,NA,Steven Quale,2014,0,0,0,1,0,0,0,0,Richard Armitage,1,0,,,,0.4,,,,,,,,,,,,,0.1
5.00E+07,13811,Knowing,32.693093,155446362,121,5.9,1486,Action,Adventure,Drama,Alex Proyas,2009,0,0,0,1,0,0,0,0,Nicolas Cage,1,0,,,,0.6,,,,,,,,,,,,,0.3
5.00E+07,46529,I Am Number Four,43.450266,144492830,109,5.9,1567,Action,Thriller,Science Fiction,D.J. Caruso,2011,0,0,0,1,0,0,0,0,Alex Pettyfer,1,0,,,,0.4,,,,,,,,,,,,,0.1
5.00E+07,50646,"Crazy, Stupid, Love.",37.990705,142851197,118,7,2443,Comedy,Drama,Romance,NA,2011,0,1,0,0,0,0,0,0,Steve Carell,1,0,,,,0.1,,,,,,,,,,,,,0.1
5.00E+07,1427,Perfume: The Story of a Murderer,42.551902,132180323,147,7.1,1165,Crime,Fantasy,Drama,Tom Tykwer,2006,0,0,0,0,1,0,0,0,Ben Whishaw,1,0,,,,0.7,,,,,,,,,,,,,0.3
5.00E+07,107846,Escape Plan,44.478043,122915111,115,6.7,1659,Action,Thriller,NA,Mikael HÃ¥fstrÃ¶m,2013,0,0,0,1,0,0,0,0,Sylvester Stallone,1,0,,,,0.7,,,,,,,,,,,,,0.1
5.00E+07,74465,We Bought a Zoo,38.629763,120081841,124,6.5,909,Drama,Comedy,Family,Cameron Crowe,2011,1,0,0,0,0,0,0,0,Matt Damon,1,0,,,,0.4,,,,,,,,,,,,,0.1
5.00E+07,2251,Unfaithful,14.382253,119137784,124,6.3,276,Thriller,Drama,NA,Adrian Lyne,2002,0,0,0,0,0,0,0,1,Richard Gere,1,0,,,,0.4,,,,,,,,,,,,,0.1
5.00E+07,834,Underworld: Evolution,49.020045,111340801,106,6.4,1528,Fantasy,Action,Science Fiction,Len Wiseman,2006,0,0,0,0,0,1,0,0,Kate Beckinsale,0,1,,,,0.2,,,,,,,,,,,,,0.1
