revenue,popularity,runtime,budget,vote_average,prod_comp_count,country_release_count,Drama,Comedy,Adventure,Action,Crime,Fantasy,Romance,Thriller,is_male,is_female,main_lead,id,original_title,genre_1,genre_2,genre_3,director,release_year,vote_count,,,,,,,,,,,,,,
179265204,47.436675,110,7.80E+07,5.7,0.5,0.4,0,0,0,0,0,1,0,0,1,0,Sean Connery,8698,The League of Extraordinary Gentlemen,Fantasy,Action,Thriller,Stephen Norrington,2003,1155,,,,,,,,,,,,,,
236350661,10.520961,107,7.60E+07,6.2,0.4,0.1,0,0,0,1,0,0,0,0,1,0,Paul Walker,584,2 Fast 2 Furious,Action,Crime,Thriller,John Singleton,2003,2028,,,,,,,,,,,,,,
69959751,35.387874,109,7.60E+07,7.4,0.3,0.2,1,0,0,0,0,0,0,0,1,0,Clive Owen,9693,Children of Men,Drama,Action,Thriller,Alfonso CuarÃ³n,2006,2071,,,,,,,,,,,,,,
35134820,8.981427,88,7.60E+07,3.9,0.4,0.2,0,0,0,1,0,0,0,0,0,1,Rene Russo,17711,The Adventures of Rocky & Bullwinkle,Action,Adventure,Animation,Des McAnuff,2000,87,,,,,,,,,,,,,,
2.90E+07,4.842626,90,7.50E+07,5,0.2,0.1,0,1,0,0,0,0,0,0,1,0,Steve Martin,8970,The Out-of-Towners,Comedy,NA,NA,Sam Weisman,1999,45,,,,,,,,,,,,,,
1.08E+08,34.973086,114,7.50E+07,6.6,0.6,0.1,0,0,0,1,0,0,0,0,1,0,George Clooney,6415,Three Kings,Action,Adventure,Comedy,David O. Russell,1999,692,,,,,,,,,,,,,,
816969268,60.442593,145,7.50E+07,6.7,0.2,0.1,0,0,0,1,0,0,0,0,1,0,Will Smith,602,Independence Day,Action,Adventure,Science Fiction,Roland Emmerich,1996,3260,,,,,,,,,,,,,,
443140005,29.412262,88,7.50E+07,5.4,0.3,0.1,0,1,0,0,0,0,0,0,1,0,Zachary Levi,23398,Alvin and the Chipmunks: The Squeakquel,Comedy,Family,Animation,Betty Thomas,2009,666,,,,,,,,,,,,,,
342695435,23.473004,87,7.50E+07,5.4,0.1,0.1,0,1,0,0,0,0,0,0,1,0,Jason Lee,55301,Alvin and the Chipmunks: Chipwrecked,Comedy,Fantasy,Family,Mike Mitchell,2011,484,,,,,,,,,,,,,,
335062621,51.469576,136,7.50E+07,6.9,0.2,0.1,0,0,0,1,0,0,0,0,1,0,Sean Connery,9802,The Rock,Action,Adventure,Thriller,Michael Bay,1996,1456,,,,,,,,,,,,,,
296339527,4.66891,104,7.50E+07,6.8,0.6,0.1,0,0,1,0,0,0,0,0,1,0,Patrick Stewart,36657,X-Men,Adventure,Action,Science Fiction,Bryan Singer,2000,4097,,,,,,,,,,,,,,
288500217,53.213931,108,7.50E+07,7.2,0.5,0.2,0,0,0,1,0,0,0,0,1,0,Matt Damon,2502,The Bourne Supremacy,Action,Drama,Thriller,Paul Greengrass,2004,2825,,,,,,,,,,,,,,
258270008,73.82289,110,7.50E+07,6.4,0.9,0.2,0,0,0,1,0,0,0,0,0,1,Angelina Jolie,8909,Wanted,Action,Thriller,Crime,Timur Bekmambetov,2008,2528,,,,,,,,,,,,,,
226904017,37.917002,110,7.50E+07,5.7,0.2,0.1,0,0,0,0,0,1,0,0,1,0,Mickey Rourke,37958,Immortals,Fantasy,Action,Drama,Tarsem Singh,2011,880,,,,,,,,,,,,,,
224012234,45.154631,115,7.50E+07,6.5,0.5,0.1,0,0,0,1,0,0,0,0,1,0,Nicolas Cage,1701,Con Air,Action,Thriller,Crime,Simon West,1997,1270,,,,,,,,,,,,,,
215663859,13.318744,124,7.50E+07,5.9,0.2,0.3,0,0,0,1,0,0,0,0,1,0,Chris O'Donnell,11678,Vertical Limit,Action,Adventure,Thriller,Martin Campbell,2000,283,,,,,,,,,,,,,,
200276000,38.832842,121,7.50E+07,6.7,0.4,0.2,1,0,0,0,0,0,0,0,1,0,Tom Cruise,2253,Valkyrie,Drama,Thriller,History,Bryan Singer,2008,1173,,,,,,,,,,,,,,
196482882,61.437586,99,7.50E+07,6.6,0.4,0.1,0,1,0,0,0,0,0,0,1,0,Adam Sandler,1824,50 First Dates,Comedy,Romance,NA,Peter Segal,2004,2105,,,,,,,,,,,,,,
152930623,36.743324,104,7.50E+07,5.8,0.4,0.1,0,0,0,1,0,0,0,0,1,0,Ben Stiller,59108,Tower Heist,Action,Comedy,NA,Brett Ratner,2011,932,,,,,,,,,,,,,,
142400065,31.054334,129,7.50E+07,5.9,0.2,0.2,0,0,0,1,0,0,0,0,1,0,Antonio Banderas,1656,The Legend of Zorro,Action,Adventure,NA,Martin Campbell,2005,893,,,,,,,,,,,,,,
140464664,34.070054,120,7.50E+07,5.9,0.4,0.1,0,0,0,1,0,0,0,0,1,0,Robert Duvall,8656,Deep Impact,Action,Drama,Romance,Mimi Leder,1998,855,,,,,,,,,,,,,,
136982834,22.179658,135,7.50E+07,6.5,0.3,0.1,0,0,0,1,0,0,0,0,1,0,Mel Gibson,8834,Conspiracy Theory,Action,Drama,Mystery,Richard Donner,1997,431,,,,,,,,,,,,,,
132274484,36.605246,110,7.50E+07,5.6,0.5,0.4,0,0,1,0,0,0,0,0,0,1,Milla Jovovich,52451,The Three Musketeers,Adventure,Action,Thriller,Paul W.S. Anderson,2011,924,,,,,,,,,,,,,,
119000410,18.70031,102,7.50E+07,6.5,0.3,0.1,0,1,0,0,0,0,0,0,1,0,Tom Hanks,6538,Charlie Wilson's War,Comedy,Drama,History,Mike Nichols,2007,338,,,,,,,,,,,,,,
117698894,71.124686,115,7.50E+07,7.3,0.4,0.2,0,0,0,0,0,0,0,1,1,0,Jesse Eisenberg,75656,Now You See Me,Thriller,Crime,NA,Louis Leterrier,2013,5487,,,,,,,,,,,,,,
114660784,19.708731,138,7.50E+07,6.7,0.3,0.2,0,0,0,1,0,0,0,0,1,0,Mel Gibson,10590,We Were Soldiers,Action,History,War,Randall Wallace,2002,521,,,,,,,,,,,,,,
108145109,48.744209,116,7.50E+07,7.1,0.4,0.1,0,1,0,0,0,0,0,0,1,0,Henry Cavill,203801,The Man from U.N.C.L.E.,Comedy,Action,Adventure,Guy Ritchie,2015,2265,,,,,,,,,,,,,,
98159963,23.004607,100,7.50E+07,5.7,0.3,0.1,0,0,0,1,0,0,0,0,0,1,Katherine Heigl,37821,Killers,Action,Comedy,Thriller,Robert Luketic,2010,772,,,,,,,,,,,,,,
67631903,24.353302,123,7.50E+07,6.2,0.7,0.1,0,0,0,1,0,0,0,0,1,0,Bruce Willis,3172,Bandits,Action,Comedy,Crime,Barry Levinson,2001,302,,,,,,,,,,,,,,
61458982,20.199057,146,7.50E+07,5.7,0.6,0.1,0,1,0,0,0,0,0,0,1,0,Adam Sandler,20829,Funny People,Comedy,Drama,NA,Judd Apatow,2009,390,,,,,,,,,,,,,,
59418613,23.515938,123,7.50E+07,6,0.4,0.1,0,1,0,0,0,0,0,0,0,1,Julianne Hough,80585,Rock of Ages,Comedy,Drama,Music,Adam Shankman,2012,385,,,,,,,,,,,,,,
51142659,10.605084,116,7.50E+07,5,0.2,0.1,0,0,0,1,0,0,0,0,1,0,Harrison Ford,11375,Hollywood Homicide,Action,Adventure,Comedy,Ron Shelton,2003,166,,,,,,,,,,,,,,
46683377,15.142701,104,7.50E+07,6.3,0.5,0.1,1,0,0,0,0,0,0,0,0,1,Sandra Bullock,6435,Practical Magic,Drama,Fantasy,Comedy,Griffin Dunne,1998,338,,,,,,,,,,,,,,
42285169,20.219385,110,7.50E+07,5.3,0.3,0.1,1,0,0,0,0,0,0,0,1,0,Paul Giamatti,9697,Lady in the Water,Drama,Thriller,Fantasy,M. Night Shyamalan,2006,409,,,,,,,,,,,,,,
19598588,20.697556,109,7.50E+07,5.4,0.2,0.1,1,0,0,0,0,0,0,0,1,0,Johnny Depp,2900,The Astronaut's Wife,Drama,Science Fiction,Thriller,Rand Ravich,1999,254,,,,,,,,,,,,,,
14567883,11.873856,99,7.50E+07,6.1,0.4,0.1,0,0,0,1,0,0,0,0,1,0,Kurt Russell,9425,Soldier,Action,War,Science Fiction,Paul W.S. Anderson,1998,221,,,,,,,,,,,,,,
13596911,10.54544,95,7.50E+07,5.9,0.3,0.1,0,0,1,0,0,0,0,0,1,0,Chris Rock,12610,Osmosis Jones,Adventure,Animation,Action,NA,2001,228,,,,,,,,,,,,,,
5409517,8.098369,93,7.50E+07,4.3,0.3,0.1,0,0,1,0,0,0,0,0,1,0,Brendan Fraser,23685,Monkeybone,Adventure,Fantasy,Animation,Henry Selick,2001,78,,,,,,,,,,,,,,
62172050,8.884318,109,74500000,6.9,0.5,0.2,0,0,1,0,0,0,0,0,0,1,MaÃ¯ Anh Le,1997,Deux frÃ¨res,Adventure,Drama,Family,Jean-Jacques Annaud,2004,180,,,,,,,,,,,,,,
229074524,2.502487,129,7.30E+07,6.2,0.2,0.1,0,0,1,0,0,0,0,0,1,0,Jeff Goldblum,330,The Lost World: Jurassic Park,Adventure,Action,Science Fiction,Steven Spielberg,1997,2487,,,,,,,,,,,,,,
151493655,33.884459,118,7.30E+07,6.5,0.2,0.1,1,0,0,0,0,0,0,0,1,0,Denzel Washington,9481,The Bone Collector,Drama,Mystery,Thriller,Phillip Noyce,1999,826,,,,,,,,,,,,,,
103891409,20.790703,98,7.30E+07,5.8,0.4,0.2,0,0,0,0,1,0,0,0,1,0,Nicolas Cage,8688,Snake Eyes,Crime,Mystery,NA,Brian De Palma,1998,327,,,,,,,,,,,,,,
162966177,12.599836,116,72500000,6.2,0.2,0.1,0,1,0,0,0,0,0,0,1,0,Will Ferrell,9718,Talladega Nights: The Ballad of Ricky Bobby,Comedy,NA,NA,Adam McKay,2006,491,,,,,,,,,,,,,,
2.10E+08,60.722162,177,7.20E+07,7.7,0.3,0.1,0,0,0,1,0,0,0,0,1,0,Mel Gibson,197,Braveheart,Action,Drama,History,Mel Gibson,1995,3336,,,,,,,,,,,,,,
408247917,28.848187,106,7.20E+07,6.4,0.3,0.1,1,0,0,0,0,0,0,0,1,0,Mel Gibson,2675,Signs,Drama,Thriller,Science Fiction,M. Night Shyamalan,2002,1599,,,,,,,,,,,,,,
96889998,32.227223,125,7.20E+07,6.6,0.4,0.2,1,0,0,0,0,0,0,0,1,0,Jamie Foxx,25,Jarhead,Drama,War,NA,Sam Mendes,2005,765,,,,,,,,,,,,,,
37317558,11.215702,152,7.20E+07,6.6,0.4,0.1,1,0,0,0,0,0,0,0,1,0,Jim Carrey,11086,The Majestic,Drama,Romance,NA,Frank Darabont,2001,188,,,,,,,,,,,,,,
27642707,15.433244,131,7.20E+07,7,0.1,0.1,0,0,0,1,0,0,0,0,1,0,Robert Redford,2100,The Last Castle,Action,Drama,Thriller,Rod Lurie,2001,285,,,,,,,,,,,,,,
294456605,21.462935,85,7.10E+07,5.4,0.3,0.1,0,1,0,0,0,0,0,0,1,0,Eddie Murphy,3050,Doctor Dolittle,Comedy,Family,Fantasy,Betty Thomas,1998,686,,,,,,,,,,,,,,
1.64E+08,18.264635,98,7.00E+07,5.6,0.4,0.1,0,0,0,1,0,0,0,0,1,0,Harrison Ford,6068,Six Days Seven Nights,Action,Adventure,Comedy,Ivan Reitman,1998,332,,,,,,,,,,,,,,
481840909,76.041867,169,7.00E+07,7.9,0.5,0.1,1,0,0,0,0,0,0,0,1,0,Tom Hanks,857,Saving Private Ryan,Drama,History,War,Steven Spielberg,1998,5048,,,,,,,,,,,,,,
442824138,45.381501,115,7.00E+07,7.3,0.5,0.2,0,0,0,1,0,0,0,0,1,0,Matt Damon,2503,The Bourne Ultimatum,Action,Drama,Mystery,Paul Greengrass,2007,2888,,,,,,,,,,,,,,
374111707,31.39165,127,7.00E+07,6.1,0.4,0.1,0,1,0,0,0,0,0,0,0,1,Helen Hunt,3981,What Women Want,Comedy,Romance,NA,Nancy Meyers,2000,992,,,,,,,,,,,,,,
368100420,34.576913,118,7.00E+07,6.4,0.2,0.1,0,1,0,0,0,0,0,0,1,0,Will Smith,8488,Hitch,Comedy,Drama,Romance,Andy Tennant,2005,1665,,,,,,,,,,,,,,
319131050,72.595961,153,7.00E+07,7.9,0.5,0.2,1,0,0,0,0,0,0,0,1,0,Brad Pitt,16869,Inglourious Basterds,Drama,Action,Thriller,Quentin Tarantino,2009,6430,,,,,,,,,,,,,,
309457509,20.230535,116,7.00E+07,5.7,0.4,0.1,0,1,0,0,0,0,0,0,0,1,Julia Roberts,4806,Runaway Bride,Comedy,Romance,NA,Garry Marshall,1999,455,,,,,,,,,,,,,,
300854823,33.648404,144,7.00E+07,6.6,0.2,0.1,0,0,1,0,0,0,0,0,1,0,Robin Williams,879,Hook,Adventure,Fantasy,Comedy,Steven Spielberg,1991,1532,,,,,,,,,,,,,,
277448382,46.217769,124,7.00E+07,5.8,0.3,0.1,0,0,0,1,0,0,0,0,1,0,Vin Diesel,7451,xXx,Action,Adventure,Thriller,Rob Cohen,2002,1424,,,,,,,,,,,,,,
255000211,26.19909,112,7.00E+07,6.1,0.6,0.3,0,0,0,1,0,0,0,0,1,0,Sylvester Stallone,9350,Cliffhanger,Action,Adventure,Thriller,Renny Harlin,1993,588,,,,,,,,,,,,,,
240031094,57.69847,124,7.00E+07,6.6,0.3,0.1,0,0,0,1,0,0,0,0,1,0,Bruce Willis,1573,Die Hard 2,Action,Thriller,NA,Renny Harlin,1990,1896,,,,,,,,,,,,,,
225990978,43.849351,104,7.00E+07,6.4,0.4,0.1,0,1,0,0,0,0,0,0,1,0,Jim Carrey,10201,Yes Man,Comedy,NA,NA,Peyton Reed,2008,1813,,,,,,,,,,,,,,
218613188,29.464852,99,7.00E+07,6.8,0.2,0.1,0,0,1,0,0,0,0,0,1,0,Val Kilmer,9837,The Prince of Egypt,Adventure,Animation,Drama,NA,1998,817,,,,,,,,,,,,,,
202466756,49.199234,116,7.00E+07,5.5,0.3,0.1,0,0,0,1,0,0,0,0,1,0,Aaron Eckhart,44943,Battle: Los Angeles,Action,Science Fiction,NA,Jonathan Liebesman,2011,1448,,,,,,,,,,,,,,
195735876,35.601665,115,7.00E+07,5.5,0.4,0.1,0,0,1,0,0,0,0,0,1,0,Ray Winstone,2310,Beowulf,Adventure,Action,Animation,Robert Zemeckis,2007,841,,,,,,,,,,,,,,
177841558,19.439386,105,7.00E+07,6.2,0.1,0.2,0,0,0,0,1,0,0,0,1,0,Tommy Lee Jones,10398,Double Jeopardy,Crime,Drama,Mystery,Bruce Beresford,1999,278,,,,,,,,,,,,,,
176104344,13.543053,87,7.00E+07,4.9,0.3,0.1,0,1,0,0,0,0,0,0,1,0,Eddie Murphy,10808,Dr. Dolittle 2,Comedy,Family,Romance,Steve Carr,2001,410,,,,,,,,,,,,,,
171844840,26.676487,113,7.00E+07,5.3,0.4,0.1,0,1,0,0,0,0,0,0,1,0,Vince Vaughn,19899,Couples Retreat,Comedy,Romance,NA,Peter Billingsley,2009,588,,,,,,,,,,,,,,
171183863,42.957216,101,7.00E+07,5.5,1.1,0.5,0,0,1,0,0,0,0,0,0,1,Sanaa Lathan,395,AVP: Alien vs. Predator,Adventure,Science Fiction,Action,Paul W.S. Anderson,2004,1217,,,,,,,,,,,,,,
161025640,59.428223,120,7.00E+07,6.2,0.2,0.1,0,0,0,1,0,0,0,0,1,0,Gerard Butler,117263,Olympus Has Fallen,Action,Thriller,NA,Antoine Fuqua,2013,2981,,,,,,,,,,,,,,
160112671,58.401204,88,7.00E+07,6.1,0.5,0.1,0,0,0,0,0,1,0,0,0,1,Kate Beckinsale,52520,Underworld: Awakening,Fantasy,Action,Horror,NA,2012,1862,,,,,,,,,,,,,,
154937680,14.486311,134,7.00E+07,6.6,0.3,0.1,1,0,0,0,0,0,0,0,1,0,Jamie Foxx,1125,Dreamgirls,Drama,NA,NA,Bill Condon,2006,284,,,,,,,,,,,,,,
154648887,18.927463,143,7.00E+07,7,0.4,0.2,0,0,0,0,0,0,0,1,1,0,Gerard Butler,9833,The Phantom of the Opera,Thriller,Drama,Romance,Joel Schumacher,2004,438,,,,,,,,,,,,,,
135560026,48.032734,127,7.00E+07,7.1,0.5,0.3,0,0,1,0,0,0,0,0,0,1,Claire Danes,2270,Stardust,Adventure,Fantasy,Romance,Matthew Vaughn,2007,1184,,,,,,,,,,,,,,
134748021,23.25645,133,7.00E+07,5.8,0.4,0.1,1,0,0,0,0,0,0,0,1,0,Michael Douglas,33909,Wall Street: Money Never Sleeps,Drama,Crime,NA,Oliver Stone,2010,493,,,,,,,,,,,,,,
131457682,16.92991,136,7.00E+07,7,0.4,0.1,0,0,1,0,0,0,0,0,1,0,Brad Pitt,978,Seven Years in Tibet,Adventure,Drama,History,Jean-Jacques Annaud,1997,630,,,,,,,,,,,,,,
130358911,29.035222,164,7.00E+07,6.9,0.7,0.3,1,0,0,0,0,0,0,0,1,0,Eric Bana,612,Munich,Drama,Action,History,Steven Spielberg,2005,696,,,,,,,,,,,,,,
130293714,45.299089,146,7.00E+07,7.3,0.5,0.2,0,0,0,1,0,0,0,0,1,0,Denzel Washington,9509,Man on Fire,Action,Drama,Thriller,Tony Scott,2004,1553,,,,,,,,,,,,,,
122919055,46.199482,125,7.00E+07,7.6,0.4,0.1,0,0,1,0,0,0,0,0,1,0,Ewan McGregor,587,Big Fish,Adventure,Fantasy,Drama,Tim Burton,2003,1994,,,,,,,,,,,,,,
116672912,20.089933,116,7.00E+07,6,0.3,0.1,1,0,0,0,0,0,0,0,1,0,Denzel Washington,9882,The Siege,Drama,Action,Thriller,Edward Zwick,1998,352,,,,,,,,,,,,,,
113280098,37.507136,128,7.00E+07,6.5,0.3,0.2,0,0,0,1,0,0,0,0,1,0,Leonardo DiCaprio,12113,Body of Lies,Action,Drama,Thriller,Ridley Scott,2008,895,,,,,,,,,,,,,,
111231041,21.789615,112,7.00E+07,5.4,0.2,0.1,0,0,0,0,0,0,1,0,1,0,Matthew McConaughey,8676,Fool's Gold,Romance,Comedy,Adventure,Andy Tennant,2008,444,,,,,,,,,,,,,,
101371017,44.090535,106,7.00E+07,6.1,0.1,0.1,0,1,0,0,0,0,0,0,1,0,Jack Nicholson,75,Mars Attacks!,Comedy,Fantasy,Science Fiction,Tim Burton,1996,1509,,,,,,,,,,,,,,
90000098,24.961625,139,7.00E+07,7.1,0.3,0.1,0,0,1,0,0,0,0,0,1,0,Ed Harris,2756,The Abyss,Adventure,Action,Thriller,James Cameron,1989,808,,,,,,,,,,,,,,
86658558,26.123705,110,7.00E+07,6.5,0.5,0.2,0,0,0,0,0,0,0,1,1,0,Jamie Foxx,4349,The Kingdom,Thriller,Action,Drama,Peter Berg,2007,513,,,,,,,,,,,,,,
85632458,27.055085,121,7.00E+07,6.4,0.4,0.1,0,0,0,1,0,0,0,0,1,0,Bruce Willis,9567,Tears of the Sun,Action,Drama,War,Antoine Fuqua,2003,573,,,,,,,,,,,,,,
72108608,27.568194,101,7.00E+07,5.4,0.8,0.2,0,0,0,1,0,0,0,0,1,0,Vin Diesel,9381,Babylon A.D.,Action,Adventure,Science Fiction,Mathieu Kassovitz,2008,676,,,,,,,,,,,,,,
67112664,14.780634,111,7.00E+07,5.2,0.4,0.1,0,1,0,0,0,0,0,0,1,0,Kevin James,44564,The Dilemma,Comedy,Drama,NA,Ron Howard,2011,304,,,,,,,,,,,,,,
65977295,14.086292,116,7.00E+07,5.4,0.3,0.1,0,0,0,1,0,0,0,0,1,0,Anthony Hopkins,3132,Bad Company,Action,Adventure,Comedy,Joel Schumacher,2002,228,,,,,,,,,,,,,,
61279452,25.020428,99,7.00E+07,4.4,0.1,0.1,0,0,0,1,0,0,0,0,1,0,Kellan Lutz,188207,The Legend of Hercules,Action,Adventure,NA,Renny Harlin,2014,533,,,,,,,,,,,,,,
58058367,21.723897,116,7.00E+07,5.5,0.3,0.1,0,1,0,0,0,0,0,0,1,0,Adam Sandler,87428,That's My Boy,Comedy,NA,NA,Sean Anders,2012,453,,,,,,,,,,,,,,
56702901,10.147321,115,7.00E+07,6.1,0.3,0.1,1,0,0,0,0,0,0,0,1,0,John Travolta,9422,A Civil Action,Drama,NA,NA,Steven Zaillian,1998,109,,,,,,,,,,,,,,
53587404,4.822033,90,7.00E+07,4,0.2,0.1,0,0,0,0,0,1,0,0,1,0,Jason Behr,10253,ë””ì›Œ,Fantasy,Drama,Horror,Shim Hyung-Rae,2007,104,,,,,,,,,,,,,,
39041505,18.888806,127,7.00E+07,6.9,0.7,0.1,0,0,1,0,0,0,0,0,0,1,Rachel Weisz,26428,Agora,Adventure,Drama,History,Alejandro AmenÃ¡bar,2009,395,,,,,,,,,,,,,,
38629478,13.483387,114,7.00E+07,4.6,0.4,0.3,0,0,0,0,1,0,0,0,0,1,Sharon Stone,3093,Basic Instinct 2,Crime,Mystery,Thriller,Michael Caton-Jones,2006,180,,,,,,,,,,,,,,
33561137,13.267631,97,7.00E+07,5.2,0.1,0.1,0,0,0,1,0,0,0,0,1,0,Eddie Murphy,8427,I Spy,Action,Adventure,Comedy,Betty Thomas,2002,269,,,,,,,,,,,,,,
32287044,14.244518,125,7.00E+07,5.9,0.4,0.1,1,0,0,0,0,0,0,0,1,0,Bruce Willis,10592,Hart's War,Drama,War,NA,Gregory Hoblit,2002,241,,,,,,,,,,,,,,
23159305,61.245957,86,7.00E+07,7.6,0.1,0.1,0,0,1,0,0,0,0,0,1,0,Eli Marienthal,10386,The Iron Giant,Adventure,Animation,Family,Brad Bird,1999,1436,,,,,,,,,,,,,,
19924033,8.37378,91,7.00E+07,4.3,0.6,0.2,0,0,0,1,0,0,0,0,1,0,Antonio Banderas,10550,Ballistic: Ecks vs. Sever,Action,Adventure,Thriller,Wych Kaosayananda,2002,97,,,,,,,,,,,,,,
19870567,10.930537,97,7.00E+07,5.5,0.9,0.5,0,0,0,0,0,0,0,1,1,0,Morgan Freeman,11258,Hard Rain,Thriller,NA,NA,Mikael Salomon,1998,179,,,,,,,,,,,,,,
17752940,46.832372,133,7.00E+07,5.1,0.3,0.1,0,0,0,0,1,0,0,0,1,0,Chris Hemsworth,201088,Blackhat,Crime,Drama,Mystery,Michael Mann,2015,826,,,,,,,,,,,,,,
11263966,3.276912,101,7.00E+07,5.3,0.2,0.1,0,0,0,1,0,0,0,0,1,0,Cuba Gooding Jr.,2162,Chill Factor,Action,Comedy,Thriller,Hugh Johnson,1999,29,,,,,,,,,,,,,,
112265139,38.634767,94,6.90E+07,5.5,0.5,0.1,0,0,0,1,0,0,0,0,1,0,Benjamin Walker,72331,Abraham Lincoln: Vampire Hunter,Action,Fantasy,Horror,Timur Bekmambetov,2012,1269,,,,,,,,,,,,,,
86387857,11.023691,114,6.90E+07,5.5,0.6,0.1,0,1,0,0,0,0,0,0,1,0,Steve Carell,38778,Dinner for Schmucks,Comedy,NA,NA,Jay Roach,2010,531,,,,,,,,,,,,,,
193677158,4.72629,120,68490000,6,0.1,0.2,0,0,0,1,0,0,0,0,1,0,Aaron Kwok,381902,è¥¿æ¸¸è®°ä¹‹å­™æ‚Ÿç©ºä¸‰æ‰“ç™½éª¨ç²¾,Action,Adventure,Fantasy,Soi Cheang,2016,24,,,,,,,,,,,,,,
1.93E+08,22.392544,124,6.80E+07,5.9,0.5,0.1,0,0,0,0,0,0,0,1,1,0,Ben Affleck,4614,The Sum of All Fears,Thriller,Action,Drama,Phil Alden Robinson,2002,437,,,,,,,,,,,,,,
698491347,107.069763,124,6.80E+07,5.8,0.5,0.1,0,0,1,0,0,0,0,0,0,1,Kristen Stewart,24021,The Twilight Saga: Eclipse,Adventure,Fantasy,Drama,David Slade,2010,2301,,,,,,,,,,,,,,
217022588,68.734513,115,6.80E+07,6.2,0.5,0.1,0,1,0,0,0,0,0,0,1,0,Mark Wahlberg,214756,Ted 2,Comedy,NA,NA,Seth MacFarlane,2015,2463,,,,,,,,,,,,,,
203388341,27.299301,136,6.80E+07,6.5,0.3,0.1,1,0,0,0,0,0,0,0,1,0,Tom Cruise,1903,Vanilla Sky,Drama,Mystery,Romance,Cameron Crowe,2001,1078,,,,,,,,,,,,,,
118063304,20.913852,116,6.80E+07,5.9,0.3,0.1,0,0,0,0,0,0,0,1,1,0,Val Kilmer,10003,The Saint,Thriller,Action,Romance,Phillip Noyce,1997,302,,,,,,,,,,,,,,
75715436,26.792794,136,6.80E+07,5.3,0.5,0.1,1,0,0,0,0,0,0,0,1,0,Morgan Freeman,6171,Dreamcatcher,Drama,Horror,Science Fiction,Lawrence Kasdan,2003,567,,,,,,,,,,,,,,
71069884,22.572323,124,6.80E+07,6.7,0.3,0.2,0,0,0,1,0,0,0,0,1,0,Robert De Niro,11371,The Score,Action,Crime,Thriller,Frank Oz,2001,423,,,,,,,,,,,,,,
68267862,39.395881,98,6.80E+07,5.3,0.8,0.1,0,1,0,0,0,0,0,0,1,0,Ben Stiller,80035,The Watch,Comedy,NA,NA,Akiva Schaffer,2012,881,,,,,,,,,,,,,,
29762011,12.948627,121,6.80E+07,5.7,0.3,0.1,0,0,1,0,0,0,0,0,1,0,Ben Stiller,9824,Mystery Men,Adventure,Fantasy,Action,Kinka Usher,1999,250,,,,,,,,,,,,,,
25303038,12.282911,102,6.70E+07,5,0.4,0.4,0,0,0,1,0,0,0,0,1,0,Colin Firth,9703,The Last Legion,Action,Adventure,Fantasy,Doug Lefler,2007,207,,,,,,,,,,,,,,
25037897,16.637642,191,6.70E+07,6.8,0.8,0.1,0,0,0,0,0,0,0,1,1,0,Kurt Russell,285923,Grindhouse,Thriller,Action,Horror,NA,2007,459,,,,,,,,,,,,,,
212404396,25.877794,112,6.60E+07,6,0.2,0.2,0,0,0,0,0,0,1,0,1,0,Sean Connery,1844,Entrapment,Romance,Drama,Mystery,Jon Amiel,1999,602,,,,,,,,,,,,,,
203277636,54.81489,130,6.60E+07,6.1,0.6,0.4,0,0,0,1,0,0,0,0,1,0,Aaron Paul,136797,Need for Speed,Action,Crime,Drama,Scott Waugh,2014,1520,,,,,,,,,,,,,,
177584879,29.505574,146,6.60E+07,7,0.4,0.1,1,0,0,0,0,0,0,0,1,0,Tom Hiddleston,57212,War Horse,Drama,War,NA,Steven Spielberg,2011,992,,,,,,,,,,,,,,
99318987,47.479755,122,6.60E+07,6.5,0.4,0.1,0,0,0,0,0,1,0,0,1,0,Ron Perlman,1487,Hellboy,Fantasy,Action,Science Fiction,Guillermo del Toro,2004,2225,,,,,,,,,,,,,,
57777106,29.501489,116,6.60E+07,6.1,0.9,0.2,0,0,0,1,0,0,0,0,1,0,Jason Statham,49021,Killer Elite,Action,Adventure,Thriller,Gary McKendry,2011,695,,,,,,,,,,,,,,
422610419,65.197968,117,6.50E+07,7,0.7,0.1,0,0,0,1,0,0,0,0,1,0,Gerard Butler,1271,300,Action,Adventure,War,Zack Snyder,2006,4997,,,,,,,,,,,,,,
261317921,43.129703,113,6.50E+07,7.1,0.3,0.1,0,0,0,1,0,0,0,0,1,0,Arnold Schwarzenegger,861,Total Recall,Action,Adventure,Science Fiction,Paul Verhoeven,1990,1710,,,,,,,,,,,,,,
250821495,28.540267,119,6.50E+07,6.3,0.1,0.1,0,1,0,0,0,0,0,0,1,0,Tom Hanks,9489,You've Got Mail,Comedy,Romance,NA,Nora Ephron,1998,838,,,,,,,,,,,,,,
240159255,6.227675,95,6.50E+07,5.6,0.1,0.4,0,0,0,1,0,0,0,0,0,1,Milla Jovovich,71679,Resident Evil: Retribution,Action,Horror,Science Fiction,Paul W.S. Anderson,2012,1600,,,,,,,,,,,,,,
217764291,44.815022,120,6.50E+07,7,0.4,0.1,1,0,0,0,0,0,0,0,1,0,Tom Cruise,1538,Collateral,Drama,Crime,Thriller,Michael Mann,2004,1451,,,,,,,,,,,,,,
