revenue,popularity,runtime,budget,vote_average,prod_comp_count,country_release_count,Drama,Comedy,Adventure,Action,Crime,Fantasy,Romance,Thriller,is_male,is_female,main_lead,id,original_title,genre_1,genre_2,genre_3,director,release_year,vote_count,,,,,,,,,,,,,,
5.05E+08,41.967005,127,2.20E+07,6.9,0.1,0.1,0,0,0,0,0,1,0,0,1,0,Patrick Swayze,251,Ghost,Fantasy,Drama,Thriller,Jerry Zucker,1990,1339,,,,,,,,,,,,,,
1.20E+07,9.088209,121,2.20E+07,7.4,0.3,0.1,0,0,0,1,0,0,0,0,1,0,Roy Scheider,38985,Sorcerer,Action,Thriller,Adventure,William Friedkin,1977,98,,,,,,,,,,,,,,
424208848,45.707835,181,2.20E+07,7.6,0.2,0.2,0,0,1,0,0,0,0,0,1,0,Kevin Costner,581,Dances with Wolves,Adventure,Drama,Western,Kevin Costner,1990,1046,,,,,,,,,,,,,,
321365567,104.469351,195,2.20E+07,8.3,0.2,0.1,1,0,0,0,0,0,0,0,1,0,Liam Neeson,424,Schindler's List,Drama,History,War,Steven Spielberg,1993,4329,,,,,,,,,,,,,,
189833357,16.234053,97,2.20E+07,6.3,0.2,0.1,0,0,0,0,0,1,0,0,1,0,Tim Allen,11395,The Santa Clause,Fantasy,Drama,Comedy,John Pasquin,1994,489,,,,,,,,,,,,,,
147880543,20.699212,110,2.20E+07,6,0.3,0.1,0,1,0,0,0,0,0,0,1,0,Dwayne Johnson,13680,The Game Plan,Comedy,Family,NA,Andy Fickman,2007,428,,,,,,,,,,,,,,
110627965,23.218144,114,2.20E+07,5.6,0.1,0.1,0,0,0,0,1,0,0,0,0,1,Sandra Bullock,1642,The Net,Crime,Drama,Mystery,Irwin Winkler,1995,354,,,,,,,,,,,,,,
95708457,81.829237,121,2.20E+07,6.6,0.5,0.4,0,0,0,0,0,1,0,0,0,1,Kate Beckinsale,277,Underworld,Fantasy,Action,Thriller,Len Wiseman,2003,2512,,,,,,,,,,,,,,
92542418,26.071644,132,2.20E+07,7.2,0.1,0.1,1,0,0,0,0,0,0,0,1,0,Sean Penn,10950,I Am Sam,Drama,NA,NA,Jessie Nelson,2001,530,,,,,,,,,,,,,,
88880821,27.898438,122,2.20E+07,7.3,0.7,0.3,1,0,0,0,0,0,0,0,0,1,Helen Mirren,228194,The Hundred-Foot Journey,Drama,NA,NA,Lasse HallstrÃ¶m,2014,508,,,,,,,,,,,,,,
84772742,13.786075,84,2.20E+07,4.6,0.2,0.1,0,0,0,1,0,0,0,0,1,0,Rob Schneider,11090,The Animal,Action,Comedy,NA,Luke Greenfield,2001,304,,,,,,,,,,,,,,
77737889,35.227212,191,2.20E+07,7.4,0.6,0.2,1,0,0,0,0,0,0,0,1,0,Ben Kingsley,783,Gandhi,Drama,History,NA,Richard Attenborough,1982,716,,,,,,,,,,,,,,
77112176,13.410919,94,2.20E+07,6,0.1,0.1,0,1,0,0,0,0,0,0,1,0,Zachary Gordon,82650,Diary of a Wimpy Kid: Dog Days,Comedy,Family,NA,David Bowers,2012,223,,,,,,,,,,,,,,
67800064,9.175762,138,2.20E+07,5.9,0.2,0.1,1,0,0,0,0,0,0,0,0,1,Roma Downey,235260,Son of God,Drama,NA,NA,Christopher Spencer,2014,83,,,,,,,,,,,,,,
63647656,39.006187,106,2.20E+07,5.7,0.3,0.1,0,1,0,0,0,0,0,0,1,0,Josh Brolin,270487,"Hail, Caesar!",Comedy,Drama,Mystery,NA,2016,1309,,,,,,,,,,,,,,
57479076,17.7091,108,2.20E+07,6.1,0.3,0.2,1,0,0,0,0,0,0,0,1,0,Clive Owen,8999,Derailed,Drama,Thriller,NA,Mikael HÃ¥fstrÃ¶m,2005,319,,,,,,,,,,,,,,
50750000,20.256571,175,2.20E+07,6.9,0.2,0.2,1,0,0,0,0,0,0,0,1,0,Dirk Bogarde,5902,A Bridge Too Far,Drama,History,War,Richard Attenborough,1977,207,,,,,,,,,,,,,,
43058898,35.737655,100,2.20E+07,6.4,0.2,0.1,0,0,0,1,0,0,0,0,1,0,Jason Statham,204082,Homefront,Action,Thriller,NA,Gary Fleder,2013,875,,,,,,,,,,,,,,
35424826,17.772518,108,2.20E+07,6,0.5,0.1,1,0,0,0,0,0,0,0,1,0,Matt Damon,11323,The Informant!,Drama,Comedy,Crime,Steven Soderbergh,2009,301,,,,,,,,,,,,,,
33788161,21.865021,104,2.20E+07,6.4,0.3,0.1,0,1,0,0,0,0,0,0,1,0,Kevin Smith,2294,Jay and Silent Bob Strike Back,Comedy,NA,NA,Kevin Smith,2001,480,,,,,,,,,,,,,,
24188922,12.54949,108,2.20E+07,6.5,0.2,0.2,1,0,0,0,0,0,0,0,0,1,Naomi Watts,38363,Fair Game,Drama,Thriller,NA,Doug Liman,2010,235,,,,,,,,,,,,,,
22400154,10.259461,83,2.20E+07,4.7,0.3,0.1,0,1,0,0,0,0,0,0,1,0,Rob Schneider,11453,Deuce Bigalow: European Gigolo,Comedy,NA,NA,Mike Bigelow,2005,225,,,,,,,,,,,,,,
19351569,12.887673,90,2.20E+07,5.4,0.3,0.1,0,1,0,0,0,0,0,0,1,0,Jason Biggs,10878,Saving Silverman,Comedy,Crime,Romance,Dennis Dugan,2001,154,,,,,,,,,,,,,,
17709155,13.960945,116,2.20E+07,7.2,0.7,0.8,0,0,0,0,0,0,1,0,0,1,Diane Kruger,11661,Joyeux NoÃ«l,Romance,Drama,History,Christian Carion,2005,212,,,,,,,,,,,,,,
15400000,29.230298,116,2.20E+07,6.5,0.5,0.1,0,0,0,0,0,0,0,1,1,0,Christian Bale,164457,Out of the Furnace,Thriller,Drama,Crime,Scott Cooper,2013,720,,,,,,,,,,,,,,
10696210,14.725467,104,2.20E+07,4.2,0.1,0.1,0,0,0,1,0,0,0,0,1,0,Robert John Burke,5550,RoboCop 3,Action,Adventure,Crime,Fred Dekker,1993,305,,,,,,,,,,,,,,
9479718,12.445176,105,2.20E+07,5.2,0.2,0.1,1,0,0,0,0,0,0,0,0,1,Frances Conroy,44113,Stone,Drama,NA,NA,John Curran,2010,192,,,,,,,,,,,,,,
5271666,3.809131,104,2.20E+07,3.4,0.5,0.1,1,0,0,0,0,0,0,0,0,1,Mariah Carey,10696,Glitter,Drama,Romance,NA,Vondie Curtis-Hall,2001,38,,,,,,,,,,,,,,
413454,12.893219,97,2.20E+07,5.8,0.2,0.2,1,0,0,0,0,0,0,0,1,0,Paul Walker,10425,The Death and Life of Bobby Z,Drama,Action,Thriller,John Herzfeld,2007,103,,,,,,,,,,,,,,
39438674,6.081772,92,21150000,4.7,0.3,0.2,0,0,1,0,0,0,0,0,1,0,Paul Hogan,9290,Crocodile Dundee in Los Angeles,Adventure,Comedy,NA,Simon Wincer,2001,146,,,,,,,,,,,,,,
4.20E+07,10.207065,96,2.10E+07,5.1,0.3,0.2,0,0,0,1,0,0,0,0,0,1,Paige Turco,1499,Teenage Mutant Ninja Turtles III,Action,Adventure,Comedy,Stuart Gillard,1993,184,,,,,,,,,,,,,,
205738714,63.599973,122,2.10E+07,6.9,0.1,0.1,1,0,0,0,0,0,0,0,1,0,Bradley Cooper,82693,Silver Linings Playbook,Drama,Comedy,Romance,David O. Russell,2012,4742,,,,,,,,,,,,,,
177200000,20.818567,116,2.10E+07,6.9,0.5,0.1,0,1,0,0,0,0,0,0,1,0,Dustin Hoffman,9576,Tootsie,Comedy,Romance,NA,Sydney Pollack,1982,421,,,,,,,,,,,,,,
71441250,24.13081,110,2.10E+07,7.4,0.1,0.1,0,1,0,0,0,0,0,0,1,0,Gene Hackman,9428,The Royal Tenenbaums,Comedy,Drama,NA,Wes Anderson,2001,1286,,,,,,,,,,,,,,
54926886,14.518708,117,2.10E+07,6.5,0.3,0.1,1,0,0,0,0,0,0,0,1,0,Joaquin Phoenix,2001,We Own the Night,Drama,Crime,Thriller,James Gray,2007,323,,,,,,,,,,,,,,
43928932,34.433521,92,2.10E+07,6.6,0.4,0.2,0,0,0,1,0,0,0,0,1,0,Jason Statham,4108,The Transporter,Action,Crime,Thriller,NA,2002,1692,,,,,,,,,,,,,,
41170784,17.746981,123,2.10E+07,7.5,0.3,0.2,0,0,0,0,1,0,0,0,0,1,Hilary Swank,1646,Freedom Writers,Crime,Drama,NA,Richard LaGravenese,2007,356,,,,,,,,,,,,,,
28008462,7.047975,109,2.10E+07,6.2,0.2,0.2,1,0,0,0,0,0,0,0,1,0,Pierce Brosnan,2575,The Tailor of Panama,Drama,Thriller,NA,John Boorman,2001,92,,,,,,,,,,,,,,
26193068,13.906611,145,2.10E+07,7.2,1.7,0.3,1,0,0,0,0,0,0,0,0,1,Carice van Houten,9075,Zwartboek,Drama,Thriller,War,Paul Verhoeven,2006,277,,,,,,,,,,,,,,
17600000,5.815881,120,2.10E+07,5.8,0.1,0.1,1,0,0,0,0,0,0,0,1,0,Kevin Costner,10187,Swing Vote,Drama,Comedy,NA,Joshua Michael Stern,2008,65,,,,,,,,,,,,,,
10011050,8.982335,117,2.10E+07,6.5,0.5,0.1,0,0,0,0,0,0,1,0,1,0,Jake Gyllenhaal,31005,Moonlight Mile,Romance,Drama,NA,Brad Silberling,2002,52,,,,,,,,,,,,,,
970816,13.847872,91,2.10E+07,6.3,0.4,0.2,1,0,0,0,0,0,0,0,0,1,Jodie Foster,50780,The Beaver,Drama,NA,NA,Jodie Foster,2011,276,,,,,,,,,,,,,,
480314,12.790408,87,2.10E+07,5,0.6,0.3,0,0,1,0,0,0,0,0,0,1,Jaime Pressly,9053,DOA: Dead or Alive,Adventure,Action,Thriller,Corey Yuen Kwai,2006,205,,,,,,,,,,,,,,
10089373,17.112498,102,20500000,5.6,0.6,0.3,0,0,0,1,0,0,0,0,1,0,Ray Stevenson,13056,Punisher: War Zone,Action,Crime,NA,Lexi Alexander,2008,294,,,,,,,,,,,,,,
7.00E+06,2.605374,83,2.00E+07,4.1,0.1,0.1,0,1,0,0,0,0,0,0,1,0,Kevin Farley,13948,An American Carol,Comedy,Fantasy,NA,David Zucker,2008,20,,,,,,,,,,,,,,
6.00E+07,6.92592,127,2.00E+07,7,0.2,0.1,1,0,0,0,0,0,0,0,0,1,Jennifer Lopez,16052,Selena,Drama,NA,NA,Gregory Nava,1997,114,,,,,,,,,,,,,,
5.30E+07,47.51363,105,2.00E+07,7.5,0.1,0.1,0,0,0,0,0,1,0,0,1,0,Johnny Depp,162,Edward Scissorhands,Fantasy,Drama,Romance,Tim Burton,1990,3601,,,,,,,,,,,,,,
1.87E+08,95.9229,134,2.00E+07,7.9,0.5,0.2,1,0,0,0,0,0,0,0,1,0,Chiwetel Ejiofor,76203,12 Years a Slave,Drama,History,NA,Steve McQueen,2013,3674,,,,,,,,,,,,,,
299965036,25.28436,100,2.00E+07,6.1,0.3,0.1,0,0,0,1,0,0,0,0,1,0,Eddie Murphy,96,Beverly Hills Cop II,Action,Comedy,Crime,Tony Scott,1987,613,,,,,,,,,,,,,,
216197492,28.497242,92,2.00E+07,5.4,0.2,0.1,0,1,0,0,0,0,0,0,0,1,Cameron Diaz,52449,Bad Teacher,Comedy,NA,NA,Jake Kasdan,2011,1584,,,,,,,,,,,,,,
207945075,53.161905,110,2.00E+07,7.6,0.3,0.1,1,0,0,0,0,0,0,0,0,1,Emilia Clarke,296096,Me Before You,Drama,Romance,NA,Thea Sharrock,2016,2562,,,,,,,,,,,,,,
183936074,42.512296,100,2.00E+07,6.3,0.3,0.1,0,1,0,0,0,0,0,0,0,1,Mila Kunis,376659,Bad Moms,Comedy,NA,NA,NA,2016,1252,,,,,,,,,,,,,,
177243185,40.903931,115,2.00E+07,6.7,0.3,0.1,0,1,0,0,0,0,0,0,1,0,George Clooney,65057,The Descendants,Comedy,Drama,NA,Alexander Payne,2011,934,,,,,,,,,,,,,,
167722310,41.156217,92,2.00E+07,6.2,0.3,0.2,0,1,0,0,0,0,0,0,1,0,Vince Vaughn,9472,DodgeBall: A True Underdog Story,Comedy,NA,NA,Rawson Marshall Thurber,2004,981,,,,,,,,,,,,,,
149281606,12.25264,91,2.00E+07,4.9,0.1,0.1,0,0,1,0,0,0,0,0,0,1,Drew Barrymore,14405,Beverly Hills Chihuahua,Adventure,Comedy,Family,Raja Gosnell,2008,209,,,,,,,,,,,,,,
136267476,52.571674,102,2.00E+07,6.1,0.2,0.1,0,1,0,0,0,0,0,0,1,0,Zac Efron,16996,17 Again,Comedy,NA,NA,Burr Steers,2009,1350,,,,,,,,,,,,,,
132675402,8.351385,105,2.00E+07,5.4,0.2,0.1,0,1,0,0,0,0,0,0,1,0,Steve Martin,10678,Bringing Down the House,Comedy,NA,NA,Adam Shankman,2003,183,,,,,,,,,,,,,,
121463226,33.436092,113,2.00E+07,7,0.2,0.1,0,1,0,0,0,0,0,0,1,0,Jonah Hill,8363,Superbad,Comedy,NA,NA,Greg Mottola,2007,2100,,,,,,,,,,,,,,
117760134,31.690456,105,2.00E+07,6.6,0.4,0.1,0,0,0,0,0,0,0,1,1,0,Shia LaBeouf,8271,Disturbia,Thriller,Drama,Mystery,D.J. Caruso,2007,1006,,,,,,,,,,,,,,
117224271,20.99174,94,2.00E+07,6.4,0.1,0.2,0,1,0,0,0,0,0,0,1,0,Johnny Knoxville,16290,Jackass 3D,Comedy,Documentary,Action,Jeff Tremaine,2010,428,,,,,,,,,,,,,,
109862682,15.341196,72,2.00E+07,6.1,0.5,0.3,0,0,1,0,0,0,0,0,0,1,Harriet Owen,16690,Return to Never Land,Adventure,Fantasy,Animation,NA,2002,290,,,,,,,,,,,,,,
100914445,13.658985,99,2.00E+07,7.2,0.1,0.2,0,0,0,1,0,0,0,0,1,0,Stephen Chow,9470,åŠŸå¤«,Action,Comedy,Crime,Stephen Chow,2004,831,,,,,,,,,,,,,,
100525432,21.657563,97,2.00E+07,5,0.2,0.1,0,1,0,0,0,0,0,0,0,1,Melissa McCarthy,226486,Tammy,Comedy,NA,NA,Ben Falcone,2014,500,,,,,,,,,,,,,,
88346473,41.503588,128,2.00E+07,7.8,0.5,0.2,1,0,0,0,0,0,0,0,1,0,Mark Ruffalo,314365,Spotlight,Drama,Thriller,History,Tom McCarthy,2015,2686,,,,,,,,,,,,,,
86865564,6.064638,86,2.00E+07,3.2,0.4,0.1,0,0,0,1,0,0,0,0,1,0,Kal Penn,9760,Epic Movie,Action,Adventure,Comedy,NA,2007,326,,,,,,,,,,,,,,
84146832,22.049787,96,2.00E+07,5.8,0.3,0.1,0,0,0,0,0,0,0,1,0,1,Sandra Bullock,9963,Premonition,Thriller,Drama,Mystery,Mennan Yapo,2007,381,,,,,,,,,,,,,,
79114085,31.802807,129,2.00E+07,6.6,0.2,0.1,0,0,1,0,0,0,0,0,1,0,Arnold Schwarzenegger,9387,Conan the Barbarian,Adventure,Fantasy,Action,John Milius,1982,650,,,,,,,,,,,,,,
78378744,36.819044,86,2.00E+07,4.6,0.1,0.1,0,1,0,0,0,0,0,0,1,0,Simon Rex,4258,Scary Movie 5,Comedy,NA,NA,Malcolm D. Lee,2013,793,,,,,,,,,,,,,,
75597042,11.263361,127,2.00E+07,6.5,0.3,0.1,1,0,0,0,0,0,0,0,1,0,Dennis Quaid,14635,The Rookie,Drama,Family,NA,John Lee Hancock,2002,110,,,,,,,,,,,,,,
73276047,10.446722,128,2.00E+07,7.3,1,0.2,1,0,0,0,0,0,0,0,1,0,Khalid Abdalla,7979,The Kite Runner,Drama,NA,NA,Marc Forster,2007,394,,,,,,,,,,,,,,
70992898,9.855474,97,2.00E+07,4.9,0.2,0.1,0,0,1,0,0,0,0,0,1,0,Johnny Messner,11237,Anacondas: The Hunt for the Blood Orchid,Adventure,Action,Horror,Dwight H. Little,2004,199,,,,,,,,,,,,,,
67200000,25.041992,108,2.00E+07,6.3,0.2,0.1,0,0,0,0,1,0,0,0,1,0,Matt Dillon,617,Wild Things,Crime,Drama,Mystery,John McNaughton,1998,444,,,,,,,,,,,,,,
67192859,11.62423,89,2.00E+07,4.6,0.4,0.1,0,0,0,0,0,0,0,1,0,1,Emily Deschanel,8968,Boogeyman,Thriller,Horror,Drama,Stephen T. Kay,2005,191,,,,,,,,,,,,,,
65569869,18.666876,109,2.00E+07,6.3,0.4,0.1,0,0,0,1,0,0,0,0,1,0,Keanu Reeves,1266,Street Kings,Action,Crime,Drama,David Ayer,2008,363,,,,,,,,,,,,,,
65464324,18.632156,104,2.00E+07,5.8,0.5,0.2,0,0,0,0,1,0,0,0,1,0,George Clooney,27579,The American,Crime,Drama,Thriller,Anton Corbijn,2010,481,,,,,,,,,,,,,,
64822796,30.387754,112,2.00E+07,6.6,0.5,0.3,0,0,0,0,0,0,0,1,1,0,Jason Statham,8848,The Bank Job,Thriller,Crime,Drama,Roger Donaldson,2008,697,,,,,,,,,,,,,,
60427839,32.243357,124,2.00E+07,7.2,0.3,0.1,1,0,0,0,0,0,0,0,1,0,Sean Penn,470,21 Grams,Drama,Crime,Thriller,Alejandro GonzÃ¡lez IÃ±Ã¡rritu,2003,918,,,,,,,,,,,,,,
60072596,2.986286,121,2.00E+07,6.1,0.2,0.1,0,1,0,0,0,0,0,0,1,0,Tyler Perry,35688,Why Did I Get Married Too?,Comedy,Romance,NA,Tyler Perry,2010,29,,,,,,,,,,,,,,
57588485,4.748929,118,2.00E+07,6.2,0.1,0.1,1,0,0,0,0,0,0,0,1,0,Nick Cannon,13497,Drumline,Drama,Romance,Comedy,Charles Stone III,2002,116,,,,,,,,,,,,,,
52302796,23.292761,94,2.00E+07,5,0.2,0.2,0,0,0,0,0,0,0,1,0,1,Adelaide Clemens,61012,Silent Hill: Revelation 3D,Thriller,Horror,Mystery,Michael J. Bassett,2012,432,,,,,,,,,,,,,,
51416464,28.019226,98,2.00E+07,6,0.5,0.2,0,0,0,0,0,1,0,0,1,0,Ethan Hawke,19901,Daybreakers,Fantasy,Horror,Action,NA,2009,634,,,,,,,,,,,,,,
50907234,20.975165,104,2.00E+07,7,0.2,0.1,1,0,0,0,0,0,0,0,0,1,Meryl Streep,14359,Doubt,Drama,Mystery,NA,John Patrick Shanley,2008,435,,,,,,,,,,,,,,
49779728,16.176976,104,2.00E+07,5.9,0.2,0.1,0,1,0,0,0,0,0,0,0,1,Alice Eve,34016,She's Out of My League,Comedy,Romance,NA,Jim Field Smith,2010,525,,,,,,,,,,,,,,
48548426,10.098722,83,2.00E+07,3.6,0.3,0.2,0,1,0,0,0,0,0,0,0,1,Alyson Hannigan,10073,Date Movie,Comedy,NA,NA,NA,2006,222,,,,,,,,,,,,,,
46089287,55.964605,109,2.00E+07,6.7,0.4,0.1,0,1,0,0,0,0,0,0,1,0,Simon Pegg,107985,The World's End,Comedy,Action,Science Fiction,Edgar Wright,2013,1778,,,,,,,,,,,,,,
46069568,16.663797,107,2.00E+07,5.7,0.4,0.1,0,0,0,1,0,0,0,0,1,0,Tom Felton,335778,Risen,Action,NA,NA,Kevin Reynolds,2016,295,,,,,,,,,,,,,,
45636368,14.857884,113,2.00E+07,6.3,0.3,0.1,1,0,0,0,0,0,0,0,0,1,Helen Mirren,48289,The Debt,Drama,Thriller,NA,John Madden,2010,257,,,,,,,,,,,,,,
43967255,14.136476,111,2.00E+07,6.8,0.4,0.1,0,0,1,0,0,0,0,0,1,0,Thomas Haden Church,272878,Max,Adventure,Drama,Family,Boaz Yakin,2015,276,,,,,,,,,,,,,,
41627431,26.21425,115,2.00E+07,6.4,0.3,0.1,1,0,0,0,0,0,0,0,1,0,Sean Faris,8456,Never Back Down,Drama,Action,NA,Jeff Wadlow,2008,497,,,,,,,,,,,,,,
41237648,11.203335,115,2.00E+07,5.8,0.2,0.1,0,1,0,0,0,0,0,0,1,0,Robin Williams,9895,Man of the Year,Comedy,Drama,Romance,Barry Levinson,2006,129,,,,,,,,,,,,,,
37672350,2.003047,124,2.00E+07,6,0.1,0.1,0,1,0,0,0,0,0,0,0,1,Angela Bassett,33644,How Stella Got Her Groove Back,Comedy,Drama,Romance,Kevin Rodney Sullivan,1998,24,,,,,,,,,,,,,,
37597471,15.804814,97,2.00E+07,5.2,0.1,0.1,0,0,0,1,0,0,0,0,1,0,Steven Strait,9954,The Covenant,Action,Adventure,Fantasy,Renny Harlin,2006,288,,,,,,,,,,,,,,
36620508,17.145287,101,2.00E+07,5.4,0.5,0.1,0,0,0,0,0,0,1,0,1,0,Dane Cook,13596,My Best Friend's Girl,Romance,Comedy,NA,Howard Deutch,2008,220,,,,,,,,,,,,,,
36606743,30.477114,100,2.00E+07,6.3,0.3,0.1,1,0,0,0,0,0,0,0,1,0,Bradley Cooper,295964,Burnt,Drama,NA,NA,John Wells,2015,950,,,,,,,,,,,,,,
35841901,8.265317,98,2.00E+07,6.1,0.1,0.1,0,0,1,0,0,0,0,0,1,0,Maximilian Schell,9570,The Black Hole,Adventure,Family,Science Fiction,Gary Nelson,1979,131,,,,,,,,,,,,,,
34560577,35.542809,96,2.00E+07,5.9,0.3,0.1,0,0,0,1,0,0,0,0,1,0,Jason Statham,15092,Crank: High Voltage,Action,Thriller,Crime,NA,2009,861,,,,,,,,,,,,,,
34077920,27.256849,103,2.00E+07,6.7,0.3,0.1,1,0,0,0,0,0,0,0,1,0,Alex Pettyfer,226857,Endless Love,Drama,Romance,NA,Shana Feste,2014,542,,,,,,,,,,,,,,
33889159,10.81439,105,2.00E+07,6.4,0.2,0.1,0,1,0,0,0,0,0,0,0,1,Amanda Bynes,9655,She's the Man,Comedy,Drama,Family,Andy Fickman,2006,671,,,,,,,,,,,,,,
33526835,7.499639,85,2.00E+07,6,0.1,0.1,0,1,0,0,0,0,0,0,1,0,Ice Cube,10426,Friday After Next,Comedy,NA,NA,Marcus Raboy,2002,100,,,,,,,,,,,,,,
32204030,35.232278,95,2.00E+07,5.8,0.3,0.1,0,0,0,1,0,0,0,0,1,0,Guy Pearce,81796,Lockout,Action,Thriller,Science Fiction,NA,2012,715,,,,,,,,,,,,,,
32005248,19.962713,105,2.00E+07,6,0.3,0.1,0,1,0,0,0,0,0,0,0,1,Kristen Bell,38303,You Again,Comedy,Romance,NA,Andy Fickman,2010,368,,,,,,,,,,,,,,
31678778,7.902536,158,2.00E+07,6.2,0.3,0.1,1,0,0,0,0,0,0,0,1,0,Lee Marvin,20391,Paint Your Wagon,Drama,Action,Comedy,Joshua Logan,1969,63,,,,,,,,,,,,,,
31327899,26.396191,105,2.00E+07,6.3,0.4,0.1,0,0,0,1,0,0,0,0,1,0,Danny Trejo,23631,Machete,Action,Comedy,Thriller,NA,2010,1150,,,,,,,,,,,,,,
30426096,19.220789,106,2.00E+07,6.2,0.3,0.1,0,1,0,0,0,0,0,0,1,0,Chris Evans,63492,What's Your Number?,Comedy,Romance,NA,Mark Mylod,2011,671,,,,,,,,,,,,,,
27728118,2.027393,124,2.00E+07,7.4,0.1,0.1,0,0,0,1,0,0,0,0,1,0,"Chris Warren, Jr.",14736,Love & Basketball,Action,Comedy,Drama,Gina Prince-Bythewood,2000,88,,,,,,,,,,,,,,
27640028,20.495749,110,2.00E+07,5.9,0.2,0.1,1,0,0,0,0,0,0,0,1,0,Samuel L. Jackson,13279,Lakeview Terrace,Drama,Crime,Thriller,Neil LaBute,2008,292,,,,,,,,,,,,,,
24261569,38.802415,101,2.00E+07,6.5,0.4,0.2,0,0,0,0,0,0,0,1,1,0,James McAvoy,68727,Trance,Thriller,Crime,Drama,Danny Boyle,2013,956,,,,,,,,,,,,,,
24145613,19.705311,116,2.00E+07,6.7,0.4,0.2,1,0,0,0,0,0,0,0,1,0,Kodi Smit-McPhee,41402,Let Me In,Drama,Horror,Mystery,Matt Reeves,2010,641,,,,,,,,,,,,,,
23875127,73.567232,119,2.00E+07,8.2,0.3,0.1,1,0,0,0,0,0,0,0,1,0,Edward Norton,73,American History X,Drama,NA,NA,Tony Kaye,1998,3016,,,,,,,,,,,,,,
22942221,15.21229,88,2.00E+07,5.5,0.4,0.1,0,0,0,1,0,0,0,0,1,0,Columbus Short,4597,Armored,Action,Crime,Drama,NimrÃ³d Antal,2009,208,,,,,,,,,,,,,,
22222308,20.82778,124,2.00E+07,7.1,0.5,0.1,1,0,0,0,0,0,0,0,1,0,Adam Sandler,2355,Reign Over Me,Drama,NA,NA,Mike Binder,2007,334,,,,,,,,,,,,,,
22165608,7.679336,92,2.00E+07,5,0.3,0.1,0,0,0,1,0,0,0,0,1,0,John Cena,8975,The Marine,Action,Adventure,Drama,John Bonito,2006,163,,,,,,,,,,,,,,
21284514,12.309715,106,2.00E+07,6.7,0.2,0.1,0,0,0,0,0,1,0,0,0,1,Nicole Kidman,577,To Die For,Fantasy,Drama,Comedy,Gus Van Sant,1995,175,,,,,,,,,,,,,,
21170563,5.422285,105,2.00E+07,6,0.1,0.1,1,0,0,0,0,0,0,0,0,0,T.I.,13960,ATL,Drama,NA,NA,Christian Robinson,2006,32,,,,,,,,,,,,,,
21164799,14.947588,92,2.00E+07,4.3,0.1,0.1,0,0,0,0,0,0,1,0,1,0,Marlon Wayans,351819,Fifty Shades of Black,Romance,Comedy,NA,Michael Tiddes,2016,331,,,,,,,,,,,,,,
20211394,16.074397,115,2.00E+07,6.3,0.3,0.1,1,0,0,0,0,0,0,0,1,0,Viggo Mortensen,12690,Appaloosa,Drama,Western,Crime,Ed Harris,2008,299,,,,,,,,,,,,,,
18432000,14.370111,121,2.00E+07,6.8,0.2,0.1,0,0,1,0,0,0,0,0,1,0,Matthew Broderick,526,Ladyhawke,Adventure,Drama,Fantasy,Richard Donner,1985,260,,,,,,,,,,,,,,
18253415,11.090254,114,2.00E+07,6.5,0.2,0.1,0,1,0,0,0,0,0,0,1,0,Jim Carrey,22796,Simon Birch,Comedy,Drama,Family,Mark Steven Johnson,1998,52,,,,,,,,,,,,,,
17807569,8.244324,100,2.00E+07,5.6,0.1,0.1,0,1,0,0,0,0,0,0,1,0,Billy Bob Thornton,9842,School for Scoundrels,Comedy,Drama,Romance,Todd Phillips,2006,111,,,,,,,,,,,,,,
17432163,5.596835,101,2.00E+07,5.3,0.2,0.1,0,1,0,0,0,0,0,0,1,0,Jason Lee,9582,A Guy Thing,Comedy,Romance,NA,Chris Koch,2003,83,,,,,,,,,,,,,,
17425000,17.237143,109,2.00E+07,6,0.6,0.2,0,0,1,0,0,0,0,0,0,1,Selena Gomez,59860,Monte Carlo,Adventure,Comedy,Romance,Thomas Bezucha,2011,593,,,,,,,,,,,,,,
17280326,15.66135,108,2.00E+07,5.7,0.5,0.1,0,0,0,1,0,0,0,0,1,0,John Cena,17134,12 Rounds,Action,Adventure,Drama,Renny Harlin,2009,220,,,,,,,,,,,,,,
16974459,12.643703,105,2.00E+07,6.5,0.5,0.1,0,0,0,1,0,0,0,0,1,0,Kevin Bacon,11835,Death Sentence,Action,Crime,Drama,James Wan,2007,297,,,,,,,,,,,,,,
16863583,15.131867,93,2.00E+07,4.8,0.6,0.1,0,0,0,1,0,0,0,0,1,0,Henry Cavill,77948,The Cold Light of Day,Action,Thriller,NA,Mabrouk El Mechri,2012,271,,,,,,,,,,,,,,
16605763,9.149089,84,2.00E+07,5.8,0.3,0.1,0,0,0,1,0,0,0,0,1,0,Cole Hauser,15644,Paparazzi,Action,Drama,Thriller,Paul Abascal,2004,52,,,,,,,,,,,,,,
15473333,3.011205,199,2.00E+07,6.5,0.1,0.1,1,0,0,0,0,0,0,0,1,0,Max von Sydow,2428,The Greatest Story Ever Told,Drama,History,NA,George Stevens,1965,41,,,,,,,,,,,,,,
13854000,9.455596,108,2.00E+07,5.3,0.2,0.1,0,1,0,0,0,0,0,0,1,0,Dan Aykroyd,12120,My Stepmother is an Alien,Comedy,Science Fiction,NA,Richard Benjamin,1988,131,,,,,,,,,,,,,,
